Unnamed: 0,tweet,tweet_processed
81,"Gene Simmons, Ph.D. offers mental wellbeing to  souls. ",gene simmons phd offer mental wellbeing to souls
82,Just finished desperate housewives,just finish desperate housewife
83,My bf said him and his parents drunk wrapping gifts ????????,my bf say him and his parent drink wrap gift
84,Christmas and gabe is not with me ???? what is life rn.,christmas and gabe be not with me what be life rn
85,I just found my first grey hair. Worst Christmas gift EVER. Looks like I will be coloring my hair tomorrow,i just find my first grey hair bad christmas gift ever look like i will be color my hair tomorrow
86,All my photos from July disappeared. I could cry. Santa what have you done............,all my photo from july disappear i could cry santa what have you do
90,I just got off work I don't have any food at my house bc leaving tomorrow and McDonald's isn't even open right now,i just get off work i dont have any food at my house bc leave tomorrow and mcdonalds isnt even open right now
91,First Christmas Eve in almost 20 years that I won't be sleeping with @lizwillis_,first christmas eve in almost year that i wont be sleep with
92,Wanted to watch the TNF game but I forgot my parents cancelled the NFL Network package ????,want to watch the tnf game but i forget my parent cancel the nfl network package
93,Alone? We have no family coming this year..hit me up for a chat! Would love to keep folks company :),alone we have no family come this yearhit me up for a chat would love to keep folk company
97,Tonight couldn't feel less like Christmas Eve,tonight couldnt feel less like christmas eve
98,Even if she is tipsy I love her -Joe     pic.twitter.com/qHSAqDJN9j,even if she be tipsy i love her joe
100,"I need a Harry Hug. Just a hug, nothing else. ",i need a harry hug just a hug nothing else
102,It's gutting seeing everyone's snapchats of them getting on it while I'm stuck at work for Christmas and new year,it gutting see everyones snapchats of them get on it while im stuck at work for christmas and new year
103,So much for Xmas eve   pic.twitter.com/0hIsigongM,so much for xmas eve
105,Its 2:37 & I event left nor have I ate....,it 37 i event leave nor have i eat
106,Was called a slut last nightum I'm not oneI don't have sex with every guy I meetget it right people??????,be call a slut last nightum im not onei dont have sex with every guy i meetget it right people
107,"when ur really  on xmas eve :,)",when ur really on xmas eve
108,I really got a hair cut last night  ??,i really get a hair cut last night
110,Laying in bed til work  highlight of my day will be drinking  tonight ??,lay in bed til work highlight of my day will be drink tonight
113,Can't go back to sleep and I got work in 2 hours..,cant go back to sleep and i get work in hour
116,This time last year I was on a plane to New York...,this time last year i be on a plane to new york
117,"Hell's teeth, this day just gets better. No Her earlier; dragged into the office; assumed she was already there. She's not. ",hell teeth this day just get well no her early drag into the office assume she be already there shes not
121,"Today, set up 3 coffee dates with people you suspect are ,  or just need to talk.  pic.twitter.com/OgPY3IdGAO",today set up coffee date with people you suspect be or just need to talk
123,Why are these fine guys on my timeline? Get off your too hot for me. I can't take it anymore.,why be these fine guy on my timeline get off your too hot for me i cant take it anymore
124,"I hate when my sisterssay ""I'm going kill myself"" Ugh so fucking triggering   ",i hate when my sisterssay im go kill myself ugh so fucking trigger
125,Happy holidays and Merry Christmas. It's a rough time if you are . I know. It will be over soon.,happy holiday and merry christmas it a rough time if you be i know it will be over soon
126,So I put a movie in for us to watch as a family & I'm the only one here everyone left for bed.    hope ur all ??,so i put a movie in for u to watch a a family im the only one here everyone leave for bed hope ur all
127,Had the best week w my ppl but wish there didn't have to be another goodbye,have the best week w my ppl but wish there didnt have to be another goodbye
129,I'm now jealous of Georgia Southern. Welcome to my life as an FAU fan.,im now jealous of georgia southern welcome to my life a an fau fan
130,Didn't even congratulations on the mixtape ?????????,didnt even congratulation on the mixtape
131,"When u have a cute outfit idea, but u got too fat and can't fit in the pants ?? ",when You have a cute outfit idea but You get too fat and cant fit in the pant
132,Just watched  .. Now  cause we all know  will never be THAT great! ????,just watch now cause we all know will never be that great
133,"At least  is over 26 minutes ago, but the effects of the Twitter torture still lingers inside of me. , .",at least be over minute ago but the effect of the twitter torture still linger inside of me
136,We'd be perfect together but Im to shy and you wont reach out so i guess we'll never know what could of been.,wed be perfect together but im to shy and you wont reach out so i guess well never know what could of be
138,"When your halfway finished w your drink and you think ""dam, I should've put another shot in there"" ",when your halfway finish w your drink and you think dam i shouldve put another shot in there
139,"After watching Kepner and Avery lose their baby, I will forever be scared that that will happen to me.  ",after watch kepner and avery lose their baby i will forever be scar that that will happen to me
140,All a Nigga wanna do now send time with his girl . . is that so much to ask ?? Asf,all a nigga wanna do now send time with his girl be that so much to ask asf
141,when Martin stole Sonja's pizza on the MG show ep 4????????,when martin steal sonjas pizza on the mg show ep
142,Not in the spirit of  . In fact,not in the spirit of in fact
144,not to happy about this weather ..,not to happy about this weather
145,"My littlest brother is leaving for  tonight. Only like 1-2hours left with him.???????Happy for him,  he is moving.",my little brother be leave for tonight only like 2hours leave with himhappy for him he be move
148,Right b4 Christmas & bf breaks the news he's not taking me 2  for my birthday,right Before christmas bf break the news hes not take me for my birthday
149,"So close to  just wondering why in feeling so  ""'tis the season to be Jolly""",so close to just wonder why in feeling so ti the season to be jolly
150,Brandy is going to a dog hotel for a couple of days,brandy be go to a dog hotel for a couple of day
153,This time last year I was getting ready to jet off to Abu Dhabi ????,this time last year i be get ready to jet off to abu dhabi
155,I really don't know what I'm going to do about Christmas.,i really dont know what im go to do about christmas
157,"You know, late night tv is thematic. Farmer's Only ads mixed in with some Asian chick in a Football jersey talking about Viagra. ",you know late night tv be thematic farmer only ad mix in with some asian chick in a football jersey talk about viagra
158,too soon for drinks. Ice cream and a movie  read bad reviews but will the lead get another oscar???,too soon for drink ice cream and a movie read bad review but will the lead get another oscar
160,It's been 1 year since my husband and I flew to NYC for Christmas ????????,it be year since my husband and i fly to nyc for christmas
161,This has been a long night...,this have be a long night
164,"For 2016 - Up my  game,  move out of  (since London is too expensive), beat  and maybe settle down with someone :)",for up my game move out of since london be too expensive beat and maybe settle down with someone
166,"""And when I'm laying in my bed, I think about life and I think about death...neither one...appeals to me. ""  ",and when im laying in my bed i think about life and i think about deathneither oneappeals to me
168,that u can't get a dr's note to excuse u from work b/c of your . So u go 2 work anyway & fake it.,that You cant get a drs note to excuse You from work bc of your so You go work anyway fake it
170,If  is an issue for you tonight then call the Samaritans (116 123) or Breathing Space (0800 83 85 87),if be an issue for you tonight then call the samaritan 116 or breathe space 0800
172,"8 years ago I was at rock bottom, crippled by . Since then I've come a long way & I'm sure 2016 will continue the upward trend!",year ago i be at rock bottom cripple by since then ive come a long way im sure will continue the upward trend
174,"I woke up and said ""I should get a cat.""  ",i wake up and say i should get a cat
176,"For all of those who suffer from   and find NYE difficult, I know we can get through it together.",for all of those who suffer from and find nye difficult i know we can get through it together
178,", , and  can be scary. Call 314-645-1567 to turn those monsters into smaller obstacles!  ",and can be scary call 6451567 to turn those monster into small obstacle
179,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/gbkOpobFY3,be in the news a lot for treat and other condition but what be it contact u to learn more
180,I can't believe the amount of junk food and how long it's lasted in my kitchen 'sabitch,i cant believe the amount of junk food and how long it last in my kitchen sabitch
181,We want to help you with your . Give our office a call to learn how  may be the treatment you've been waiting for!,we want to help you with your give our office a call to learn how may be the treatment youve be wait for
182,We want to help you with your . Give our office a call to learn how  may be the treatment you've been waiting for!,we want to help you with your give our office a call to learn how may be the treatment youve be wait for
184,And just like that Texas Christmas Reunion is over  ??,and just like that texas christmas reunion be over
186,RT StayYoungMedia Cure your  without the harmful side effects of   pic.twitter.com/QZzAgrOZbb,stayyoungmedia cure your without the harmful side effect of
187,RT findrealhealth Using  to manage  or ? Learn the side effects   pic.twitter.com/nGJndXHvlm,findrealhealth use to manage or learn the side effect
188,It's not always the tears that measure the pain. Sometimes it's the smile we fake.,it not always the tear that measure the pain sometimes it the smile we fake
189,The worst kind of pain is keeping yourself laughing to avoid the tears from falling.   ,the bad kind of pain be keep yourself laugh to avoid the tear from fall
190,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more! ,be in the news a lot for treat and other condition but what be it contact u to learn more
192,"Another -like drug that may hold out some hope for rapid treatment of  is lanicemine (Sanacora G, Mol Psychiatry. 2014)",another like drug that may hold out some hope for rapid treatment of be lanicemine sanacora g mol psychiatry
193,"Possible 2016 treatment breakthrough for  and suicidal thinking using ketamine & similar drugs? (Rajkumar R, Pharmacol Res, 2015)",possible treatment breakthrough for and suicidal thinking use ketamine similar drug rajkumar r pharmacol re
194,We offer  Therapy to our patients to treat  and other conditions. Contact us today to learn more.  pic.twitter.com/7AO84RAPNY,we offer therapy to our patient to treat and other condition contact u today to learn more
195,"RT keithllbllm Happy New Year- try to have more Worth Living moments of hope, health &  happiness.   pic.twitter.com/rez61PZZVj",keithllbllm happy new year try to have more worth living moment of hope health happiness
196,why doesnt she like meeeeeeeeeee,why doesnt she like meeeeeeeeeee
197,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  ,be in the news a lot for treat and other condition but what be it contact u to learn more
198,"You can take steps at home to help your day to day , but we are also here to help. Contact us today.  pic.twitter.com/HFmoqiu7sU",you can take step at home to help your day to day but we be also here to help contact u today
201,I can still fucking hear you bitch.,i can still fuck hear you bitch
202,"Mom talks about suicides and ""how people are selfish and we should NOT go to their funerals"" and shuts my door.  ",mom talk about suicide and how people be selfish and we should not go to their funeral and shuts my door
203,"May the new year abound in Hs: Health, Hope, Healing, Happiness And H-coils!     ",may the new year abound in hs health hope heal happiness and hcoils
204,I'm welcoming  after my first full calendar year since overcoming . This year I go all the way to realms uncharted.,im welcoming after my first full calendar year since overcome this year i go all the way to realms uncharted
207,RT if you ever beat or battle with,if you ever beat or battle with
208,"If you are living with , , don't fall for the so-called ""cure"" peddlers here on Twitter. Seek professional medical help.",if you be live with dont fall for the socalled cure peddler here on twitter seek professional medical help
209,Already losing my mind. 6 weeks of this shit of no work or working out left.,already lose my mind week of this shit of no work or work out leave
210,RT AnotherAznTart I shared this last year but it still makes me giggle so I'll share it again. ?   ,anotherazntart i share this last year but it still make me giggle so ill share it again
211,Its only 3 oclock in the afternoon and its dark and raining  Like mad! I hate this so much!,it only oclock in the afternoon and it dark and rain like mad i hate this so much
213,"I'm now casting for potential  for my ""Learning to swim"" photography project about .  pic.twitter.com/rnJp6UX2eV",im now cast for potential for my learning to swim photography project about
216,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more! ,be in the news a lot for treat and other condition but what be it contact u to learn more
218,: don't let other's emotions corrupt your mind; beacause that paves the path to,dont let others emotion corrupt your mind beacause that pave the path to
219,ok but real talk for a moment .... the thing with having depression from for so long from such a young age is that it's-,ok but real talk for a moment the thing with have depression from for so long from such a young age be that it
220,"To ppl tweeting ""The leading cause of depression is reality.""  How pithy. What know you of ? Show some empathy. Just stop it.",to ppl tweet the lead cause of depression be reality how pithy what know you of show some empathy just stop it
222,"another wee message - for those of us that feel a relapse over the holidays, you're not alone. I'm right there with you  ",another wee message for those of u that feel a relapse over the holiday youre not alone im right there with you
223,"If this is your response to someone saying they're dealing with , you're a terrible person.  ",if this be your response to someone say theyre deal with youre a terrible person
224,Just realised I haven't cleaned my teeth in days,just realise i havent clean my teeth in day
225,I have depression ? pff.....no.... . . . . . maybe...,i have depression pffno maybe
227," is serious, so let's treat it seriously. Don't just brush it off, tell someone, and if some one tells you, don't over react.",be serious so let treat it seriously dont just brush it off tell someone and if some one tell you dont over react
229,Happy new year - thank you for moving against  with us! ,happy new year thank you for move against with u
230,"New Years Eve,The day I always dread.???? ",new year evethe day i always dread
231,Sometimes it's songs in the dark in the smallest world possible that make all the difference.,sometimes it song in the dark in the small world possible that make all the difference
232,You must get up from right where you are. Do that and your battles are 70% over. let's talk,you must get up from right where you be do that and your battle be over let talk
235,Have you withdrawn from those in your camp or others around you? You could be in a depressed state of mind.,have you withdraw from those in your camp or others around you you could be in a depressed state of mind
237,What I feel like when I realize that there's no more Walking Dead until February 14th    ,what i feel like when i realize that theres no more walking dead until february th
238,why doesnt she like meeeeeeeeeee,why doesnt she like meeeeeeeeeee
240,I hate when the person you have a crush on has a girlfriend/boyfriend,i hate when the person you have a crush on have a girlfriendboyfriend
242,Just got some very unpleasant news about my uncle...I am so happy that Marijuana exists.,just get some very unpleasant news about my unclei be so happy that marijuana exists
243,"Deeper and deeper, the river flows downstream degrading even the strongest minerals.    ??",deeper and deeper the river flow downstream degrade even the strong mineral
246,: 1 in 4  businesses are forced out of business because of the ongoing Economic,in business be force out of business because of the ongoing economic
248,It's a  when your neighbor loses his job; it's a  when you lose yours.,it a when your neighbor lose his job it a when you lose yours
251,For all those out there suffering with  and or  this is for you ,for all those out there suffer with and or this be for you
253,Rt if you're a depression or Ed acc.  Follow everyone who RT's this!  I will too! Ready? GO!,rt if youre a depression or ed acc follow everyone who rts this i will too ready go
254,A whopping 9% of adults in America are depressed. Another 3.4% are deeply depressed. Let's Talk!,a whopping of adult in america be depress another be deeply depressed let talk
258,You don't have to be sad because of depression! Get help. Get clear!,you dont have to be sad because of depression get help get clear
261,I've never dream to love him,ive never dream to love him
262,"RT WeedFeed ""Physicians have Recommended  for the Treatment of  Since 1621 -    pic.twitter.com/LboHmD9dj9""",weedfeed physician have recommend for the treatment of since
263,"""Worrying does not empty tomorrow of its troubles, it empties today of its strength.""    ",worry do not empty tomorrow of it trouble it empty today of it strength
264,"""Anxiety is like a tornado, the most violent, horrific, and destructive atmospheric phenomenon""  ",anxiety be like a tornado the most violent horrific and destructive atmospheric phenomenon
265,I really wish I would have more time to draw blog  about . I'm sure they'd be helpful to many...,i really wish i would have more time to draw blog about im sure theyd be helpful to many
266,Holiday  and  is common. Design your own holiday celebration. ,holiday and be common design your own holiday celebration
268,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  ,be in the news a lot for treat and other condition but what be it contact u to learn more
270,ur best is plenty good enough 4 anyone or anything that is meant 4U??Don't let ppl nor circumstances kill you??,ur best be plenty good enough anyone or anything that be meant udont let ppl nor circumstance kill you
271,RT talkspace  costs companies $52 billion/year in absenteeism & reduced productivity; results in 400 million lost work days/year,talkspace cost company 52 billionyear in absenteeism reduce productivity result in million lost work daysyear
272,"On topic of famous people , apparently stuff needs to be put in place for mental illness. What about non famous people ",on topic of famous people apparently stuff need to be put in place for mental illness what about non famous people
274,if i'd known it was going to go from 78 & sunny yesterday to 61 & cloudy today i still wouldn't have done anything differently ,if id know it be go to go from sunny yesterday to cloudy today i still wouldnt have do anything differently
275,"After reading about  in academia, I feel like secretly hanging up some posters about the topic around my old university ...",after read about in academia i feel like secretly hang up some poster about the topic around my old university
276,"You aren't worthless, you are priceless You are important to someone and they'd miss you if you were gone   ",you arent worthless you be priceless you be important to someone and theyd miss you if you be go
277,"We are open all through this  for info, advice or even a chat: 0800 4 70 80 90    pic.twitter.com/0g6kGdIoPI",we be open all through this for info advice or even a chat
278,"40billion:   a well written, thought-provoking & mind illuminating book to unite, connect & save humanity â¦",billion a well write thoughtprovoking mind illuminate book to unite connect save humanity
279,Happy New Year from !  We hope it is a year filled with joy and that we can work together to tackle  in Australia  pic.twitter.com/zMsgPqkfbi,happy new year from we hope it be a year fill with joy and that we can work together to tackle in australia
280,"""Beautiful, delightful, noble, memorable, as is the world, I yet am well content in my shady crevice"" Christina Rossetti  ",beautiful delightful noble memorable a be the world i yet be well content in my shady crevice christina rossetti
281,Loneliness causes so much pain. Besides it teaches u how to overcome all the pains.   pic.twitter.com/gZA1jsFI54,loneliness cause so much pain besides it teach You how to overcome all the pain
282,Don't let panic and  cause you to say YES to someone when everything within you is saying NO!,dont let panic and cause you to say yes to someone when everything within you be say no
283,"Christmas means ""Love Actually"" for me.    ??¥?????­",christmas mean love actually for me
285,"What is the base of the power? When it can be definite ""power""?The loneliness or the company create it?   ",what be the base of the power when it can be definite powerthe loneliness or the company create it
286,"People experience ,  in old age, for living alone or due to lack of close family ties and connections.  pic.twitter.com/dlGIALueNn",people experience in old age for live alone or due to lack of close family tie and connection
287,"Is it a crime to have few friends, to be sensitive to overwhelming problems and injustice in the world? Hope no.  ",be it a crime to have few friend to be sensitive to overwhelm problem and injustice in the world hope no
288,God's  is the antidote to . He will never leave us. ,god be the antidote to he will never leave u
289,I feel like people only ever text me when I'm sleeping  ,i feel like people only ever text me when im sleeping
291,"After the decorations come down,  remains issue for  Regular  makes a huge difference pic.twitter.com/8DMFzQqK3m",after the decoration come down remains issue for regular make a huge difference
293," is REAL... and all I wanted was a ""Drake Hug"" ???©???©???©????????????  pic.twitter.com/aE4zsPAx0p",be real and all i want be a drake hug
294,To get close to another you have to take off your armor. It takes more  to be soft than tough.  reduces ,to get close to another you have to take off your armor it take more to be soft than tough reduces
295,Find the lost and the lonely. They need you.    pic.twitter.com/BtM7BpcUGQ,find the lost and the lonely they need you
296,Travelling state of mind.     pic.twitter.com/3xKR0fgmET,travel state of mind
297,just tryna talk to somone and they got to be confused about it huhhhhhhhh life it boring as hell ,just tryna talk to somone and they get to be confuse about it huhhhhhhhh life it bore a hell
299,and the feeling of being unwanted is the most terrible .   Mother Teresa,and the feeling of be unwanted be the most terrible mother teresa
303,Loneliness is what that happens in silence When darkness creeps towards the - Deep Corridors of mind Without disturbing anyone ,loneliness be what that happen in silence when darkness creep towards the deep corridor of mind without disturb anyone
304,Publicity before Christmas about loneliness. How many loneliness projects were open on Christmas day I wonder?  ,publicity before christmas about loneliness how many loneliness project be open on christmas day i wonder
305,What do you think?  or ? Something else? pic.twitter.com/FNM1aQ1Rqi,what do you think or something else
306,Did anyone call and chat with someone who was alone over Christmas?  ,do anyone call and chat with someone who be alone over christmas
307,Loneliness isn't about being alone it's not being anybody's priority  is a problem that faces us all reach out and make contact????£,loneliness isnt about be alone it not be anybodys priority be a problem that face u all reach out and make contact
308,Social connections are important throughout our lives!     pic.twitter.com/TpvuN7eGQv,social connection be important throughout our life
309,Heard a person detailing his branded cloths arrogantly today. It sounded more like him wearing  instead of cloths. ,heard a person detail his branded cloth arrogantly today it sound more like him wear instead of cloth
310,"nobody could ever know the hidden pain or the hidden  or the hidden ,,,,, but ..",nobody could ever know the hidden pain or the hidden or the hidden but
311," or being in heat is not sufficient reason to jump into . That's how people get hurt, cycle of pain happens. ",or be in heat be not sufficient reason to jump into thats how people get hurt cycle of pain happens
312,Walked outside and saw this nigga catchin the fade   pic.twitter.com/DiqoKV0Eix,walk outside and saw this nigga catchin the fade
313,LEARNING TO LOVE YOURSELF IS THE HARDEST TASK YOU HAVE TO ACCOMPLISH IN LIFE FOR A LOT OF PEOPLE.  ,learn to love yourself be the hard task you have to accomplish in life for a lot of people
314,"for 3 days, I will improve the landscape of the my game() and make the pause menu with the ability to save and load",for day i will improve the landscape of the my game and make the pause menu with the ability to save and load
315,Don't glorify . Don't rationalize .  pic.twitter.com/9kcwhSIjeR,dont glorify dont rationalize
317,"Pop in to see an elderly relative, friend or neighbour this  and help combat   pic.twitter.com/3Zy8CXTriS",pop in to see an elderly relative friend or neighbour this and help combat
319,Good nite.                                         ,good nite
321,Biggest challenge at this time of year (& many other times) is to not make older people feel old! ,big challenge at this time of year many other time be to not make old people feel old
322,"After the first quarter, sales of my game () plan to get 100.000 rubles, including the Russian market and the European  pic.twitter.com/xpQfiqByav",after the first quarter sale of my game plan to get ruble include the russian market and the european
323," is dangerous. it's addicting. once you see how peaceful it is, you don't wanna deal with people. -Hedonist Poet",be dangerous it addict once you see how peaceful it be you dont wanna deal with people hedonist poet
324,can feel ever so painful. And stigma prevents honesty about problems. Let's keep the difficult conversations going x  pic.twitter.com/DwXfpvI3iX,can feel ever so painful and stigma prevents honesty about problem let keep the difficult conversation go x
327,Holiday  and  is common. Design your own holiday celebration. pic.twitter.com/F8MfTFqqIQ,holiday and be common design your own holiday celebration
328,Don't you want to be my girl ?   ,dont you want to be my girl
330,Volunteering today with my cousin at a community centre putting on a spread for those alone at  Say no to  at  pic.twitter.com/MJEHIwdpD5,volunteer today with my cousin at a community centre put on a spread for those alone at say no to at
331,"Christmas, the most wonderful time of the year can also be the most horrific time of the year.   ",christmas the most wonderful time of the year can also be the most horrific time of the year
332,If you are struggling with   this festive season. We are open 24/7 to offer . Call 0800 132 737. pw,if you be struggle with this festive season we be open 7 to offer call pw
333,Loneliness does not just happen on this one day but all year round   ,loneliness do not just happen on this one day but all year round
334,"Its a comforting experience to pull off a major freeway and there not be one person as far as the eye can see.  ,  ",it a comforting experience to pull off a major freeway and there not be one person as far a the eye can see
335,To be alone is lonely or freedom...   pic.twitter.com/eqnKrbjoXr,to be alone be lonely or freedom
339,"Visited an elderly gentleman in hosptal earlier, admitted a week ago & had no visitors as all family & friends have passed away ",visit an elderly gentleman in hosptal earlier admit a week ago have no visitor a all family friend have pass away
341,fuck fuck fuck Christmas ï¼ï¼ Why Japanese couples want to see illumination???? Looking for a girlfriend ,fuck fuck fuck christmas why japanese couple want to see illumination look for a girlfriend
342,"As we think abt  across t generations at this time, a turkey sandwich & mince pie, in t company of strangers is seldom effective",a we think abt across t generation at this time a turkey sandwich mince pie in t company of stranger be seldom effective
343,Christmas without you     pic.twitter.com/IKzGhX6ZI8,christmas without you
344,There is a  in this world that you can see it in the movement of the hands of a clock Bukowski  pic.twitter.com/SMPkHU3twN,there be a in this world that you can see it in the movement of the hand of a clock bukowski
345,The best photo that describes me ??   ??  pic.twitter.com/HZngzZlxu6,the best photo that describe me
347,is more harmful than you may think!  pic.twitter.com/T4n5L9kdYz,be more harmful than you may think
348,"We are all so much together, but we are all dying of loneliness. âAlbert Schweitzer   ??¤???",we be all so much together but we be all die of loneliness albert schweitzer
349,"Holidays can be tough. I've been there. If you're struggling this holiday and want to talk, I'm here.      ",holiday can be tough ive be there if youre struggle this holiday and want to talk im here
350,is more harmful than you may think!  pic.twitter.com/LBHOUTajtK,be more harmful than you may think
352,Trying to be friends with WWE superstars ,try to be friend with wwe superstar
353,Honesty & Bravery are wonderful traits. Traits of a great human.  Great humans triumph.   ,honesty bravery be wonderful trait trait of a great human great human triumph
354,It seems that a lonely future is waiting for me! Giver said he had a wife but it's forbidden to talk about our job.    pic.twitter.com/RcJGUdSs9K,it seem that a lonely future be wait for me giver say he have a wife but it forbidden to talk about our job
355,and  partners in crime. One could lead to the other.Both effective in destroying lives and the spirit of young and old!,and partner in crime one could lead to the otherboth effective in destroy life and the spirit of young and old
356," truly devastating disease of the modern age. At festive times like  worth making an effort to talk to, visit the lonely.",truly devastate disease of the modern age at festive time like worth make an effort to talk to visit the lonely
357,I feel like I'm the only guy in Chan that doesn't like Hamilton ,i feel like im the only guy in chan that doesnt like hamilton
358,"To come out of , you make friends but coming together in knowledge is rare. Be a friend in knowledge and uplift each other.",to come out of you make friend but come together in knowledge be rare be a friend in knowledge and uplift each other
359,Our last group of 2016 was our new  project (even more relevant at this time of year) & they laid on some welcoming festive food  pic.twitter.com/AOwwxTDona,our last group of be our new project even more relevant at this time of year they lay on some welcome festive food
360," creeps inside when not the entire world becomes silent, but the one you care most. ",creep inside when not the entire world become silent but the one you care most
361,Being  doesn't mean you're Lonely!  is feeling alone in a  with someone who can't or won't connect!,be doesnt mean youre lonely be feel alone in a with someone who cant or wont connect
362,IN The heart of every Human being there's is a sense of  which cannot be put out expect by being close to Allah,in the heart of every human be there be a sense of which cannot be put out expect by be close to allah
363,"""We live as we dream - alone"" (Joseph Conrad)  ",we live a we dream alone joseph conrad
364,is a choice  is a mild side effects u get used to it :)  pic.twitter.com/PJxqvRw1TF,be a choice be a mild side effect You get use to it
365,Social connections are important throughout our lives!     pic.twitter.com/cTBXNnn3IL,social connection be important throughout our life
