tweet,automated_readability_index,coleman_liau_index,flesch_kincaid_grade_level,flesch_reading_ease,gulpease_index,gunning_fog_index,lix,smog_index,wiener_sachtextformel,n_chars,n_long_words,n_monosyllable_words,n_polysyllable_words,n_sents,n_syllables,n_unique_words,n_words,sent_neg,sent_neu,sent_pos,sent_compound,economic_stress_total,isolation_total,substance_use_total,guns_total,domestic_stress_total,suicidality_total,punctuation
generation z want name folk love call everybody millennialsmillennials,15.516666666666666,21.417360666666674,14.142222222222223,9.700000000000017,53.44444444444445,12.488888888888889,42.333333333333336,11.20814326018867,7.073133333333335,62,3,6,2,1,20,9,9,0.0,0.522,0.478,0.6705,0,0,0,0,0,0,0.0
nasty flu go round december early jan tell bare ppl sick includ,4.98,7.212943666666668,2.8566666666666656,95.95500000000001,70.66666666666666,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,52,1,10,0,1,14,12,12,0.514,0.486,0.0,-0.8591,0,0,0,0,0,0,0.0
nasty flu go round december early jan tell bare ppl sick includ,4.98,7.212943666666668,2.8566666666666656,95.95500000000001,70.66666666666666,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,52,1,10,0,1,14,12,12,0.514,0.486,0.0,-0.8591,0,0,0,0,0,0,0.0
correct time politics request everyone concentrate overcome focus spend full time eradication please keep period political issue,18.10058823529412,21.19660964705882,13.251764705882355,30.332941176470598,40.76470588235295,13.858823529411765,64.05882352941177,13.023866798666859,10.331517647058824,112,8,6,3,1,32,16,17,0.0,0.874,0.126,0.3182,0,0,0,0,0,0,0.0
new domestic case china,4.120000000000001,6.201631000000006,3.6700000000000017,75.87500000000001,114.0,11.600000000000001,29.0,8.841846274778883,5.4213000000000005,20,1,3,1,1,6,4,4,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
ever grateful wonderful people support garden amp young grower ship large b,9.690000000000001,13.09279466666667,5.806666666666668,74.80500000000002,60.666666666666664,8.133333333333335,37.0,8.841846274778883,3.8064,64,3,8,1,1,17,12,12,0.0,0.46,0.54,0.8555,1,0,0,0,0,0,0.0
everyone come barista,9.899999999999999,11.575825666666674,1.3133333333333361,90.99000000000002,125.66666666666666,1.2000000000000002,69.66666666666667,3.1291,6.093266666666668,19,2,2,0,1,4,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
californian infect next week people live california right,12.0075,17.249854749999997,8.180000000000003,50.66500000000002,64.0,13.200000000000001,33.0,11.20814326018867,6.49885,50,2,5,2,1,14,8,8,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
hospitalize patient age listen Your sex age guystay home,8.189999999999998,12.270925777777776,6.2755555555555596,66.10000000000002,69.0,8.044444444444444,42.333333333333336,8.841846274778883,4.923133333333334,48,3,6,1,1,14,8,9,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
day feel like sunday andagain,4.620000000000001,7.680995000000003,2.8800000000000026,83.32000000000004,99.0,10.0,25.0,8.841846274778883,3.809000000000001,25,1,4,1,1,7,5,5,0.0,0.615,0.385,0.3612,0,0,0,0,0,0,0.0
please tire get,0.4800000000000004,-0.1838763333333322,-2.6199999999999974,119.19000000000003,145.66666666666666,1.2000000000000002,3.0,3.1291,-3.6434,13,0,3,0,1,3,3,3,0.0,0.465,0.535,0.3182,0,0,0,0,0,0,0.0
hydroxychloroquine anti malarial drug power house combat virus kind win med grant dont knock youre president put could save people life,13.619999999999997,12.312047521739132,9.284347826086957,69.46391304347827,52.04347826086956,14.417391304347825,36.04347826086956,13.023866798666859,4.627121739130435,115,3,18,3,1,31,23,23,0.144,0.46,0.396,0.8481,1,0,1,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
use hate tweet live quarantine meme tik toks,4.353750000000002,7.695096875000004,2.280000000000001,92.965,80.25,8.200000000000001,20.5,8.841846274778883,1.64135,37,1,7,1,1,10,8,8,0.346,0.654,0.0,-0.5719,0,1,0,0,0,0,0.0
singapore fight wowthis government care people look like,11.418749999999996,16.514873375,3.7550000000000026,82.39000000000001,65.25,8.200000000000001,45.5,8.841846274778883,5.2926,49,3,6,1,1,11,8,8,0.195,0.376,0.429,0.4767,0,0,0,0,1,0,0.0
holy shit hate every person video,3.5500000000000007,6.707287333333337,0.5166666666666693,102.04500000000002,92.33333333333334,2.4000000000000004,6.0,3.1291,-2.5968,28,0,5,0,1,7,6,6,0.646,0.354,0.0,-0.8074,0,0,0,0,0,0,0.0
cmon friend,3.120000000000001,-1.1951889999999956,-3.01,120.20500000000001,189.0,0.8,2.0,3.1291,-3.8106,10,0,2,0,1,2,2,2,0.0,0.238,0.762,0.4939,0,0,0,0,0,0,0.0
big fat white nasty smelling fat bitch take motherfuckin schedule tri,9.332727272727272,13.046825909090916,2.6454545454545446,95.68818181818183,62.63636363636364,4.4,38.27272727272727,3.1291,1.8260181818181818,59,3,9,0,1,13,10,11,0.451,0.549,0.0,-0.8126,0,0,0,0,0,0,0.0
make money sell baby milk medicine toilet roll food ridiculously inflate price,10.8675,14.56275741666667,5.806666666666668,74.80500000000002,58.166666666666664,8.133333333333335,37.0,8.841846274778883,3.8064,67,3,8,1,1,17,12,12,0.179,0.821,0.0,-0.34,0,0,0,0,0,0,0.0
everyone come barista,9.899999999999999,11.575825666666674,1.3133333333333361,90.99000000000002,125.66666666666666,1.2000000000000002,69.66666666666667,3.1291,6.093266666666668,19,2,2,0,1,4,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
week fuck global pandemic hamstring strain,10.615000000000002,15.527063833333337,6.416666666666668,59.745000000000005,77.33333333333334,9.066666666666668,39.333333333333336,8.841846274778883,6.041533333333335,37,2,3,1,1,10,6,6,0.54,0.46,0.0,-0.5719,0,0,0,0,0,0,0.0
id love help family best friend need anxiety dog cant begin tell much shes mum th holiday might happen arent earn even work nhs thank though,11.625,5.752382166666667,10.27,74.86500000000002,60.666666666666664,13.333333333333336,36.666666666666664,8.841846274778883,2.9256666666666664,115,2,25,1,1,36,29,30,0.042,0.473,0.485,0.9571,1,0,0,0,0,0,0.0
fan amaze airport fashion complete amazing fashion sense however recently wear mask du,11.880769230769232,15.393172461538462,7.633846153846154,63.486153846153854,55.15384615384616,5.2,66.84615384615384,3.1291,6.773215384615384,74,7,6,0,1,20,12,13,0.0,0.51,0.49,0.8625,1,0,0,0,0,0,0.0
rema entersna core owner dey body like,3.6014285714285705,6.851760571428574,2.3114285714285714,90.95857142857145,86.14285714285714,2.8000000000000003,21.285714285714285,3.1291,-0.18745714285714277,32,1,5,0,1,9,7,7,0.0,0.706,0.294,0.3612,0,0,0,0,0,0,0.0
incompetent racist asshole,17.75,21.375577333333332,17.04666666666667,-21.809999999999974,109.0,14.533333333333335,69.66666666666667,8.841846274778883,14.72326666666667,24,2,0,1,1,8,3,3,0.877,0.123,0.0,-0.7964,0,0,0,0,0,0,0.0
nasty flu go round december early jan tell bare ppl sick includ,4.98,7.212943666666668,2.8566666666666656,95.95500000000001,70.66666666666666,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,52,1,10,0,1,14,12,12,0.514,0.486,0.0,-0.8591,0,0,0,0,0,0,0.0
new addition trump taskforce vanessa hudgens,12.184999999999995,17.487014166666675,2.4833333333333343,87.94500000000001,74.0,9.066666666666668,72.66666666666667,8.841846274778883,9.27486666666667,39,4,5,1,1,8,6,6,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
big fat white nasty smelling fat bitch take motherfuckin schedule tri,9.332727272727272,13.046825909090916,2.6454545454545446,95.68818181818183,62.63636363636364,4.4,38.27272727272727,3.1291,1.8260181818181818,59,3,9,0,1,13,10,11,0.451,0.549,0.0,-0.8126,0,0,0,0,0,0,0.0
son hear dog cant catch virusand hear shortage doctorsand casuall,8.048181818181817,11.443230181818183,5.863636363636363,72.61545454545457,65.36363636363637,8.036363636363637,47.36363636363637,8.841846274778883,5.358745454545456,56,4,7,1,1,16,10,11,0.182,0.818,0.0,-0.25,0,0,0,0,0,0,0.0
everyone stay fuck away everyone else please,7.638571428571428,11.891632857142863,2.3114285714285714,90.95857142857145,77.57142857142857,2.8000000000000003,35.57142857142857,3.1291,1.6654000000000004,38,2,5,0,1,9,6,7,0.324,0.463,0.213,-0.296,0,0,0,0,0,0,0.0
reminds ex tryna fuck everyone,5.561999999999998,8.856965199999998,2.8800000000000026,83.32000000000004,97.0,2.0,45.0,3.1291,3.187000000000001,26,2,3,0,1,7,5,5,0.467,0.533,0.0,-0.5423,0,0,0,0,0,0,0.0
st news mysterious illness report china call th january first casualty report china th january accord punjab pakistan chief minister govt take precaution rd jan onwards,17.475,15.400404192307697,14.065384615384616,40.529615384615425,45.53846153846154,16.553846153846155,60.61538461538461,14.554592549557764,9.17796923076923,143,9,14,4,1,43,22,26,0.203,0.797,0.0,-0.7269,0,0,0,0,0,0,0.0
holy shit hate every person video,3.5500000000000007,6.707287333333337,0.5166666666666693,102.04500000000002,92.33333333333334,2.4000000000000004,6.0,3.1291,-2.5968,28,0,5,0,1,7,6,6,0.646,0.354,0.0,-0.8074,0,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
really clear understandable animate simulation showcasing differ approach fight pandemic http,19.60909090909091,25.875591727272734,16.59090909090909,-4.293636363636352,40.81818181818182,22.581818181818182,65.54545454545455,15.903189008614273,15.942381818181818,83,6,3,5,1,26,11,11,0.179,0.621,0.2,0.0754,0,0,0,0,1,0,0.0
final year student last cardasuu pick everybody general market,11.330000000000005,16.190826444444443,8.89777777777778,47.30000000000004,62.333333333333336,8.044444444444444,53.44444444444444,8.841846274778883,7.454244444444445,54,4,3,1,1,16,9,9,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
stay away people always good idea,3.5500000000000007,6.707287333333337,0.5166666666666693,102.04500000000002,92.33333333333334,2.4000000000000004,6.0,3.1291,-2.5968,28,0,5,0,1,7,6,6,0.0,0.633,0.367,0.4404,0,0,0,0,0,0,0.0
view,-2.09,-21.868679999999998,-3.3999999999999986,121.22000000000003,349.0,0.4,1.0,3.1291,-3.9778000000000002,4,0,1,0,1,1,1,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
rapid test,0.7650000000000006,-4.135114499999997,2.890000000000004,77.90500000000002,194.0,0.8,2.0,3.1291,-2.1756,9,0,1,0,1,3,2,2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
breakingmy fuck birthday party chuck e cheese fuck cancel stupid grandma drank beer get pneumonia,12.131999999999998,14.761886200000003,6.780000000000001,73.17000000000002,53.666666666666664,8.666666666666668,41.66666666666667,8.841846274778883,4.201666666666668,83,4,10,1,1,21,14,15,0.515,0.373,0.112,-0.8658,0,0,1,0,0,0,0.0
pick one nitwits heshe cancel vote november democracy cruel,9.760000000000002,14.230876111111112,4.964444444444446,75.50000000000003,65.66666666666667,3.6,42.333333333333336,3.1291,3.136466666666667,51,3,5,0,1,13,9,9,0.453,0.547,0.0,-0.7003,0,0,0,0,0,0,0.0
end ramadhancorona end ramadhancorona end ramadhancorona end,18.404285714285713,25.331292285714284,3.997142857142858,78.87285714285716,54.714285714285715,2.8000000000000003,49.857142857142854,3.1291,3.9854000000000003,54,3,4,0,1,10,2,7,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
many people iran die wont anyone leave behead rt follow please,4.98,7.212943666666668,4.823333333333334,81.855,70.66666666666666,4.800000000000001,12.0,3.1291,-1.0486000000000004,52,0,8,0,1,16,12,12,0.254,0.521,0.225,-0.351,0,0,0,0,0,0,0.0
really blow,3.120000000000001,-1.1951889999999956,-3.01,120.20500000000001,189.0,0.8,2.0,3.1291,-3.8106,10,0,2,0,1,2,2,2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
tokti could make say ayu pretty,1.9800000000000004,4.747337000000002,-1.4499999999999975,116.14500000000001,95.66666666666666,2.4000000000000004,6.0,3.1291,-3.1418,26,0,6,0,1,6,6,6,0.0,0.61,0.39,0.4939,0,0,0,0,0,0,0.0
corona get special eye china,3.6779999999999973,6.505024800000001,0.5200000000000031,100.24000000000002,101.0,2.0,25.0,3.1291,-0.06099999999999994,24,1,4,0,1,6,5,5,0.0,0.597,0.403,0.4019,0,0,0,0,0,0,0.0
everyone stay home please fuck quickly carry enjoy summer fest,8.533000000000001,12.403678300000003,3.650000000000002,86.70500000000001,66.0,4.0,30.0,3.1291,1.1019999999999999,53,2,7,0,1,13,10,10,0.219,0.438,0.344,0.25,0,0,0,0,0,0,0.0
situation drain,12.54,10.564513000000002,2.890000000000004,77.90500000000002,169.0,0.8,52.0,3.1291,4.3094,14,1,1,0,1,3,2,2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
know allow use word bloody serious,4.335000000000001,7.687262500000003,4.449999999999999,73.84500000000001,90.66666666666666,9.066666666666668,22.666666666666668,8.841846274778883,3.3348666666666666,29,1,4,1,1,9,6,6,0.462,0.33,0.209,-0.3182,0,0,0,0,0,0,0.0
situation italy many people die dont enough place bury thei,5.47909090909091,8.236038727272728,1.572727272727274,103.37909090909093,70.81818181818181,4.4,20.090909090909093,3.1291,-0.8294363636363635,50,1,10,0,1,12,11,11,0.302,0.698,0.0,-0.5994,0,0,0,0,0,0,0.0
man piss could stop,-0.5899999999999999,0.32178000000000395,-2.2299999999999986,118.17500000000001,124.0,1.6,4.0,3.1291,-3.4762,16,0,4,0,1,4,4,4,0.71,0.29,0.0,-0.5994,0,0,0,0,0,0,0.0
big fat white nasty smelling fat bitch take motherfuckin schedule tri,9.332727272727272,13.046825909090916,2.6454545454545446,95.68818181818183,62.63636363636364,4.4,38.27272727272727,3.1291,1.8260181818181818,59,3,9,0,1,13,10,11,0.451,0.549,0.0,-0.8126,0,0,0,0,0,0,0.0
indian bless leader like modi jiindia definitely safe hand pranam jiin,9.760909090909092,13.581357818181822,9.081818181818182,49.54272727272729,61.72727272727273,15.30909090909091,29.181818181818183,13.023866798666859,6.8160181818181815,60,2,6,3,1,19,11,11,0.0,0.299,0.701,0.9201,0,0,0,0,0,0,0.0
without maybe bernie lose byuhhh35,9.330000000000002,13.560845999999998,5.240000000000002,66.40000000000003,89.0,10.0,45.0,8.841846274778883,6.403000000000002,30,2,4,1,1,8,5,5,0.0,0.639,0.361,0.3089,0,0,0,0,0,0,0.0
think sexual relation,9.899999999999999,11.575825666666674,9.180000000000003,34.59000000000003,125.66666666666666,14.533333333333335,36.333333333333336,8.841846274778883,9.309933333333335,19,1,1,1,1,6,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
god big virusgod big virusgod big virusgod big vir,5.050000000000001,8.351025111111113,7.58666666666667,56.70000000000002,75.66666666666667,16.933333333333334,42.333333333333336,13.023866798666859,9.223133333333335,42,3,6,3,1,15,4,9,0.0,0.792,0.208,0.2732,0,0,0,0,0,0,0.0
everyone come barista,9.899999999999999,11.575825666666674,1.3133333333333361,90.99000000000002,125.66666666666666,1.2000000000000002,69.66666666666667,3.1291,6.093266666666668,19,2,2,0,1,4,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
thank britt brat do fuck ppl get lit,-0.3562499999999993,1.8152458750000022,-0.6699999999999982,114.11500000000001,90.25,3.2,8.0,3.1291,-2.8074000000000003,29,0,8,0,1,8,8,8,0.292,0.5,0.208,-0.25,0,0,0,0,0,0,0.0
break news cure marijuana blaze yall,2.928571428571427,6.011781857142861,-1.0599999999999987,115.13000000000002,87.57142857142857,2.8000000000000003,21.285714285714285,3.1291,-1.121742857142857,31,1,7,0,1,7,7,7,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
dont even change lifestyle youve stick home year already,4.622727272727271,7.166974909090911,1.572727272727274,103.37909090909093,72.63636363636364,4.4,29.181818181818183,3.1291,0.34965454545454566,48,2,10,0,1,12,11,11,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
approach work people might coronathe pay range 17 disrespectful fuckjust remind everyone essential everyone medical field people intake def get pay,17.55428571428571,18.34937680952381,11.142857142857142,52.57714285714289,42.80952380952381,14.114285714285714,59.095238095238095,13.023866798666859,8.472866666666668,127,8,12,3,1,33,18,21,0.128,0.872,0.0,-0.2023,0,0,0,0,0,0,0.0
week fuck global pandemic hamstring strain,10.615000000000002,15.527063833333337,6.416666666666668,59.745000000000005,77.33333333333334,9.066666666666668,39.333333333333336,8.841846274778883,6.041533333333335,37,2,3,1,1,10,6,6,0.54,0.46,0.0,-0.5719,0,0,0,0,0,0,0.0
nasty flu go round december early jan tell bare ppl sick includ,4.98,7.212943666666668,2.8566666666666656,95.95500000000001,70.66666666666666,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,52,1,10,0,1,14,12,12,0.514,0.486,0.0,-0.8591,0,0,0,0,0,0,0.0
nasty flu go round december early jan tell bare ppl sick includ,4.98,7.212943666666668,2.8566666666666656,95.95500000000001,70.66666666666666,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,52,1,10,0,1,14,12,12,0.514,0.486,0.0,-0.8591,0,0,0,0,0,0,0.0
dont play game game exactly expect u win,0.33999999999999986,2.4711741111111145,2.342222222222226,94.30000000000003,85.66666666666667,3.6,20.11111111111111,3.1291,-0.47242222222222185,33,1,7,0,1,11,8,9,0.188,0.461,0.351,0.4145,0,0,0,0,0,0,0.0
certain bad one point call mum kenya ask fly uk,1.468,3.583901800000003,1.2900000000000027,103.62500000000001,81.0,4.0,20.0,3.1291,-0.8489999999999998,38,1,9,0,1,11,10,10,0.257,0.588,0.154,-0.34,0,0,0,0,0,0,0.0
close president note see cross replace chinese,8.984285714285715,13.571590285714294,3.997142857142858,78.87285714285716,74.71428571428571,8.514285714285714,49.857142857142854,8.841846274778883,6.282542857142857,40,3,5,1,1,10,7,7,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
honestlyyyy shit,14.895000000000003,13.504438500000003,2.890000000000004,77.90500000000002,164.0,0.8,52.0,3.1291,4.3094,15,1,1,0,1,3,2,2,0.783,0.217,0.0,-0.5574,0,0,0,0,0,0,0.0
kent wit ushe say na owo,-3.5150000000000006,-2.1124891666666628,-1.4499999999999975,116.14500000000001,107.33333333333333,2.4000000000000004,6.0,3.1291,-3.1418,19,0,6,0,1,6,6,6,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
man piss could stop,-0.5899999999999999,0.32178000000000395,-2.2299999999999986,118.17500000000001,124.0,1.6,4.0,3.1291,-3.4762,16,0,4,0,1,4,4,4,0.71,0.29,0.0,-0.5994,0,0,0,0,0,0,0.0
nasty flu go round december early jan tell bare ppl sick includ,4.98,7.212943666666668,2.8566666666666656,95.95500000000001,70.66666666666666,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,52,1,10,0,1,14,12,12,0.514,0.486,0.0,-0.8591,0,0,0,0,0,0,0.0
javale mcgee chase staff around try give hug yesterday might Laughing,9.332727272727272,13.046825909090916,4.790909090909089,80.30636363636366,62.63636363636364,8.036363636363637,29.181818181818183,8.841846274778883,2.7032909090909087,59,2,8,1,1,15,11,11,0.0,0.588,0.412,0.743,0,0,0,0,0,0,0.0
student client difficult time moment decide put together hand thought would share case helpsthe brought,14.015999999999998,17.113826600000003,9.140000000000004,56.25000000000003,49.666666666666664,11.333333333333336,55.0,11.20814326018867,7.657,89,6,8,2,1,24,15,15,0.126,0.603,0.271,0.4404,0,0,0,0,0,0,0.0
mann shit gotta go get shit,-3.1271428571428572,-1.5480265714285686,-1.0599999999999987,115.13000000000002,100.42857142857143,2.8000000000000003,7.0,3.1291,-2.9746,22,0,7,0,1,7,6,7,0.643,0.357,0.0,-0.802,0,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
week fuck global pandemic hamstring strain,10.615000000000002,15.527063833333337,6.416666666666668,59.745000000000005,77.33333333333334,9.066666666666668,39.333333333333336,8.841846274778883,6.041533333333335,37,2,3,1,1,10,6,6,0.54,0.46,0.0,-0.5719,0,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
day feel like sunday andagain,4.620000000000001,7.680995000000003,2.8800000000000026,83.32000000000004,99.0,10.0,25.0,8.841846274778883,3.809000000000001,25,1,4,1,1,7,5,5,0.0,0.615,0.385,0.3612,0,0,0,0,0,0,0.0
mother fucker go fuckin way racist fuck piece shit human wow,5.47909090909091,8.236038727272728,4.790909090909089,80.30636363636366,70.81818181818181,4.4,11.0,3.1291,-1.1167090909090907,50,0,7,0,1,15,11,11,0.611,0.238,0.151,-0.9118,0,0,0,0,0,0,0.0
angelenos here safer home Frequently Asked Questions fact sheet,11.853333333333332,16.84414322222223,3.653333333333336,84.90000000000002,61.22222222222222,3.6,42.333333333333336,3.1291,2.7731333333333335,55,3,6,0,1,12,9,9,0.0,0.741,0.259,0.4215,0,0,0,0,0,0,0.0
midland get first case imma head,2.7650000000000006,5.7273121666666675,0.5166666666666693,102.04500000000002,94.0,2.4000000000000004,22.666666666666668,3.1291,-0.43513333333333293,27,1,5,0,1,7,6,6,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
yes tire want world go back normal ugh,0.8212499999999991,3.2852086250000028,0.8049999999999997,103.54,87.75,3.2,8.0,3.1291,-2.39865,31,0,7,0,1,9,8,8,0.237,0.424,0.339,0.0516,0,0,0,0,0,0,0.0
never ever blame saudi arabia bad human right country prove crisis,8.048181818181817,11.443230181818183,5.863636363636363,72.61545454545457,65.36363636363637,8.036363636363637,20.090909090909093,8.841846274778883,1.8214727272727278,56,1,7,1,1,16,11,11,0.431,0.454,0.115,-0.7625,0,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
safty social distancing modi distance safty19 safty,12.348571428571425,17.77148385714286,5.682857142857145,66.7871428571429,67.57142857142856,8.514285714285714,49.857142857142854,8.841846274778883,6.7496857142857145,45,3,4,1,1,11,6,7,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
thank modi sir ur missile step today see hocker include irctc hocker without mask train tamralipta expressif strict rule hockersall people may help,15.667826086956524,14.868504478260874,9.284347826086957,69.46391304347827,47.69565217391304,10.93913043478261,49.086956521739125,8.841846274778883,4.9206,125,6,16,1,1,31,22,23,0.0,0.802,0.198,0.6369,0,0,0,0,0,0,0.0
playboi carti say die lit talk,1.1950000000000003,3.767361833333336,0.5166666666666693,102.04500000000002,97.33333333333334,2.4000000000000004,22.666666666666668,3.1291,-0.43513333333333293,25,1,5,0,1,7,6,6,0.438,0.562,0.0,-0.5994,0,0,0,0,0,0,0.0
big fat white nasty smelling fat bitch take motherfuckin schedule tri,9.332727272727272,13.046825909090916,2.6454545454545446,95.68818181818183,62.63636363636364,4.4,38.27272727272727,3.1291,1.8260181818181818,59,3,9,0,1,13,10,11,0.451,0.549,0.0,-0.8126,0,0,0,0,0,0,0.0
na fr g herbo get point yall nba player get stripper starlet healthy asf,4.596,5.354124600000002,4.420000000000002,90.09000000000002,69.66666666666666,6.0,35.0,3.1291,1.6110000000000002,59,3,12,0,1,18,14,15,0.0,0.816,0.184,0.4019,0,0,0,0,0,0,0.0
californian infect next week people live california right,12.0075,17.249854749999997,8.180000000000003,50.66500000000002,64.0,13.200000000000001,33.0,11.20814326018867,6.49885,50,2,5,2,1,14,8,8,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
amaze mind,0.7650000000000006,-4.135114499999997,-3.01,120.20500000000001,194.0,0.8,2.0,3.1291,-3.8106,9,0,2,0,1,2,2,2,0.0,0.222,0.778,0.5423,0,0,0,0,0,0,0.0
