tweet,automated_readability_index,coleman_liau_index,flesch_kincaid_grade_level,flesch_reading_ease,gulpease_index,gunning_fog_index,lix,smog_index,wiener_sachtextformel,n_chars,n_long_words,n_monosyllable_words,n_polysyllable_words,n_sents,n_syllables,n_unique_words,n_words,sent_neg,sent_neu,sent_pos,sent_compound,economic_stress_total,isolation_total,substance_use_total,guns_total,domestic_stress_total,suicidality_total,punctuation
thank generosity fight follow,11.184999999999995,15.021407500000002,9.57,33.57500000000002,99.0,11.600000000000001,29.0,8.841846274778883,6.238800000000001,26,1,2,1,1,8,4,4,0.277,0.106,0.617,0.4939,0,0,0,0,1,0,0.0
wake free healthy breezy beautiful covertrade thank black jesus,11.853333333333332,16.84414322222223,6.2755555555555596,66.10000000000002,61.22222222222222,12.488888888888889,42.333333333333336,11.20814326018867,7.073133333333335,55,3,6,2,1,14,9,9,0.0,0.287,0.713,0.9081,0,0,0,0,0,0,0.0
youre laugh boris johnson pond scum politics aside pregnant mr,6.763636363636362,9.839634454545457,4.790909090909089,80.30636363636366,68.0909090909091,4.4,38.27272727272727,3.1291,2.4205636363636365,53,3,7,0,1,15,11,11,0.0,0.714,0.286,0.5574,0,0,0,0,0,0,0.0
woke overwhelm insane mean people even tag ariana ellen immensely grateful shook wasnt expect much taylor dont reach ill probably create gofundme also thank everyone pray send love,17.591,13.200193433333336,11.843333333333334,63.58500000000002,48.0,12.0,50.0,3.1291,4.555,153,6,20,0,1,40,29,30,0.166,0.436,0.398,0.89,0,0,0,0,0,0,0.0
happen,7.329999999999998,-10.108978,8.400000000000002,36.62000000000003,329.0,0.4,1.0,3.1291,-0.7078,6,0,0,0,1,2,1,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
nitesh nda government bihar total budget crore,8.984285714285715,13.571590285714294,3.997142857142858,78.87285714285716,74.71428571428571,8.514285714285714,21.285714285714285,8.841846274778883,2.5768285714285724,40,1,5,1,1,10,7,7,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
thing afford 22 trillion bailout corporation aka socialism wealthy thing cann,12.758181818181818,17.323081181818182,9.081818181818182,49.54272727272729,55.36363636363637,11.672727272727274,56.45454545454545,11.20814326018867,8.5942,67,5,6,2,1,19,10,11,0.109,0.698,0.194,0.2732,1,0,0,0,0,0,0.0
fight follow please share,6.475000000000001,9.141556500000007,0.7199999999999989,97.025,109.0,1.6,4.0,3.1291,-2.6587,22,0,3,0,1,5,4,4,0.321,0.123,0.556,0.2263,0,0,0,0,1,0,0.0
ahad cheema hamza shehbaz convict felon responsible god forbid catch w,9.760909090909092,13.581357818181822,4.790909090909089,80.30636363636366,61.72727272727273,8.036363636363637,38.27272727272727,8.841846274778883,3.882381818181818,60,3,8,1,1,15,11,11,0.168,0.511,0.321,0.2732,0,0,0,0,0,0,0.0
simple question nigeria enter scheme thing,10.615000000000002,15.527063833333337,4.449999999999999,73.84500000000001,77.33333333333334,9.066666666666668,39.333333333333336,8.841846274778883,5.4965333333333355,37,2,4,1,1,9,6,6,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
welcome episode new video blog clock get happen build,6.619999999999997,10.310975444444445,3.653333333333336,84.90000000000002,72.33333333333334,3.6,31.22222222222222,3.1291,1.3320222222222227,45,2,6,0,1,12,9,9,0.0,0.727,0.273,0.4588,0,0,0,0,0,0,0.0
full option,3.120000000000001,-1.1951889999999956,2.890000000000004,77.90500000000002,189.0,0.8,2.0,3.1291,-2.1756,10,0,1,0,1,3,2,2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
people street like know view concern scenario get notification bos morning wont pay u full salary due palava since shutdown school march th,13.531250000000007,11.630666291666671,9.995000000000001,66.15000000000003,52.75,11.266666666666667,44.83333333333333,8.841846274778883,4.193633333333333,117,5,18,1,1,33,24,24,0.0,0.84,0.16,0.4207,1,0,0,0,0,0,0.0
another case ruby princess passenger ruby princess passe,11.418749999999996,16.514873375,8.180000000000003,50.66500000000002,65.25,13.200000000000001,58.0,11.20814326018867,10.1501,49,4,4,2,1,14,6,8,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
best part coverage pres trump sign stimulus billpelosi wasnt,8.061999999999998,11.815693199999998,6.010000000000002,69.785,67.0,12.0,40.0,11.20814326018867,6.269,52,3,7,2,1,15,10,10,0.0,0.656,0.344,0.6369,0,0,0,0,0,0,0.0
figliuzzi death mount trump handle intelligence warning look bad worse,12.301000000000002,17.107559100000003,6.010000000000002,69.785,58.0,8.0,40.0,8.841846274778883,4.334000000000001,61,3,7,1,1,15,10,10,0.614,0.238,0.148,-0.8689,0,0,0,0,0,0,0.0
travel entire world reach beijing shanghaican anyb,11.675714285714285,16.931505142857148,5.682857142857145,66.7871428571429,69.0,8.514285714285714,35.57142857142857,8.841846274778883,4.429685714285716,44,2,5,1,1,11,7,7,0.0,0.845,0.155,0.0258,0,0,0,0,0,0,0.0
hmmh,-2.09,-21.868679999999998,-3.3999999999999986,121.22000000000003,349.0,0.4,1.0,3.1291,-3.9778000000000002,4,0,1,0,1,1,1,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
social distancing dems pic remember trump make american epicentre,12.899999999999999,18.150776777777786,10.208888888888893,37.900000000000034,59.0,16.933333333333334,53.44444444444444,13.023866798666859,11.390911111111112,57,4,4,3,1,17,9,9,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
vote raise nhs staff wage vote iraq war vote rise tuition fee hes do fuck,3.9381249999999994,4.031941562500002,3.9250000000000007,95.42,70.875,6.4,22.25,3.1291,-0.25042500000000034,59,1,14,0,1,18,14,16,0.363,0.637,0.0,-0.8126,1,0,0,0,0,0,0.0
nut november say here masturbation march,9.044999999999998,13.567113500000005,6.416666666666668,59.745000000000005,80.66666666666666,9.066666666666668,39.333333333333336,8.841846274778883,5.4965333333333355,35,2,4,1,1,10,6,6,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
biden fuck rapist catch po,1.7940000000000005,4.1530844000000045,0.5200000000000031,100.24000000000002,105.0,2.0,5.0,3.1291,-2.6550000000000002,22,0,4,0,1,6,5,5,0.857,0.143,0.0,-0.9186,0,0,0,0,0,0,0.0
absence true leader emerge single agcy provide public wan accurate uptodate record,12.437500000000007,16.522707750000002,8.756666666666668,53.655,54.833333333333336,11.466666666666669,45.333333333333336,11.20814326018867,7.044733333333335,71,4,6,2,1,20,12,12,0.0,0.797,0.203,0.4215,0,0,0,0,0,0,0.0
case migrant leave delhi responsible shame lutyens medium doesnt question happen bjp rule state becomes international news,15.306666666666665,17.181247444444445,12.407777777777778,38.16500000000002,46.777777777777786,13.866666666666669,51.333333333333336,13.023866798666859,8.047933333333335,106,6,9,3,1,32,18,18,0.209,0.68,0.112,-0.25,0,0,0,0,0,0,0.0
indonesian ew plastic kpop trash plastic country korsel,10.829999999999998,15.779892,3.7550000000000026,82.39000000000001,66.5,8.200000000000001,58.0,8.841846274778883,6.91385,48,4,6,1,1,11,7,8,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
meanwhile wh vrus daily press conference delay tha last day,7.120000000000001,10.639723,3.650000000000002,86.70500000000001,69.0,8.0,30.0,8.841846274778883,2.7100000000000004,50,2,8,1,1,13,10,10,0.204,0.796,0.0,-0.3182,0,0,0,0,0,0,0.0
rt bloody sicken anyone listen see disgust fleece uks driver ignore govt amp,8.25769230769231,10.870210153846159,4.910769230769233,83.0092307692308,62.84615384615384,5.2,20.692307692307693,3.1291,0.032446153846154235,64,1,9,0,1,17,13,13,0.575,0.425,0.0,-0.9042,0,0,0,0,0,0,0.0
shit living best life,1.7650000000000006,3.261705500000005,0.7199999999999989,97.025,119.0,1.6,4.0,3.1291,-2.6587,18,0,3,0,1,5,4,4,0.367,0.204,0.429,0.1531,0,0,0,0,0,0,0.0
way stop spread1 social distancing2 indirect spreadindia follow st people know behave nd onepeople must know rule,13.944705882352942,16.00850582352941,8.392941176470586,65.16823529411766,49.588235294117645,11.505882352941178,46.41176470588235,11.20814326018867,5.94269411764706,97,5,11,2,1,25,16,17,0.121,0.879,0.0,-0.296,0,0,0,0,0,0,0.0
mom really trynna go mexico like girl dont youre gonna get bad give struggle get test gonna x harder,6.862173913043478,3.875739565217394,5.693043478260872,95.2117391304348,66.3913043478261,9.200000000000001,27.347826086956523,3.1291,0.4066869565217388,82,1,22,0,1,24,20,23,0.249,0.644,0.107,-0.5106,0,0,0,0,0,0,0.0
unless theyve test positive,3.6779999999999973,6.505024800000001,5.240000000000002,66.40000000000003,101.0,10.0,25.0,8.841846274778883,4.463000000000001,24,1,3,1,1,8,5,5,0.0,0.455,0.545,0.5574,0,0,0,0,0,0,0.0
cornered tiger relief tigerspm imran khan announce formation youth force call relief tiger help response spread theyll supply food item people case covid19 case sharply rise locality,18.81142857142857,15.901677285714285,13.451428571428576,48.49357142857147,44.0,15.485714285714288,56.57142857142857,13.023866798666859,7.716957142857144,156,8,16,3,1,43,25,28,0.062,0.676,0.262,0.7783,0,0,0,0,0,0,0.0
customer come heard store close due want keep yall safeme head yet,4.996923076923078,6.799544076923077,3.0953846153846136,96.0246153846154,69.76923076923077,8.276923076923078,20.692307692307693,8.841846274778883,0.7662923076923076,55,1,12,1,1,15,13,13,0.0,0.894,0.106,0.0772,0,0,0,0,0,0,0.0
sinzu money spending hello spending dey hear tb joshua talk say coronasay go end today cli,8.648125,9.9117925625,4.662500000000001,90.13250000000001,60.875,6.4,34.75,3.1291,1.5752000000000002,75,3,13,0,1,19,15,16,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
chinese,12.04,-4.229126999999998,-3.3999999999999986,121.22000000000003,319.0,0.4,101.0,3.1291,8.9922,7,1,1,0,1,1,1,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
update cat twitter familythe cat sidewalk cat bedroom dont know heshe yet pompoms,8.783571428571431,11.065084500000001,6.727142857142859,71.76785714285714,61.14285714285714,5.6000000000000005,49.714285714285715,3.1291,4.2293714285714294,69,5,8,0,1,20,12,14,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
fam grp chat stop talk abt kefaya,0.23714285714285666,2.6518669999999993,0.6257142857142846,103.04428571428573,93.28571428571428,2.8000000000000003,7.0,3.1291,-2.5074571428571426,27,0,6,0,1,8,7,7,0.268,0.732,0.0,-0.296,0,0,0,0,0,0,0.0
capital highflying troupe cirque du soleil might file bankruptcy due covid19s impact live event quebecbased producer big top show already walk financial tightrope,18.739565217391302,18.70318991304348,11.849565217391305,51.07260869565218,41.17391304347826,17.895652173913046,62.130434782608695,15.903189008614273,10.11973043478261,140,9,15,5,1,36,23,23,0.0,0.924,0.076,0.2023,0,0,0,0,0,0,0.0
hello dont develop ray kill,-0.375,1.8074115000000042,2.4833333333333343,87.94500000000001,100.66666666666666,9.066666666666668,22.666666666666668,8.841846274778883,2.7898666666666676,23,1,5,1,1,8,6,6,0.0,0.517,0.483,0.5773,0,0,0,0,0,0,0.0
mlg gov nm talk flatten curvewhat loon,3.6014285714285705,6.851760571428574,2.3114285714285714,90.95857142857145,86.14285714285714,2.8000000000000003,35.57142857142857,3.1291,1.6654000000000004,32,2,5,0,1,9,7,7,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
thats,-8.655,-15.894816499999997,-3.01,120.20500000000001,214.0,0.8,2.0,3.1291,-3.8106,5,0,2,0,1,2,2,2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
year old dad clear play club back eighties support obviously go back programme show,9.120000000000001,11.485073857142861,5.041428571428572,83.85357142857143,60.42857142857143,8.457142857142857,42.57142857142857,8.841846274778883,3.9843714285714285,70,4,11,1,1,18,13,14,0.0,0.588,0.412,0.7717,0,0,0,0,0,0,0.0
three patient cure discharged treatment pimprichinchwad maharashtra,23.114285714285714,31.211143285714293,10.740000000000002,30.53000000000003,44.714285714285715,14.228571428571428,78.42857142857143,11.20814326018867,14.153971428571431,61,5,2,2,1,14,7,7,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
never happy alhamdullilah,16.18,19.415627000000008,17.04666666666667,-21.809999999999974,112.33333333333333,14.533333333333335,36.333333333333336,8.841846274778883,9.309933333333335,23,1,1,1,1,8,3,3,0.6,0.4,0.0,-0.4585,0,0,0,0,0,0,0.0
tell gran phone boris,1.7650000000000006,3.261705500000005,0.7199999999999989,97.025,119.0,1.6,4.0,3.1291,-2.6587,18,0,3,0,1,5,4,4,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
travel entire world reach beijing shanghaican anyb,11.675714285714285,16.931505142857148,5.682857142857145,66.7871428571429,69.0,8.514285714285714,35.57142857142857,8.841846274778883,4.429685714285716,44,2,5,1,1,11,7,7,0.0,0.845,0.155,0.0258,0,0,0,0,0,0,0.0
boris johnson test positive,8.829999999999998,12.081482000000001,9.57,33.57500000000002,104.0,11.600000000000001,54.0,8.841846274778883,10.2988,24,2,1,1,1,8,4,4,0.0,0.455,0.545,0.5574,0,0,0,0,0,0,0.0
joke okay today people die italy spain people suffer thats,5.050909090909091,7.701506818181823,1.572727272727274,103.37909090909093,71.72727272727272,4.4,11.0,3.1291,-2.0085272727272727,49,0,10,0,1,12,10,11,0.423,0.343,0.234,-0.6486,0,0,0,0,0,0,0.0
breakthrough yetcombination medicine control spread mild amp immune patientshowever vac,20.308,27.103305800000008,11.91,27.485000000000014,41.0,12.0,60.0,11.20814326018867,9.844000000000001,78,5,4,2,1,20,10,10,0.0,0.804,0.196,0.296,1,0,0,0,0,0,0.0
whole world lockdown fear everything stop fci best pr,6.619999999999997,10.310975444444445,1.0311111111111124,103.70000000000002,72.33333333333334,3.6,31.22222222222222,3.1291,0.6053555555555561,45,2,8,0,1,10,9,9,0.346,0.385,0.269,-0.0516,0,1,0,0,0,0,0.0
1alhamdullilahi meanwhile refuse identify set awon geng,15.04,21.131398714285716,10.740000000000002,30.53000000000003,61.857142857142854,8.514285714285714,49.857142857142854,8.841846274778883,7.216828571428572,49,3,3,1,1,14,7,7,0.268,0.732,0.0,-0.296,0,0,0,0,0,0,0.0
president trump devote prevention american people surely reciprocate 1 tim 16president chung ryong,16.228461538461538,20.82072723076923,13.98769230769231,17.932307692307717,45.92307692307692,20.584615384615386,51.46153846153846,15.903189008614273,12.220138461538461,86,5,6,5,1,27,13,13,0.0,0.654,0.346,0.6486,0,0,0,0,0,0,0.0
day leave,-1.5899999999999999,-7.075039999999998,-3.01,120.20500000000001,199.0,0.8,2.0,3.1291,-3.8106,8,0,2,0,1,2,2,2,0.545,0.455,0.0,-0.0516,0,0,0,0,0,0,0.0
die shock,-1.5899999999999999,-7.075039999999998,-3.01,120.20500000000001,199.0,0.8,2.0,3.1291,-3.8106,8,0,2,0,1,2,2,2,1.0,0.0,0.0,-0.7579,0,0,0,0,0,0,0.0
donate rs1 crore pm relief fund support sri jiin turbulent,6.649000000000001,10.051737900000003,6.010000000000002,69.785,70.0,8.0,30.0,8.841846274778883,3.3640000000000008,49,2,6,1,1,15,10,10,0.0,0.58,0.42,0.7003,0,0,0,0,0,0,0.0
shahinbaag c crowsa againsta actwho refuse natio,10.329999999999998,15.251547714285714,9.054285714285715,42.61571428571432,71.85714285714286,8.514285714285714,35.57142857142857,8.841846274778883,5.831114285714287,42,2,2,1,1,13,7,7,0.306,0.694,0.0,-0.296,0,0,0,0,0,0,0.0
tension take day rest home,1.7940000000000005,4.1530844000000045,0.5200000000000031,100.24000000000002,105.0,2.0,25.0,3.1291,-0.06099999999999994,22,1,4,0,1,6,5,5,0.365,0.635,0.0,-0.3182,0,0,0,0,0,0,0.0
oi hows coronakarma treat ya brilliant,4.274285714285714,7.691739285714288,0.6257142857142846,103.04428571428573,84.71428571428571,2.8000000000000003,35.57142857142857,3.1291,1.1982571428571438,33,2,6,0,1,8,7,7,0.0,0.381,0.619,0.7579,0,0,0,0,0,0,0.0
say,-6.800000000000001,-27.748531,-3.3999999999999986,121.22000000000003,359.0,0.4,1.0,3.1291,-3.9778000000000002,3,0,1,0,1,1,1,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
netflix movie secret terius predict link video,8.984285714285715,13.571590285714294,3.997142857142858,78.87285714285716,74.71428571428571,2.8000000000000003,35.57142857142857,3.1291,2.1325428571428575,40,2,4,0,1,10,7,7,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
tension take day rest home,1.7940000000000005,4.1530844000000045,0.5200000000000031,100.24000000000002,105.0,2.0,25.0,3.1291,-0.06099999999999994,22,1,4,0,1,6,5,5,0.365,0.635,0.0,-0.3182,0,0,0,0,0,0,0.0
please dont follow back,-0.08999999999999986,1.8011440000000007,0.5200000000000031,100.24000000000002,109.0,2.0,5.0,3.1291,-2.6550000000000002,20,0,4,0,1,6,5,5,0.0,0.566,0.434,0.3182,0,0,0,0,0,0,0.0
whole shit would like go swim thats possible like,2.8810000000000002,5.347857099999999,1.2900000000000027,103.62500000000001,78.0,4.0,20.0,3.1291,-0.8489999999999998,41,1,9,0,1,11,9,10,0.247,0.411,0.342,0.1027,0,0,0,0,0,0,0.0
american friend mention many people lose life u due guess noti proud,6.942499999999999,9.662881583333338,3.84,88.905,66.5,8.133333333333335,28.666666666666668,8.841846274778883,2.1805666666666674,57,2,10,1,1,15,12,12,0.159,0.471,0.371,0.5574,0,0,0,0,0,0,0.0
dont You dare get tomorrow mister becareful fansign,6.096666666666668,9.65765866666667,6.2755555555555596,66.10000000000002,73.44444444444446,12.488888888888889,42.333333333333336,11.20814326018867,7.073133333333335,44,3,6,2,1,14,9,9,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
china nothing like pakistan nothing terrorismstop trend,15.04,21.131398714285716,5.682857142857145,66.7871428571429,61.857142857142854,8.514285714285714,64.14285714285714,8.841846274778883,8.60254285714286,49,4,4,1,1,11,6,7,0.26,0.74,0.0,-0.2755,0,0,0,0,0,0,0.0
doesnt religion caste god language state country poor rich celebrity layman prime minister prince queen president mla minister auto driver pilot etc kindly stay home prevent urself,18.475,15.481687928571432,13.029999999999998,51.51500000000003,44.714285714285715,16.914285714285715,56.57142857142857,14.554592549557764,8.174457142857143,154,8,18,4,1,42,27,28,0.141,0.632,0.227,0.4563,0,0,0,0,0,0,0.0
today way great indian muslim would sit home amp offer jumma namaaz observe social distancing,10.875999999999998,13.193925933333333,7.56666666666667,67.53000000000003,56.333333333333336,11.333333333333336,28.333333333333336,11.20814326018867,3.762333333333334,79,2,10,2,1,22,15,15,0.0,0.773,0.227,0.6249,0,0,0,0,0,0,0.0
amp blow fix whats car without sound,0.2325000000000017,2.5502272500000025,-0.6699999999999982,114.11500000000001,89.0,3.2,20.5,3.1291,-1.18615,30,1,8,0,1,8,8,8,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
social distancing way,9.899999999999999,11.575825666666674,9.180000000000003,34.59000000000003,125.66666666666666,14.533333333333335,36.333333333333336,8.841846274778883,9.309933333333335,19,1,1,1,1,6,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
new test try get hold someone week year research need week lab time breakthrough detects swab soon enters respiratory tract result min please respond,15.297500000000007,13.835610416666672,9.503333333333334,69.67500000000003,49.0,11.266666666666667,49.0,8.841846274778883,4.73405,126,6,18,1,1,32,23,24,0.0,0.909,0.091,0.3182,0,0,0,0,0,0,0.0
travel entire world reach beijing shanghaican anyb,11.675714285714285,16.931505142857148,5.682857142857145,66.7871428571429,69.0,8.514285714285714,35.57142857142857,8.841846274778883,4.429685714285716,44,2,5,1,1,11,7,7,0.0,0.845,0.155,0.0258,0,0,0,0,0,0,0.0
fight competent leadership tough time need know friend wh,8.713333333333331,12.924242555555555,4.964444444444446,75.50000000000003,67.88888888888889,12.488888888888889,31.22222222222222,11.20814326018867,5.268688888888889,49,2,7,2,1,13,9,9,0.281,0.342,0.377,0.34,0,0,0,0,1,0,0.0
new parody stay safe everyone,4.620000000000001,7.680995000000003,2.8800000000000026,83.32000000000004,99.0,2.0,25.0,3.1291,0.5930000000000002,25,1,3,0,1,7,5,5,0.0,0.58,0.42,0.4404,0,0,0,0,0,0,0.0
damn miss road play music suck,1.1950000000000003,3.767361833333336,0.5166666666666693,102.04500000000002,97.33333333333334,2.4000000000000004,6.0,3.1291,-2.5968,25,0,5,0,1,7,6,6,0.621,0.172,0.207,-0.5859,0,0,0,0,0,0,0.0
