tweet,automated_readability_index,coleman_liau_index,flesch_kincaid_grade_level,flesch_reading_ease,gulpease_index,gunning_fog_index,lix,smog_index,wiener_sachtextformel,n_chars,n_long_words,n_monosyllable_words,n_polysyllable_words,n_sents,n_syllables,n_unique_words,n_words,sent_neg,sent_neu,sent_pos,sent_compound,economic_stress_total,isolation_total,substance_use_total,guns_total,domestic_stress_total,suicidality_total,punctuation
result janta curfewas life one place hr curfew hr place,5.236000000000001,8.287782600000003,2.4700000000000024,95.165,73.0,4.0,20.0,3.1291,-0.5219999999999998,46,1,8,0,1,12,8,10,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
mr bachchan use consider niche also blind devotee,7.297499999999999,11.370003750000002,2.280000000000001,92.965,74.0,3.2,45.5,3.1291,2.8738500000000005,42,3,6,0,1,10,8,8,0.239,0.531,0.23,-0.0258,0,0,0,0,0,0,0.0
first extend gstr3b due date nonsense step fight take,6.619999999999997,10.310975444444445,2.342222222222226,94.30000000000003,72.33333333333334,3.6,20.11111111111111,3.1291,-0.47242222222222185,45,1,7,0,1,11,9,9,0.408,0.462,0.131,-0.5574,0,0,0,0,1,0,0.0
nasty flu go round december early jan tell bare ppl sick includ,4.98,7.212943666666668,2.8566666666666656,95.95500000000001,70.66666666666666,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,52,1,10,0,1,14,12,12,0.514,0.486,0.0,-0.8591,0,0,0,0,0,0,0.0
everyone look sick,5.190000000000001,5.695974666666672,1.3133333333333361,90.99000000000002,135.66666666666666,1.2000000000000002,36.333333333333336,3.1291,1.7699333333333338,16,1,2,0,1,4,3,3,0.623,0.377,0.0,-0.5106,0,0,0,0,0,0,0.0
november relief find people wow reason think,7.638571428571428,11.891632857142863,3.997142857142858,78.87285714285716,77.57142857142857,2.8000000000000003,21.285714285714285,3.1291,0.2796857142857143,38,1,4,0,1,10,7,7,0.0,0.42,0.58,0.7845,0,0,0,0,0,0,0.0
literally employee affect area,12.362500000000004,16.491370250000003,12.52,12.425000000000011,96.5,21.6,54.0,11.20814326018867,15.136300000000002,27,2,1,2,1,9,4,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
brexiteersbbc make boris say could break back week didnt say allalre,7.335000000000001,10.152869166666669,6.789999999999999,67.75500000000001,65.66666666666666,8.133333333333335,28.666666666666668,8.841846274778883,2.453066666666667,58,2,9,1,1,18,11,12,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
mask pahan kr bahar jaana instead say love You much well,3.7663636363636357,6.097911090909097,3.7181818181818187,87.99727272727276,74.45454545454545,4.4,20.090909090909093,3.1291,-0.23489090909090926,46,1,8,0,1,14,11,11,0.0,0.588,0.412,0.743,0,0,0,0,0,0,0.0
generation z want name folk love call everybody millennialsmillennials,15.516666666666666,21.417360666666674,14.142222222222223,9.700000000000017,53.44444444444445,12.488888888888889,42.333333333333336,11.20814326018867,7.073133333333335,62,3,6,2,1,20,9,9,0.0,0.522,0.478,0.6705,0,0,0,0,0,0,0.0
big fat white nasty smelling fat bitch take motherfuckin schedule tri,9.332727272727272,13.046825909090916,2.6454545454545446,95.68818181818183,62.63636363636364,4.4,38.27272727272727,3.1291,1.8260181818181818,59,3,9,0,1,13,10,11,0.451,0.549,0.0,-0.8126,0,0,0,0,0,0,0.0
dear please kindly address nigerian issue seem speech stop sprea,9.475000000000001,13.579648500000005,4.830000000000002,78.24500000000002,64.0,8.0,30.0,8.841846274778883,3.0370000000000004,55,2,7,1,1,14,10,10,0.135,0.368,0.497,0.7096,0,0,0,0,0,0,0.0
know especially gd flicker,7.6525,10.611519250000008,6.620000000000001,54.72500000000002,106.5,11.600000000000001,54.0,8.841846274778883,9.481300000000001,23,2,2,1,1,7,4,4,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
rt appreciate hello since hv day due outbreak want purchase something open dig,8.982307692307693,11.774802615384615,6.726153846153849,69.99384615384618,61.30769230769231,8.276923076923078,43.769230769230774,8.841846274778883,4.513984615384616,66,4,9,1,1,19,13,13,0.0,0.733,0.267,0.4588,0,0,1,0,0,0,0.0
here delete scene twds special,5.561999999999998,8.856965199999998,2.8800000000000026,83.32000000000004,97.0,2.0,25.0,3.1291,0.5930000000000002,26,1,3,0,1,7,5,5,0.0,0.597,0.403,0.4019,0,0,0,0,0,0,0.0
whole punjab rightnow,9.899999999999999,11.575825666666674,5.246666666666666,62.79000000000002,125.66666666666666,1.2000000000000002,36.333333333333336,3.1291,2.859933333333334,19,1,1,0,1,5,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
hope others get involve meaningful gesture save thousand life worry people damage cause west country weak health system way save prevention,15.759999999999998,16.10943357142857,10.580952380952379,56.6057142857143,46.61904761904762,12.20952380952381,49.57142857142857,11.20814326018867,6.3162,119,6,12,2,1,32,20,21,0.26,0.405,0.335,0.3818,0,0,0,0,0,0,0.0
day feel like sunday andagain,4.620000000000001,7.680995000000003,2.8800000000000026,83.32000000000004,99.0,10.0,25.0,8.841846274778883,3.809000000000001,25,1,4,1,1,7,5,5,0.0,0.615,0.385,0.3612,0,0,0,0,0,0,0.0
generation z want name folk love call everybody millennialsmillennials,15.516666666666666,21.417360666666674,14.142222222222223,9.700000000000017,53.44444444444445,12.488888888888889,42.333333333333336,11.20814326018867,7.073133333333335,62,3,6,2,1,20,9,9,0.0,0.522,0.478,0.6705,0,0,0,0,0,0,0.0
leave thts,0.7650000000000006,-4.135114499999997,-3.01,120.20500000000001,194.0,0.8,2.0,3.1291,-3.8106,9,0,2,0,1,2,2,2,0.545,0.455,0.0,-0.0516,0,0,0,0,0,0,0.0
road campaign market amp community use community radio sanitize amp educate people,12.437500000000007,16.522707750000002,8.756666666666668,53.655,54.833333333333336,8.133333333333335,53.666666666666664,8.841846274778883,6.785566666666667,71,5,5,1,1,20,10,12,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
share,2.620000000000001,-15.988828999999996,-3.3999999999999986,121.22000000000003,339.0,0.4,1.0,3.1291,-3.9778000000000002,5,0,1,0,1,1,1,1,0.0,0.0,1.0,0.296,0,0,0,0,0,0,0.0
californian infect next week people live california right,12.0075,17.249854749999997,8.180000000000003,50.66500000000002,64.0,13.200000000000001,33.0,11.20814326018867,6.49885,50,2,5,2,1,14,8,8,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
eternal god dwell place underneath everlasting arm drive enemy give command destroy amen deuteronomy,14.839285714285715,18.624892928571427,10.941428571428574,41.553571428571416,48.28571428571428,14.171428571428573,56.857142857142854,13.023866798666859,9.5358,87,6,7,3,1,25,14,14,0.34,0.485,0.175,-0.6597,0,0,0,0,0,0,0.0
virussa currently ballsbulk run come gauteng amp western cape reg,9.945999999999998,14.167633600000002,4.830000000000002,78.24500000000002,63.0,4.0,60.0,3.1291,5.32,56,5,6,0,1,14,10,10,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0
astound death tally europe iranmost likely communist china fake dataindian authority ruthle,15.970000000000006,20.932596000000004,8.756666666666668,53.655,47.33333333333333,18.133333333333336,53.666666666666664,14.554592549557764,10.805566666666667,80,5,8,4,1,20,12,12,0.368,0.421,0.211,-0.6124,0,0,0,0,0,0,0.0
fight,2.620000000000001,-15.988828999999996,-3.3999999999999986,121.22000000000003,339.0,0.4,1.0,3.1291,-3.9778000000000002,5,0,1,0,1,1,1,1,1.0,0.0,0.0,-0.3818,0,0,0,0,1,0,0.0
day teleworking still reason fear community leader step kibera amp kenya f,9.297500000000003,12.602807083333339,6.789999999999999,67.75500000000001,61.5,8.133333333333335,28.666666666666668,8.841846274778883,2.9980666666666673,63,2,7,1,1,18,12,12,0.242,0.758,0.0,-0.4939,0,0,0,0,0,0,0.0
case arent severe within young public dont spread false information,7.335000000000001,10.152869166666669,5.806666666666668,74.80500000000002,65.66666666666666,8.133333333333335,20.333333333333336,8.841846274778883,1.3722333333333334,58,1,9,1,1,17,11,12,0.0,0.805,0.195,0.2924,1,0,0,0,0,0,0.0
stay isolation okayis okay call bae,5.120000000000001,8.667237666666669,4.449999999999999,73.84500000000001,89.0,9.066666666666668,22.666666666666668,8.841846274778883,3.3348666666666666,30,1,4,1,1,9,6,6,0.314,0.465,0.221,-0.2023,0,1,0,0,0,0,0.0
kanika kapoor sings special song pm modi uks wembley stadium kapoor escape mandat,10.06923076923077,13.131691307692307,8.541538461538462,56.97846153846157,59.0,8.276923076923078,36.07692307692308,8.841846274778883,4.270907692307692,69,3,6,1,1,21,12,13,0.0,0.714,0.286,0.5267,0,0,0,0,0,0,0.0
associate w generation,11.470000000000006,13.535776000000006,20.98,-50.00999999999996,122.33333333333333,27.86666666666667,69.66666666666667,11.20814326018867,20.08326666666667,20,2,1,2,1,9,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
generation z want name folk love call everybody millennialsmillennials,15.516666666666666,21.417360666666674,14.142222222222223,9.700000000000017,53.44444444444445,12.488888888888889,42.333333333333336,11.20814326018867,7.073133333333335,62,3,6,2,1,20,9,9,0.0,0.522,0.478,0.6705,0,0,0,0,0,0,0.0
upload whatsapp,12.54,10.564513000000002,14.690000000000001,-6.694999999999993,169.0,20.8,52.0,8.841846274778883,15.619400000000002,14,1,0,1,1,5,2,2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
may prepare family forbearance meet situation play constructive role create social,14.899090909090908,19.995740727272732,10.154545454545453,41.8518181818182,50.81818181818182,11.672727272727274,47.36363636363637,11.20814326018867,8.009654545454547,72,4,4,2,1,20,11,11,0.0,0.667,0.333,0.5423,0,0,0,0,0,0,0.0
yall dirty mf bring home miami amp increase hr,1.468,3.583901800000003,1.2900000000000027,103.62500000000001,81.0,4.0,20.0,3.1291,-0.8489999999999998,38,1,9,0,1,11,10,10,0.238,0.574,0.189,-0.1531,0,0,0,0,0,0,0.0
right million american uninsured underinsuredour profitdriven health care system danger p,17.89636363636363,23.737464090909093,12.3,26.470000000000027,44.45454545454546,18.94545454545455,56.45454545454545,14.554592549557764,12.409654545454545,79,5,5,4,1,22,11,11,0.233,0.548,0.219,-0.0516,0,0,0,0,0,0,0.0
right million american uninsured underinsuredour profitdriven health care system danger p,17.89636363636363,23.737464090909093,12.3,26.470000000000027,44.45454545454546,18.94545454545455,56.45454545454545,14.554592549557764,12.409654545454545,79,5,5,4,1,22,11,11,0.233,0.548,0.219,-0.0516,0,0,0,0,0,0,0.0
okay bore,-1.5899999999999999,-7.075039999999998,-3.01,120.20500000000001,199.0,0.8,2.0,3.1291,-3.8106,8,0,2,0,1,2,2,2,0.513,0.0,0.487,-0.0258,0,0,0,0,0,0,0.0
covid19 remind u quality health care matter right privilege doesnt care race gender sexual orientation economic class immigration status trump dumb call chinese,17.652499999999996,16.775535916666662,12.453333333333333,48.525000000000034,44.0,14.600000000000001,53.16666666666667,13.023866798666859,7.295716666666667,138,7,15,3,1,38,23,24,0.109,0.561,0.33,0.6908,0,0,0,0,0,0,0.0
family shall see rise shall witness fall without affect,7.666666666666668,11.617609000000002,3.653333333333336,84.90000000000002,70.11111111111111,3.6,31.22222222222222,3.1291,1.3320222222222227,47,2,6,0,1,12,8,9,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
ensure continuity supply medical equipment cope world health organization,17.086666666666666,23.377311000000006,14.142222222222223,9.700000000000017,50.11111111111111,16.933333333333334,53.44444444444444,13.023866798666859,11.754244444444446,65,4,3,3,1,20,9,9,0.0,0.755,0.245,0.3818,0,0,0,0,0,0,0.0
pandemicthen pandemicthen pandemicthen pandemicthen pan,29.112000000000002,38.2562202,7.600000000000001,49.48000000000002,47.0,2.0,85.0,3.1291,9.683000000000002,51,4,1,0,1,9,2,5,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
big fan hope mikaelson india affect many country also stay safe take care,7.170769230769231,9.513321461538467,5.818461538461538,76.50153846153847,65.15384615384616,8.276923076923078,28.384615384615387,8.841846274778883,2.5186,61,2,9,1,1,18,13,13,0.0,0.443,0.557,0.8834,0,0,0,0,0,0,0.0
young actor something sayits time zyada savdhan ka punchnama,10.283333333333331,14.884192888888887,7.58666666666667,56.70000000000002,64.55555555555556,3.6,42.333333333333336,3.1291,3.8631333333333338,52,3,3,0,1,15,9,9,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0.0
yall stay home amp ask family otherwise nisaphila aysazani,7.120000000000001,10.639723,7.190000000000001,61.32500000000002,69.0,12.0,40.0,11.20814326018867,6.269,50,3,7,2,1,16,10,10,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
beautiful thing strong relationship god much need stillness rest much tim,11.045454545454547,15.184953545454555,6.936363636363637,64.9245454545455,59.0,11.672727272727274,38.27272727272727,11.20814326018867,5.641472727272728,63,3,8,2,1,17,10,11,0.0,0.462,0.538,0.8519,0,0,0,0,0,0,0.0
st case identify vizag today morning patient shift isolation,10.283333333333331,14.884192888888887,7.58666666666667,56.70000000000002,64.55555555555556,8.044444444444444,53.44444444444444,8.841846274778883,7.090911111111112,52,4,4,1,1,15,9,9,0.252,0.748,0.0,-0.4019,0,1,0,0,0,0,0.0
force force,3.120000000000001,-1.1951889999999956,-3.01,120.20500000000001,189.0,0.8,2.0,3.1291,-3.8106,10,0,2,0,1,2,1,2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
israel track civilian use cell phone know theyve come close anyone carry htt,7.1014285714285705,8.965137714285717,5.041428571428572,83.85357142857143,64.71428571428571,8.457142857142857,21.142857142857142,8.841846274778883,1.205085714285714,64,1,11,1,1,18,14,14,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
always pmo follow instructionsalso request opposition come caa join nation fight,14.04272727272727,18.926676909090915,11.227272727272727,34.160909090909115,52.63636363636364,11.672727272727274,38.27272727272727,11.20814326018867,6.53329090909091,70,3,5,2,1,21,11,11,0.188,0.652,0.159,-0.1027,0,0,0,0,1,0,0.0
someone tweet covenant university want u resume test add balance bring,9.760909090909092,13.581357818181822,6.936363636363637,64.9245454545455,61.72727272727273,11.672727272727274,47.36363636363637,11.20814326018867,7.117836363636366,60,4,7,2,1,17,11,11,0.0,0.874,0.126,0.0772,0,0,0,0,0,0,0.0
land mumbai ny gratify see strictly politely amp competently authority airpo,12.330000000000005,16.78854927272728,10.154545454545453,41.8518181818182,56.27272727272727,15.30909090909091,56.45454545454545,13.023866798666859,10.650563636363637,66,5,5,3,1,20,11,11,0.0,0.714,0.286,0.3818,0,0,0,0,0,0,0.0
ah tim martin attitude brexit show interview expert precisely fuck,10.416999999999998,14.755618700000007,8.370000000000001,52.86500000000001,62.0,12.0,40.0,11.20814326018867,6.923,57,3,5,2,1,17,10,10,0.28,0.72,0.0,-0.5423,0,0,0,0,0,0,0.0
please sexual intercourse infront child normal god know w,8.713333333333331,12.924242555555555,6.2755555555555596,66.10000000000002,67.88888888888889,8.044444444444444,31.22222222222222,8.841846274778883,3.845355555555556,49,2,5,1,1,14,9,9,0.0,0.577,0.423,0.5267,0,0,0,0,0,0,0.0
let u heed important word champion shuttlers,7.638571428571428,11.891632857142863,7.368571428571432,54.70142857142861,77.57142857142857,14.228571428571428,49.857142857142854,11.20814326018867,9.51397142857143,38,3,4,2,1,12,7,7,0.0,0.412,0.588,0.6908,0,0,0,0,0,0,0.0
tolu ogunlesi insist mr jonathan must hold presidential medium chat address nigerian ebola,13.329999999999998,17.20235738461539,11.26461538461539,37.455384615384645,52.07692307692308,14.430769230769233,51.46153846153846,13.023866798666859,9.243215384615386,78,5,6,3,1,24,13,13,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0
housemate go walk cough since get back house mate co time every man,4.996923076923078,6.799544076923077,2.187692307692309,102.53230769230771,69.76923076923077,5.2,20.692307692307693,3.1291,-0.7221692307692305,55,1,12,0,1,14,13,13,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
thats education important,7.6525,10.611519250000008,9.57,33.57500000000002,106.5,21.6,54.0,11.20814326018867,14.318800000000001,23,2,2,2,1,8,4,4,0.0,0.526,0.474,0.2023,0,0,0,0,0,0,0.0
pledge ill strictly follow janta curfew sunday frm pm strengthen indias fight coro,10.431538461538462,13.583987538461542,4.003076923076925,89.51692307692309,58.230769230769226,8.276923076923078,28.384615384615387,8.841846274778883,2.0155230769230768,70,2,11,1,1,16,13,13,0.305,0.565,0.13,-0.4767,0,0,0,0,1,0,0.0
uh suck,-6.300000000000001,-12.954891,-3.01,120.20500000000001,209.0,0.8,2.0,3.1291,-3.8106,6,0,2,0,1,2,2,2,0.744,0.256,0.0,-0.4404,0,0,0,0,0,0,0.0
get get end day gonna let stop party spring breaker still,3.017500000000002,4.763005750000001,1.8733333333333313,103.00500000000001,74.83333333333334,4.800000000000001,20.333333333333336,3.1291,-0.7852666666666668,47,1,11,0,1,13,11,12,0.158,0.647,0.194,0.128,0,0,0,0,0,0,0.0
holy shit hate every person video,3.5500000000000007,6.707287333333337,0.5166666666666693,102.04500000000002,92.33333333333334,2.4000000000000004,6.0,3.1291,-2.5968,28,0,5,0,1,7,6,6,0.646,0.354,0.0,-0.8074,0,0,0,0,0,0,0.0
germanys economy builtin stabiliser recession come handy covid19 outbreak kurzarbiet,18.895000000000003,25.339350500000002,14.27,10.565000000000026,44.0,16.0,90.0,13.023866798666859,16.324,75,8,2,3,1,22,10,10,0.237,0.763,0.0,-0.4215,1,0,0,0,0,0,0.0
get informed doctor control room test negative alhumdulillah still con,12.301000000000002,17.107559100000003,10.73,35.94500000000002,58.0,12.0,50.0,11.20814326018867,8.22,61,4,5,2,1,19,10,10,0.291,0.709,0.0,-0.5719,0,0,0,0,0,0,0.0
close president note see cross replace chinese,8.984285714285715,13.571590285714294,3.997142857142858,78.87285714285716,74.71428571428571,8.514285714285714,49.857142857142854,8.841846274778883,6.282542857142857,40,3,5,1,1,10,7,7,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
everything guy happiness thank love support love,10.329999999999998,15.251547714285714,3.997142857142858,78.87285714285716,71.85714285714286,8.514285714285714,49.857142857142854,8.841846274778883,6.282542857142857,42,3,5,1,1,10,6,7,0.0,0.104,0.896,0.9531,0,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
personal finance lesson help u survive amp crisis1 emergency fund worth year expense,11.156153846153849,14.488579999999999,7.633846153846154,63.486153846153854,56.69230769230769,8.276923076923078,59.15384615384615,8.841846274778883,7.012446153846154,72,6,7,1,1,20,13,13,0.16,0.556,0.284,0.25,0,0,0,0,0,0,0.0
nasty flu go round december early jan tell bare ppl sick includ,4.98,7.212943666666668,2.8566666666666656,95.95500000000001,70.66666666666666,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,52,1,10,0,1,14,12,12,0.514,0.486,0.0,-0.8591,0,0,0,0,0,0,0.0
hit u first kuch mat karona,-1.1600000000000001,0.8274363333333383,0.5166666666666693,102.04500000000002,102.33333333333334,2.4000000000000004,6.0,3.1291,-2.5968,22,0,5,0,1,7,6,6,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
til nowcorona virusaustralian bushfiref16 crashedexams cancelledpsl cancelledparade cancelledworst year decade,31.141,40.626963100000005,16.630000000000006,-6.35499999999999,18.0,20.0,80.0,14.554592549557764,16.962,101,7,2,4,1,24,10,10,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
welcome fidelis chidi blog mountain fire ministry mfm sus,8.713333333333331,12.924242555555555,6.2755555555555596,66.10000000000002,67.88888888888889,8.044444444444444,53.44444444444444,8.841846274778883,6.727577777777778,49,4,5,1,1,14,9,9,0.194,0.565,0.242,0.1531,0,0,0,0,0,0,0.0
start hit bollywoodsinger test positive return uk last sunday,10.806666666666665,15.537509666666669,8.89777777777778,47.30000000000004,63.44444444444445,12.488888888888889,31.22222222222222,11.20814326018867,5.632022222222222,53,2,6,2,1,16,9,9,0.0,0.69,0.31,0.5574,0,0,0,0,0,0,0.0
week fuck global pandemic hamstring strain,10.615000000000002,15.527063833333337,6.416666666666668,59.745000000000005,77.33333333333334,9.066666666666668,39.333333333333336,8.841846274778883,6.041533333333335,37,2,3,1,1,10,6,6,0.54,0.46,0.0,-0.5719,0,0,0,0,0,0,0.0
stay away people always good idea,3.5500000000000007,6.707287333333337,0.5166666666666693,102.04500000000002,92.33333333333334,2.4000000000000004,6.0,3.1291,-2.5968,28,0,5,0,1,7,6,6,0.0,0.633,0.367,0.4404,0,0,0,0,0,0,0.0
look trillion public loan stimulus bailouts put table government across globe battle expensive long excuse fight climate change,16.35333333333333,18.487881,10.441111111111113,52.265000000000015,44.55555555555556,13.866666666666669,51.333333333333336,13.023866798666859,7.866266666666668,110,6,10,3,1,29,18,18,0.242,0.698,0.06,-0.5994,0,0,0,0,1,0,0.0
