hashtags,place,text,user_description,user_location
,,"RT @AP: President Trump's own factual misstatements about COVID-19 are well documented, but back-to-back messaging blunders by U.S. public…","Christian, #TheResistance, Descendant of Slaves, Proud Aunt to 13, Blogger-In-Chief of https://t.co/YJbRYMiDoT, Founder of Canappetit, LTN Card, Covid19 Survivor",Wakanda
,,"Failing ""Trump"" name invokes another casualty. Trump Hotel in Vancouver, Canada goes bankrupt.
https://t.co/ovZi6X913u","""Who controls the past controls the future. Who controls the present, controls the past.  - George Orwell",Specialist; vetted skepticism!
,,"RT @NathanJRobinson: If Biden doesn't win after Trump caused hundreds of thousands of people to die, can we finally agree that running unin…",Free ranging spirit.,
COVID19,,RT @Central_Railway: CR loads 20.13 million tonne freight through 3.83 lakh wagons during lockdown and unlock. #COVID19 https://t.co/8h6DBd…,"Official Twitter Handle of Aditya
Student of class 12th and a UPSC CSE aspirant","New Delhi, India"
,,"RT @atrupar: Trump describes the coronavirus as ""probably sent in by China, who the hell knows how it got here."" (Needless to say he has no…","#resist 🌊📩
#bitcoin",
,,"RT @HipHopThinker: @ItsAnnMariePepe @Phil_Lewis_ So Covid is a wrap,
Good to know.",Orig BREXIT 2 SoCA~Don’t let them steal the vote Audit the vote and #HoldTheLinePatriots💪🏻🇺🇸TRUMP-Pence 2020 I BACK THE BLUE 💙,Twitter Hell
,,"@diaphaneite @Anna_Soubry Though I would say both my DiL's work from home and love it, one of them did it with a 4 year old.","Passionate Remainer but I don't think Brexiters are stupid or racist neither do I think the EU is a dictatorship, love F1 and Spurs and Cheltenham Town.",
,,RT @Hector_Crooks: Stiiizy for the people,m ❤,
,,RT @BuzzPatterson: It's time to practice social distancing from socialism.,100% TRUMP! ✌🇺🇸🇮🇹,Minnesota
,,"RT @LicypriyaK: Now we received the support of the real global academicians &amp; scientists.

Thank you @MarchForScience for standing with the…",,"Kerala, India"
,,"RT @11Petitioners: Clat postponed from 7 sept to 28 sept
Why : Due to lockdown in WB and Bihar till 6 sept

JEE is schedule on 1-6 sept but…",,
,,"RT @ASPvoice: Please contribute to our Emergency COVID Conservation Fund, which will be distributed to field sites and habitat-country rese…","Primatologist; Lecturer, Wildlife Conservation; Dir, Kasokwa-Kityedo Forest Project; Brd, SCB Africa Section; Editor, African Primates; Former VP Cons, IPS.","Norman, OK, but often abroad"
EmancipateAmerica,,RT @LemStraw: @CAPAction @TheDemCoalition On November 3rd We the People will vote to #EmancipateAmerica from Putin's puppets GOP and Trump…,"Nurse and teacher, Mother and wife.","Pembroke, Ontario, Canada"
COVID19,,"RT @j_mcelroy: A record high 124 cases of #COVID19 announced in B.C. today.

Active cases also at a record high 974. 

No deaths, hospitali…",BCIT Journalism student and NBA junkie. Political nerd. Have a story you want to be told? My DM's are open. Retweets do not=endorsements.,"Vancouver, British Columbia"
PayrollSupportProgram pilots frontline,,"RT @Wunsa7: .@RepMattGaetz, please pass an extension to the #PayrollSupportProgram through March 31 to ensure #pilots and #frontline worker…","Pilot at a major airline, retired from the Air Force.",Florida
SpeakUpForStudentSafety,,"RT @ghulamnazad: #SpeakUpForStudentSafety 
Aspirants are worried with decision to hold NEET-JEE exams because of:
- Fear of COVID with rise…",,"Patna, India"
POSTPONEJEE_NEET StudentsInSCForJustice StudentsLivesMatter,,"RT @rakshita_singh7: Fingers crossed 🤞

#POSTPONEJEE_NEET 
#StudentsInSCForJustice 
#StudentsLivesMatter",Be a nice person for no reason😊,Gorakhpur
,,"RT @jsolomonReports: GOP Rep. Massie: If Sharpton ‘can march in person, then we can vote in person’ in November | Just The News https://t.c…",,
,,"RT @IYCWestBengal: Malda District Youth Congress jointly protested with West Bengal Chhatra Parishad against Exam in COVID-19. 

#SpeakUpFo…",,
,,Check out my latest article: Accelerating Life at the Speed of Covid-19 https://t.co/JE1A06mUgp via @LinkedIn,,Chicago
,,"RT @JoeBiden: Donald Trump and Republicans must have forgotten about the 180,000 American lives lost due to COVID-19.

I promise you that,…","African born. US citizen. Registered Nurse. Single. #StillWithHer, #KHive forever, #BidenHarris2020",Texas
,,"RT @TheDailyShow: Sure, 180,000 Americans have died from coronavirus on Trump’s watch, but six years ago today, President Obama wore a tan…",I’m voting mad and ready to go.,austin tx
,,"RT @xiyebastida: It is not acceptable that in the midst of Covid-19 and recent flooding, the government is asking more than 3 m Indian yout…",all life is an experiment,
WearAMask mask,,"RT @CDCgov: #WearAMask to help slow the spread of COVID-19. When selecting a #mask, you have many choices. Avoid masks made of materials th…","Since Kuldesak ('98), Jailangkung ('01), Ruang ('06), 3 Srikandi ('16), Gentayangan,('18)  Geez & Ann (coming soon) 

Mail :  adinugrohojakarta(at)gmail(dot)com",Indonesia
,,RT @_aaronhilll: They would’ve been taken care of COVID https://t.co/Aw8ofzA49v,Positions out now! STREAM ❤ yuh | BE is coming,Wakanda
,,"RT @LicypriyaK: Did @myogiadityanath ji lie to the nation? He said nothing wrong was happen in the UP BEd Exam. Then what is this?

#Postpo…",Pahadi Gentalman .. photographer .. blogger ... codder...., Uttarakhand India 
polio,,"RT @WHOMalaysia: In Malaysia 🇲🇾, #polio vaccination campaigns have resumed in Sabah State and the Federal Territory of Labuan since June 20…","The WHO Western Pacific Region works w/ gov'ts & partners in Asia and the Pacific to improve the health & well-being of nearly 1.9 billion men, women & children","Manila, Philippines"
,,"RT @ShatruganSinha: Sir, students are pleading for postponement of exams, due to the apprehensions that they rightly have in the present pa…",,
,,cool https://t.co/KYVhwapAhX,black lives matter // she/her/hers,
,,"@BrookerHG @cymrurouge Far from impossible though - and there are advantages to not having a boss staring over your shoulder when organising.

At the @IWGBcharity we’ve started a new branch in Jan which has grown from 40 to over 200. We’ve been active throughout the pandemic.",Researcher @NEF | Member of @4Day_Week Campaign & of Unite the Union branch: @UniteLE524 | Chair of @IWGBcharity Charity Workers Branch.,
,,"RT @VishalDadlani: Only for idiots being led by idiots and wilfully distracted by more idiots, is one (albeit tragic) death somehow more no…",Peace be with u all Trying to be a good human being My tweet are my personal view,
,,BTS LOCKDOWN LEZGERIT!! https://t.co/6y1YSdVf6a,#방탄: team work makes the dream work | I stan (B)illboard (T)op.1 (S)ingers,Republic of the Philippines
CoronaVirus,,"RT @ashoswai: Why was Rath Yatra allowed in Odisha and Gujarat, and Ganesh Festival in Maharashtra? Does #CoronaVirus stay away from Hindus…",,
,,"RT @9NEWSNANCY: @FoxNewsSunday’Chris Wallace  could NOT help himself.

I lost it when he said that the 2000 people at President’s weren’t s…","Trump2020 MAGA CUE Husband.Father.Grandpa America loving pro life, conservative evangelical Christian. Phd Limbaugh Institute ACS Christ died for my sins", Bunker in Bandera Texas
covid19,,"@Morning_Joe @peterbakernyt @realDonaldTrump treated like a woman bent ut over an raped them cause he could 
He writing a reality show an wants #covid19 seem great when it's a lie https://t.co/IJ086FGj7J",I am the REAL KEVIN MICHAEL BENNETT FROM ORLANDO AND MY STAGE NAME IS KJ LOVE ME HATE ME I DONT CARE,
,,RT @_redhottt: “In a pandemic?”,"I'm with whatever, I'm with everything, I'm with it all",
,,RT @ManyaAngley: Read about the amazing  Kay Morey in ‘Diary of a Victorian accredited pharmacist in lockdown’  https://t.co/E3R5HFIBt6,Advanced Practice Pharmacist▪️HMR champion▪️advocate for GP-pharmacist collaborative patient-centred care▪️quality use of respiratory medicine▪️deprescribing,
StudentsLivesMatter,,"RT @Nirru10: Plzz save million lives🙏
@vanessa_vash
@UN
@antonioguterres
#StudentsLivesMatter in India. Millions of students are forcibly b…","proud to be INDIAN(PAST😒)
HATE TO BE INDIAN(PRESENTLY bcoz all here matter is 💰 money)",India🤦‍♀
,,"Of course middle-class liberals want to ""work"" from home while the despised lumpen masses clock on, do a real day's work, and pay the taxes that are ultimately putting panini on MCL tables - delivered to their doors by the oiks, too.

What better way to demonstrate who's boss?","British Indian, with emphasis on ""British"". Independent, not religious. Brexiteer. Political but not Left or Right, I pick and choose and speak for myself.",Warwickshire
,,"RT @nidhiindiatv: The review petitioner complains that even after the Supreme Court acknowledged the pandemic situation, it did not lay dow…",POSTPONE NEET AND JEE,India
,,"RT @OdunEweniyi: If you’re an experienced Nigerian, the flight you booked was for mid-October.

If you’re an expert Nigerian, you won’t boo…","ICT #MEMCM #Intune, blogger, traveller, observer, gay & EN/NG. ReTweets are my prerogative. I do NOT suffer fools gladly, no not once. Beau: @brian07j #EU","Mancunium, Perfidious Albion"
,,"RT @dockaurG: “In an abrupt about-face, the Ohio Board of Pharmacy and Governor of Minnesota have recently retracted their decisions to ban…",Climate Realist. BSc. Biology / Earth and Environmental Science.,scotland
,,I only hope people take a long hard look at what they will get with a democratic victory. What has happened to our elderly in democratic run states as it relates to the mishandling of covid patients into nursing homes is the equivalent of Adolf Hitler towards the Jews.,Ditched cable for social media entertainment.,
food lockdown fridaymorning Sandwich FoodFriday foodie FoodieFriday Recipe recipes RecipeOfTheDay mealsmademeasy yummy tummy lockdown2020 snacks,,"5 minutes easy Recipe
Click the link to watch orginal video
https://t.co/aFyn9FmXm1

Do share some love and support 🖤
#food #lockdown #fridaymorning #Sandwich #FoodFriday #foodie #FoodieFriday #Recipe #recipes #RecipeOfTheDay #mealsmademeasy #yummy #tummy #lockdown2020 #snacks https://t.co/ESYmCoVk6t","https://t.co/Qe7ZEid4Dw

Love to Cook and like to share..!!!
Support my Channel by subscribing the link above🖤",
,,"RT @jbarro: I think this is useful for scale: At the peak of the spring COVID wave in NYC, the death rate was 7.7x normal. At the peak in A…",,
,,"RT @HeavenSentMel: Due to Covid-19 I will not shake hands or hug anymore, You may either Kneel or Bow to me",,United Kingdom
,,"RT @madrid_mike: 180,000 Americans have died from the mismanagement of the Covid pandemic.",,"New Jersey, USA"
,,RT @brookwell_don: @albertateachers  I just received my government issued leopard print mask and flimsy plastic face shield!! Is this how w…,"Jillofalltrades, Grey Cup Champion Blue Bombers & CFL faithful fan forever. Manitoban at 💙. Unabashed gluten lover. I swear now more than ever",Somewhere probably swearing
,,"RT @B52Malmet: The fail is happening in real time. Sadly we are paying for his epic f*ck ups with our lives, our jobs, how life used to be…",Will spend my time weeding my Victory Garden until this nonsense is over.,
,,"RT @edgarrmcgregor: Please support our fellow youth in India.

They are being forced to take critical exams IN PERSON during a raging pande…",,
,,"RT @nooouch: 46% of the population think the Tories have handled Coronavirus well. 
Don't they have grandparents?",,Everywhere and nowhere baby!
,,RT @felicitycallard: Dr Nisreen Alwan @Dr2NisreenAlwan makes the crucial point that we still don't have a proper case definition for *recov…,Associate Professor @unisouthampton Consultant in Public Health. Epidemiologist. FFPH MRCP MPH MSc PhD. She/Her. Personal tweets. RT≠endorse. #CountLongCovid,"Hamphire, UK"
,,"RT @srivatsayb: Modi doesn't speak on Students

Modi doesn't speak on GST

Modi doesn't speak on China

Modi doesn't speak on Corona

Modi…",,
,,"RT @RCarrollTV: “It was harsh, what was done to Kildare”

In Naas today speaking to the owners of @KavanaghsNaas &amp; @bouchonnaas about the i…","Failte isteach.😍🌈😍 Irish interface for Irish people or intending​ visitors to Ireland .🌎☘️ Check my Followings for info.
Interface ( IRELAND) 🇨🇮☘️",Ireland
,,@CouRageJD @DrLupo @brookeab @jordanfisher @hitchariide @Valkyrae @JorgeSummertime @blakecissel @Ninja @BasicallyIDoWrk THANK GOD I JUST MADE IT HOME FROM WORK,just a guy trying to make it in the world || Girth Gang || DISCIPLE || TOKI-CREW || someone take me to a rave or festival I’ve never gone,Somewhere in time and space
BiggBoss13,,RT @PuneTimesOnline: #BiggBoss13 winner @sidharth_shukla has come out in support of an acid attack survivor amidst the ongoing lockdown. Th…,Priya tripathi ❤,"Lucknow, India"
,,RT @DiamondandSilk: This civil unrest and the lies surrounding this Pandemic are organized and manufactured by the left to hurt President T…,#MAGA #DJHenryFund #TermLimits #DefundUN,"Myrtle Beach, SC"
,,RT @CNNnews18: China began moving into its final weekend before a full reopening of schools amid continuing measures to prevent any further…,,
,,"RT @DrEliDavid: Today Peru 🇵🇪 overtook Belgium to become the country with the highest mortality in the world.

Peru has one of the earliest…",Pioneering Gold Mining in Kenya,Jhb
,,RT @Public_Citizen: How can you watch Jeff Bezos increase his already obscene wealth by *more than 80 percent* during a pandemic driven-rec…,"MA II state NV.
I started my adult life in the Marine Corps at 17.
I have B.S. & M.B.A. from UNR, Reno Nevada","Reno, NV"
,,RT @actionheroteach: @blackteachersco There won’t be a normal routine until there’s a cure... I think we will be back in lockdown by Novemb…,Creating a community for black teachers and those in education 📚| Connecting personally and professionally✨ blackteachersconnect@gmail.com 📧 #blackedutwitter,United Kingdom
,,@FlairPiaz @AllRajasthanPr1 @ashokgehlot51 @GovindDotasra @HRDministry @narendramodi @lalitverma510 @jethanandani14 @BaljeetBehror @aajtak I hope you also agree with the fact that not all in the groups are unable to pay the fees those who are able to can atleast pay their child’s fees so that our teachers can also get their fare share of the work that they are doing in this lockdown period !!!,,"Jaipur, India"
,,RT @prayingmedic: The immediate concern for Americans: Be careful who you elect locally.,,
,,"RT @mmpadellan: To every last trump supporter who has watched him trample the laws, spread hatred, ignore COVID-19 until it was too late, d…",,Pacific NW
,,brain damage giatay miss rona do your thing pls https://t.co/4tCFOHXila,i sometimes use my boobs as stress balls,w. | akl ! she/they
Iran Covid19 civilactivists,,"RT @womenncri: #Iran: #Covid19 pandemic has not cut down the number of summons issued for #civilactivists.

Civil activist Mehraban Keshava…",FormerPolitical prisoner of Iran(1981-1991).Pro of Mojahedin Khalgh( POMI) . I am struggling 4 Regime Change in IRAN and hopefully establishment of Democracy.,United Kingdom
,,RT @___idi: Idec anymore.,22|| IV.V.XVI ❤️Blessed,
,,How does he not get sick? https://t.co/g6lofDCGFb,"Literacy advocate, Mom and Grandma, lover of life. Tweets my own opinions.
Kansas City Chiefs fan!","Midwest, USA"
,,"RT @ndtv: Watch | ""Putting students under risk is not fair. Exams should be postponed for 2-3 months"": Chhattisgarh CM Bhupesh Baghel on #N…",,
covid19,,"RT @KaoHua3: They only want HUMANITY. 
They are not afraid of exam but #covid19 @DrTedros","Neeche _say_topper
--------------Life full of REGRETS 
🤴🤴🤴🤴", Jammu And Kashmir
,,"RT @EscapeHouston: Cheap Flights: Houston to Tokyo $323-$399 r/t [October-February.2021] - United / Air Canada
-
This may be worthwhile for…",IG: art_imitates_life_,"Houston, TX"
,,"RT @BTOBSupports: Melody if you’re in korea
Please do refrain youself to wait for BTOB before and after schedule~
Since current condition i…",BTOB チャンソプ寄りのAllペンです。비투비 lee changsub もっともっと好きになってます❣️ @LeeCS_BTOB メインはinstaです😃 https://t.co/GL1n4oGvRH https://t.co/nrcBctTHfH,日本 
,,"RT @JTHVerhovek: NEW: Biden digital ad targets sports fans, showing footage of empty stadiums due to the COVID-19 pandemic

The campaign ha…",,"Myrtle Beach, SC"
,,"My favourite part about this tweet is that we had politicians back in May betting so strongly on the immune system they were three days away calling for herd immunity and planned infections. And all these months later, we're here and they're not. https://t.co/kOrvjvMzJC",The views expressed on this website/blog/profile are mine alone and do not necessarily reflect the views of my employer,"Johannesburg, South Africa"
,,RT @_aaronhilll: They would’ve been taken care of COVID https://t.co/Aw8ofzA49v,Mind the words #YNWA,Malaysia
,,RT @VAROOS3N: And Corona was the traffic officer 🤣,"You look lost, follow me.","Cape Town, South Africa"
,,"RT @JoeBiden: - 180,000 lives lost
- Nearly 6 million confirmed cases of COVID-19
- Over 25 million Americans out of work
- Countless small…",,
,,"RT @LicypriyaK: Dear @narendramodi ji,

ADMIT CARD given by @DrRPNishank ji is not for EXAMS, it’s for admission to COVID Hospitals 🦠🏥 for…",,
Trump2020Landslide FridayMotivation COVID19 JISOO BLACKPINK IceCream,,"@CKirubi #Trump2020Landslide 
Trump
#FridayMotivation 
#COVID19 
#JISOO 
#BLACKPINK 
#IceCream 
White House

https://t.co/RtdRuQtTif",Super sophisticated🏇,
,,"RT @DeepakC59104545: States have to power to take the final decision over the conduction of exams in their state

Raj CM cancels all meetin…",DIGITAL MARKETER,
,,"RT @Malfunctionin14: So, our taxes have been used to fund research &amp; development of a vaccine most of us dont want, of which we (via gov) h…","Ex Labour, politically homeless now. Lockdown skeptic, anti authoritarian. Question everything as they're lying through their teeth.",UK
StudentsLives,,"RT @JeromeFosterII: Dear @UN, We need you to Speak Out for #StudentsLives across India 🇮🇳! Millions of students are forcibly being asking t…",student,
,,@LoliSpecialist wear a mask,"Minecraft=lif

straight trap
pronouns:whatever idc
pfp:me
i play piano
I am MIlk
PC 4 UTUBE SOON
#NOZoom",Minecraft
mask Covid,,RT @AliBeckZeck: Wearing a #mask is a gateway drug to taking a #Covid vaccine. You’re being conditioned this way  b/c the virus is not a me…,"Country Bumpkin,Fuse Loighter extraordinaire. Liberty,pursuit of happiness✝️",The Village.
,,@tify330 My Godmother died a few months ago from pancreatic cancer. She was a second mother to me. We still haven’t had a funeral because of COVID. I hate cancer.,I like a lot of stuff and love a lot of people. Oregon Trail Generation. Kamala Harris is my Senator and my VP. Seeking asylum is legal 🌈,California 
Act4Palestine,,"For over the past five years, Palestinian woman Bayan Faroun, 26, is hoping against the hope that one day her fiance Ahmed will emerge from the locked gates of Israeli prison to tie the nuptial knot.

#Act4Palestine 

https://t.co/69Vv15rjRB",‏‏أسماء!🌟,
,,RT @amandacarpenter: Gonna call it: The visuals of this event are going to be the only thing that sticks. Supporters will say it looked gor…,"Husband, dad, coach, consultant. BC, Red Sox, B's, C's, G-men.  No one is equal until everyone is equal. Opinions are my own.","Boston, MA"
CoronaBackyardBeach,,Corona’s Backyard Beach w/ Jason Aldean &amp; Friends #CoronaBackyardBeach https://t.co/Ct5ZWDAkxU,"My passions @PiBakeShop @KeatonSimons @janbaronhunt
http://t.co/pIJJHT8vE5","Los Angeles, CA"
,,"@E20East @cricketwyvern Hope this helps.
https://t.co/HIjsMievaG","Beautiful wife and wonderful kids.
Like football and golf.
Miss living in Edinburgh.",
,,"RT @Neerajkundan: 77,266 new covid cases were reported in India in last 24 hours. 
We are almost on peak of covid 19 
Still govt. wants to…",,
,,"RT @ThatCorbynista: Hands up if you think that Boris Johnson and Matt Hancock should be arrested over genocide, after the 40,000 dead from…","Before Covid 19, Brexit was ruining UK industry & commerce, & will probably break up the U.K. It was not the will of the majority. Putin must be laughing","Languedoc, France"
,,@clairecmc Ya cause Democrats burning down our cities never spread Covid19.  Claire you’re such a fake!,"God Fearing, Gun Owning, Heterosexual, Pro-Life, Conservative...","Missouri, USA"
,,"RT @mygtrivias: YES ARMYS KEEP GOOOINGGGGG, 2% MOREEEEEEEE LET'S GGGGOOOOOOOOO  @BTS_twt

🔗 https://t.co/4XdaCCuaNe https://t.co/9NHM8r97JS","ଘ 𝐈𝐋𝐘𝐒𝐌 방탄소년단 ✦ 𝗲.𝘁𝗵𝗲.𝗿.𝗻𝗮.𝗹 𝗯𝗼𝘆! ‹3 

⠀ ⠀
⠀ #𝐁𝐓𝐒 teamwork makes the dream work",ARMY
,,"RT @Redistrict: Of all the RNC's many impressive production qualities, the most impressive might be that they appear to be broadcasting fro…",Lifelong fan of the 2 time Stanley Cup Champions @LAKings & member of the #resistance 2 #resist Tyrant Trump. Warning-I'm a RTer & RTs are not endorsements.,Private
mentalhealth covid_19,,"From our partners at Families in Action:

What do you do when the demands of life get to be a little too much? This week we want to share a quick strategy you can use to relax in the midst of the chaos.

#mentalhealth #covid_19 @DemocracyIntl @usaidescarib @USinTT @DMAD_ https://t.co/X45UZX3m8c",The Community Resilience Initiative (CRI) strengthens the capacity of the Trinidad and Tobago communities to adapt to the recent migration of Venezuelans.,Trinidad and Tobago
SpeakUpForStudentSafety,,"#SpeakUpForStudentSafety
See this W.H.O also saying that covid is more In youth only so that the virus can infect to their parents then how can you keep exams in this pandemic situation?
@Swamy39 @AmitShah @DrRPNishank @PMOIndia @narendramodi https://t.co/qhRHoxcLDY",,"Vijayawada, India"
China CCPVirus MakeChinaPay DecoupleFromChina BoycottChineseProducts BoycottMadeInChina,,"@CNN @jgriffiths #China is the only country to blame for this pandemic. Any media outlet that claims otherwise, or shills for China, can no longer be trusted.

#CCPVirus 
#MakeChinaPay
#DecoupleFromChina 
#BoycottChineseProducts 
#BoycottMadeInChina https://t.co/jCO3fEDNz2",,
climate,,"RT @ASteiner: ""We have procrastinated for too long in the face of the #climate crisis."" Can the Pandemic Revolutionize Climate Policy? @Pro…","Environment, Climate Change and Sustainable Development Manager UNDP Panama ONUDesarrollo PNUD (my opinions. RT no endorsement).",Panama
,,"RT @KreatelyMedia: AIMIM wants NEET/JEE postponed because of COVID, but threatens to offer Namaz on roads if mosques are not opened  https:…",Satyam Shivam Sundaram 🙏🕉️,Hindustan
,,"RT @SeibtNaomi: THE PROTESTS IN BERLIN WILL BE A HISTORICAL SENSATION! 
No authority will strip us of the freedom to STAND UP FOR OUR LIBER…",#BMW #ILoveBMW #AFD #ILoveAFD #FCKGRN #TRUMP2020,"Sachsen, Deutschland"
CitizensHospital,,RT @AISA_tweets: An HCU student was denied immediate medical attention because #CitizensHospital Hyd did a COVID test on him which returned…,,
,,RT @forthpeople: Look at this @DrRPNishank @DG_NTA 6 Feet many not be Enough to protect against CORONA VIRUS. Please don't risk the lives o…,A Medical Aspirant 🙂,
SpeakUpForStudentSafety CancelExamsInCovid,,"RT @ranvijay_cpiml: Cancel all Exams amidst pandemic.

#SpeakUpForStudentSafety
#CancelExamsInCovid https://t.co/B9SiXijZ41",student,"बेतूल, भारत"
NEET JEE Covid19,,"RT @htTweets: #NEET, #JEE 2020 | Rajasthan Congress to protest for postponing exams amid #Covid19

https://t.co/D3BgIvQMft https://t.co/sZ7…",I'm an NEET UG Aspirant,
,,RT @CBSNews: 12 million have lost employer-sponsored health insurance during pandemic https://t.co/CvEgrHv5sl,"She/Her. Lover of democracy, more progressive than I ever thought I’d be. I love Jesus but I cuss a lot.","Pennsylvania, USA"
,,RT @lanifeli_: I can’t stand parents that don’t have an ounce of patience for their kids,wealth is of the ❤️ and 🧠,Dagobah System 
,,RT @barandbench: [BREAKING] Review plea by 6 opposition ruled states filed in Supreme Court challenging the August 17 order dismissing peti…,,
,,"RT @LicypriyaK: Now @Swamy39 ji &amp; me have exactly same voice. All States CM should announce that “WE CAN’T HOLD EXAMS IN COVID”.

Tell your…",,
,,Hard pass for the white washing and failure to get the creator's name right https://t.co/N1ZPnRxOcI,"momma of 2 dragons, Voter, Marvel loving Distance running member of Dub Nation. InstantPot enthusiast. Opinions are my own. Blockity BLOCKS at will #excelsior","Berkeley, CA"
PostponeJEEandNEET,,"RT @STUDENTSOFINDI4: ● Indians are protesting in front of UN to #PostponeJEEandNEET.

● Our Govt is misleading students by imposing exams w…",Optimist,
NoDealBrexit,,"RT @Femi_Sorry: REMEMBER:
Boris Johnson called #NoDealBrexit a ""failure of statecraft"" which ""business, farmers and millions of ordinary pe…",Fervent remainer. 🇧🇪🇪🇺🇫🇷🇪🇺🇬🇧,
,,"RT @DrAmarMOH: On behalf of all those who have been 
a. fined severely
b. jailed
c. arrested on the spot
d. handcuffed
for RMCO or quaranti…",a great future doesn’t require a great past☀️,
,,"RT @ndtv: With Over 77,000 Covid Cases In A Day, India Sees New Global Record

Read more here : https://t.co/nkioCZyPYQ https://t.co/KgWgFB…","🇻🇳 Fan of Huong Giang, a Vietnamese Singer and more. 🇮🇳 Opposed to the creation of Gilead.
 https://t.co/wkK34uZANP…","London, U K, European Union"
,,"@BrynGrayskull @joeygllghr I'm in the last 3 weeks of my BA. Online classes. I'm in the same boat you are. As soon as I graduate, though, my student loan payments kick in... in the middle of a pandemic with work a scarcity. I went for my degree later in life. I'll spend the rest of my life paying it off.",,
,,"RT @TS_SinghDeo: Students are our future, &amp; by pressurising them to appear for NEET/JEE exams, GOI is jeopardising their health esp since #…",Seductive___🍑🍷,
,,"RT @iamsharmanikhil: Respected President of India Sh. Ramnath  Kovind ji @rashtrapatibhvn.
In this pandemic  how can we give exams of JEE a…",,
,,"RT @lloydois: 'by the time Trump’s speech was over &amp; the red, white, &amp; blue fireworks spelling out “2020” had been set off over the Nationa…","65yr old bag, likes Cher, Adele, retired because I'm sick. Was p/t public servant (literary). Not my puppy just love dashounds. My roses though.","Narangba, Brisbane"
,,"Safety is likely top of mind while social distancing on the lake. But, would you know what to do if someone fell overboard? https://t.co/ZcexfrA0vh","Taking care of your insurance needs, one quote at a time. With Allstate Insurance #YoureInGoodHands","Atlanta, GA"
StudentsLivesMatter,,"RT @WakioDorcas: Dear @UN HE Secretary General Mr @antonioguterres, 
Plz SPEAK OUT for #StudentsLivesMatter in India 🇮🇳. Millions of studen…",,
covid19,,RT @BusyDrT: Asymptomatic transmission of #covid19 is a non issue.  The story was made up so pharma could save the day with another vaccine…,"Texas born
Arizona resident
Mother and grandmother
Love this great country",
,,"RT @maddow: ""In the past two months, dozens of Secret Service agents who worked to protect the president at public events have been sickene…",Mom. Married; 4 kids. Black Lives Matter.,
,,"RT @BhavikaKapoor5: Just for the record, 94-95% proposed centers of JEE, NEET exams are falling under corona hotspots. 🙄

What does this go…",,"Ghaziabad, India"
,,RT @lanifeli_: I can’t stand parents that don’t have an ounce of patience for their kids,•XO• 𝐿𝑜𝓋𝑒 𝓎𝑜𝓊𝓇𝓈𝑒𝓁𝒻 𝒻𝒾𝓇𝓈𝓉 🌹 • IG: lalacatherine ✨ | Marvin 💛,D[M]V
,,"RT @marklevinshow: CNN deceives and lies, again
https://t.co/Jfn5yutE0a","Trump-Army grows strong! #MAGA Unite with Keyboard Warriors who  fight for America. Follow them, support them & RT their winning message Pray For DJT #WWG1WGA",Dallas Texas
,,"@Hardogsnight I’m so sorry, I would get her tested right away to be on the safe side. Also check her temperature regular. I had two family members who have died from covid this year so far.",cake decorating is a passion of mine. i also have a YouTube channel “A Temperamental Baker.” where I bake and rant!💜😊,"California, USA"
,,"RT @amitsurg: Now that the ordeal is temporarily halted, I’m going to share what we have been through over the past two months at the hands…",,"Gurgaon, India"
,,"RT @LiveLawIndia: Prof. Mustafa says that “Health” includes complete social, mental &amp; physical well-being. “With lakhs of COVID positive ca…",,Mother Earth
NEET JEE,,RT @nsui: NSUI Puducherry President Kalayanasundaram along with other members started hunger strike to postpone #NEET &amp; #JEE exams during t…,,
,"Baker City, OR","This IS the problem with corona!  Zero risk is now accepted in society because all organizations are scared of being sued.  In the past we agreed the ""negligence test"" applied all of society.  It is now broken.  I would reasonably send my children to school in person all day long https://t.co/N0e7n4hMfa",Go Beavs!,"Baker City, Oregon"
SouthAfrica VoetsekANC,,"Estimated 3 million job losses in #SouthAfrica due to lockdown according to @FinancialMail.  

#VoetsekANC is consequently trending on social media platforms across South Africa as a result of frustration at the economic crisis unfolding in the country. 

https://t.co/NIiPopb3RX","The Trusted Business & Stock Market News Source for African Investors & Leaders

#InvestinAfrica",Nairobi
,,"Wasn’t there supposed to be a bigly announcement that our generous benefactor was buying 1.5 million COVID-19 tests for 750 million $?

Gee, what happened to that? He wasn’t lying was he?

@allinwithchris @MaddowBlog @Lawrence @mmpadellan @ProjectLincoln @donwinslow https://t.co/coj4SQbpjd",,
,,"RT @capt_amarinder: Sharing my Interview with @NDTVIndia on why the NEET, JEE &amp; CLAT exams should not be held in September and be postponed…",,"Datia, India"
,,"RT @Ramesh_hjs: Islamic Hand Sanitizer !
@GSVKapoor @wt_phuk https://t.co/t3z03PfI8x",,
,,RT @zafarabbaszaidi: Coronavirus sleeps in Bhumipujan and wakes up in Muharram !,,"Bengaluru, India"
,,RT @shanlonwu: The results do speak for themselves. America is #1 in the world for Covid-19 cases &amp; deaths. Worst unemployment since the Gr…,"Only when we achieve economic fairness, equal educational opportunity, and publicly, financed elections will we begin to fulfill the promise of our democracy.",
