hashtags,place,text,user_description,user_location
ShameOnDream11,,"114 health workers of Sir Gangaram Hospital in Delhi have been quarantined.  Two of them have been found to be corona positive, although both are yet to show any symptoms of the disease and their condition is normal, but they have been admitted to the hospital.
#ShameOnDream11","Law Student । Long Live Democracy । Political । Poetry । जिस ओर जवानी चलती है, उस ओर जमाना चलता है!  ।",In India : 
,,"we need MBP the sunday this whole corona p is over, we can’t wait till end of the month plix🥺👉🏿👈🏿 😈 @MNLNDBlockParty",Publicist & Event Planner. Top Militérian,wonderland
,,"RT @abhisar_sharma: As we fight Corona , time to cheer our CMs who are making an impact in the effort to contain this disease. Watch Bol :…",🇮🇳I Love my India  🇮🇳                                                 social service,"Nashik, India"
NewToronto3,,"RT @ComplexMusic: ""B*tch, I'm openin' the fire, catchin' bodies like corona in the virus""

@torylanez bro 😭😭 #NewToronto3 https://t.co/aSyZ…",,"Plymouth, MA "
,,"Instead of introspection, feeling sorry, listening to sane voices, making course correction, appealing to those hiding n those giving shelter, appealing to cooperate for early recovery they r now fighting with even secular leaders trying to drive sense.
Secular Hindu leaders r https://t.co/2i5LhX58od","Prachin Bharat ke swarnim ithiyas ki punarsthapana me apna yogdhan dena chahta hu. Sadhna, Siddhi, Desi Cows our strengths.",bharatvarsh
,,RT @Arnoldisbuoyant: Ebola seeing Corona achieving things it couldn't.,people suck,
CoronaVirusSA,,"RT @robertmarawa: So here's the Mzwakhe Mbuli #CoronaVirusSA track.👌🏾

Stream / Download link: https://t.co/qx9n8FIVc5",What you see is what you get| Highway radio broadcaster|fresh talent\Icon in the making®🇿🇦🇿🇦,Durban 
,,"RT @KarnatakaPMC: 𝐌𝐀𝐇𝐈𝐋𝐀 𝐂𝐎𝐍𝐆𝐑𝐄𝐒𝐒 𝐂𝐎𝐕𝐈𝐃-𝟏𝟗 𝐑𝐄𝐋𝐈𝐄𝐅 𝐃𝐎𝐂𝐓𝐎𝐑 𝐇𝐄𝐋𝐏𝐋𝐈𝐍𝐄 

@KarnatakaPMC has collaborated with doctors to provide Corona Relief…","KVITEE, Ex-National Hockey Player..  Pahari-Himachali, Army & Army Brat, Joint Secretary KSHA, Hockey Promoter,Working in MNC. Views Personal & Own.","Hamirpur-Him & Bengaluru, Ind"
,,"RT @muttonshunter: The spread of Corona virus is based on two factors.

1. How dense the population is.

2. How dense the population is.","Estate Surveyor 🏘🏡
Manchester United ⚽
Better Nigeria 🇳🇬 must start with me....",Jangbaro
,,Dang a week from now me and boo thang would’ve been in Cali 😒 I’m soooo mad about this corona shit  😭😭,live. laugh. love ❤️,
,,RT @AjiHaaan: Is it normal that so many Malaysian Tabligi Corona spreaders are found in distant villages of India. Or it has something to d…,"यदि बुरे और बहुत बुरे मे से आपको चुनना पड़े तो मैं बुरे को चुनूँगा , likes and retweetes are not endorsement","Vadodara, Gujarat "
,,Wait... Did you hear that? The tune has changed. https://t.co/vfBgz0yQjp,"Cultural criminologist @BCUCriminology. Graphic Justice Researcher. Black Metal Theorist. Views my own.  #FromVillainToHero #Educomix #BBQ
#NextGenDeviance #KEF","Birmingham, England"
,,"China Is Kicking Black People Out Because OF Corona Virus! https://t.co/v7sXAPP6U1 via @YouTube where is CNN, BBC, SKYnews, FRACE24, MSNBC,NYT,WSJ,FOXnews; the list goes on...",,
,,Catch me respecting police officers for the first time in my life cuz of corona,stay at home astronaut,"NB, Cañada"
,,Another cold cuddleless morning in a Corona crippled country 😭 https://t.co/JrmCeoXlaN,account under curatorship,
,,"RT @jaespixie: Wow, no new corona virus cases in Daegu after 52 days🙌🏼🙌🏼","#GDRAGON : Peace minus one, everyone, middle fingers up","anime, she/her ☾ ᗧ • "
,,RT @theRealKiyosaki: BREAKING NEWS. Corona VACCINE the new GOLD. BIll Gates announce his vaccine begins human testing today. SURPRISED? I’m…,"‏مدربة معتمدة ومتخصصة في الترانسيرفينغ🏄‍♀️(إدارة الواقع)🏄‍♀️
مذيعة في smartswayfm",
Boldies ohbrookeohtaylorohbrooke,,"RT @KelliG111: Nice to see my #Boldies again, after DLS, now different working requirements for Corona Crap 😢. #ohbrookeohtaylorohbrooke",Catwoman meets Mary Magdalene swathed in Chanel. Ardent Geelong Cats supporter!,"Uralla, New South Wales"
,,my mom said the corona virus sticks to ur shoes so i’m exclusively wearing fuzzy socks now,ᴮᴸᴹ ᴮᴸᴹ ᴮᴸᴹ ᴮᴸᴹ ᴮᴸᴹ,bri | 22
,,This corona virus got me thinking about buying a $7000 home gym.,"Step out of your comfort zone, you’ll be amazed at the suprises that await you.","Stockton, CA"
Letsdonate,,"RT @IYCPunjab: #Letsdonate
Indian Youth Congress has launched a campaign to raise CORONA RELIEF FUND with an underline objective to help pe…","🇮🇳Teacher , Congress Ideologue , Believer in Constitution , With Rahul Gandhi ji , Retweets not endorsement , Tweets personal views🇮🇳",Indore (M.P.) India
,,"A very important update, lots of diagnostic substitutions going on! A REASON TO BE HOPEFUL! (Corona Virus / COVID-19 Update) | Dr. Paul https://t.co/G0vVs87Y4b via @YouTube","Former dem, Woke years ago, heard Truth/red-pilled! We worked 2 try 2 stop Common Core (Goals 2000/Agenda 21), PNW, Believer We The People! MAGA KAG Trump 2020!",The Great Northwest
,,RT @IsabelOakeshott: I now think it is inevitable the Brexit transition period will be extended and as a Brexiteer I am cool with this. The…,"🇪🇺 60, Euro-English cow, one of the Johnson herd. (U.K. is well and truly f**ked). Twitter is people ⏩ ⏩could be good too🇪🇺🇪🇺. Pic is of Rossini.",Exeter
miami miamibeach florida jetski forex,,"Taking The Corona Virus Seriously And Staying Away From People ⠀⠀⠀⠀⠀⠀⠀⠀⠀

#miami #miamibeach #florida #jetski  #forex… https://t.co/6OE72hPLFh","🤵|ғᴀᴛʜᴇʀ❤️
Not bad for a 9th grade education
💱 #forextrader
💰 #entrepreneur",
IshaOutreach CoronaRelief,,"RT @ishafoundation: As part of the #IshaOutreach #CoronaRelief efforts, 1400 frontline workers in Thondamuthur block will be given Nilavemb…",,
,,@canadavisa_com I want to be helper for corona virus doctors!,,
,,"RT @saahilmenghani: 👉Lethal lapse by WEST DELHI's Maharaja Agrasen Hospital
 
👉Corona +ive man dies here on April 4

👉Hospital gives body t…","A counter-conduct, with the will not to be governed thusly, like that, by these people, at this price.",Recession 
,,RT @IMMahmoodKhan: My leader leads from the front. Prime Minister interacted with our frontline doctors and paramedics of Covid-19 OPD at H…,Always trust only Allah ♥️,
,,RT @murtazawahab1: Kya yeh bhi Sindh hai ? Lockdown has been compromised because of Federal Govt’s wrong policies &amp; narrative. Who is to be…,,karachi
,,"RT @no_silenced: World's Worst Mayor Slaps 9 PM Curfew on Chicago Liquor Sales for No Reason

Now the out of control Communist Mayor Lightf…",MAGA,
,,"RT @JahangirKTareen: Young PTI Leader from Multan, Sheikh Salman Naeem has tested positive for Corona Virus. Let's all pray for his health.…","‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏https://t.co/fQ8XQPhcbo‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎  Developer  & Contructor
 ہماری خدمت انسانیت کیلئے۔","Bradford, England,Pakistani"
,,@stirlingwolf Where’s the pleats Bill? 😂😂😂 Stay corona careful pal 🙏🏻💚🤩✅ eat yer greens 🥬💚✅,"Celtic FC are the only constant in my life apart from breathing, I still don’t know which I love best 🍀🤩💚🇮🇪 kindness and courage make me who I am 🤩💚","Stirling, Scotland"
,,8.2 lac test hi nahi karti Modi sarkar toh infections prove kaise ho jaate? Mr. Fake news spreader why has central govt. tested only 1.6 lacs patients so far? https://t.co/zW3TAmD5rB,Kejriwal is Best,
,,RT @jackenge1: @Prunella99 @ProfKarolSikora He gives me hope the David Attenborough of the corona pandemic if you like,"I'd love it, just love it. #nufc #nufctakeover","Newcastle Upon Tyne, England"
BestCMOfTheWorld,,"RT @2BHK_wali: Who is Handling the State Better in Corona epide mics? #BestCMOfTheWorld

RT for                             Ignore for
Yogi…",Humanity,
,,@YuhuaHamasaki I have a midterm and a half day tomorrow so I’ll be in touch on the way home from the corona shop and see I can 🤔,,
,,RT @GuzKhanOfficial: The truth about 5G and Corona Virus... https://t.co/LJy3D2cBZj,Blood sweat and beers Life is too short to be anything but happy.private hire driver in Coventry,coventry 
,,@wandecoal hello sir! You need to stop playing around and give us an album ASAP! Before corona wipes us all out 🙄,I Hate Suffering.,Feminist Coven
ListenBack Corona BKNT,,"#ListenBack 

Latest modelling data revealed our measures are having a profound effect on the transmission of #Corona. Karina Butler President of the Infectious Disease Society of Ireland gave her reaction on @BreakfastNT 

#BKNT 

https://t.co/mqUvK5iSzc",Ciara Kelly and Shane Coleman bring you the nation's first take on news from 7am-9am on @NewstalkFM. Got a story or comment? breakfast@newstalk.com #BKNT,Ireland
WHO,,"RT @YudhishthirSah6: @master79911 CORONA is declared as pandemic by #WHO

Due to National Lockdown
1000's of workers r forced to migrate ba…",,
,,RT @erigganewmoney: One question I wan ask be say “ if una fit use all this big money fight corona virus why una no come fit de pay each Ni…,"Tall, dark, ambitious and proudly Isoko🇳🇬 

Bass guitar Enthusiast 😊","Port Harcourt, Nigeria"
ThankYouCoronaWarriors,"Chennai, India","@shubham79911897 The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness &amp; prosperity
#ThankYouCoronaWarriors

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",Nationalist  |  Chairman - Special Olympics International Football Championship 2019. |  President - National Youth Council of India,India
,,"RT @SushantBSinha: Hi Everyone.. Lets do a Q&amp;A session. Can Ask Corona related questions as well, will answer based on my shows that I did…",देश के साथ हमेशा.,
,,@AminMaow How's corona taking you in your end,Humantarian || Single || Tweets are mine || RTs # Endorsement || @FCBarcelona & @Arsenal Fan. Sad that my old @Twitter account since 2010 has been suspended.,
,,"😂😂😂
Stick to acting because wtf https://t.co/Gt7AshpIJK","aspiring physicist // 
#MUFC
#F1",In your face
,,"RT @kirkminshow: Today's show is LIVE: WendysGate
- Minifan on Minifan crime
- Bad radio hasn't adjusted to the Corona Era
- Kirk does @Lig…","Podcast Jesus. Team Barstool. Son of Madawaska, Maine. https://t.co/68gm3ZmOe7",
COVID19 CoronaUpdate,,"RT @SunRisers: Sun TV Group (SunRisers Hyderabad) is donating Rs.10 Crores towards Corona Covid-19 relief measures. 

#COVID19 #CoronaUpdate","The Rock fan, SachiN fan, SurYa fan | Cricket lover..| Mumbai Indianz and big  fan of HITMAN ROHIT SHARMA |",Marthandam
,,"RT @erbmjha: Liberal Jamaat wants πiots in India.

One Jamaat spreading Corona, the other is inciting people to come on roads so that milli…",,"sonbhadra , U.P "
bigfan,,Sir we are waiting to see you again as a ACP PRADUMAN🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 #bigfan https://t.co/KEP9SueIan,"Live life to the fullest, And focus on the positive!! ✌🏻","New Delhi, India"
,,"RT @Priyamvada666: At the time of Lockdown due to Corona virus attack, the disciples of Sant Shri Asharamji Bapu have set a great example o…",Doctar,"Madhya Pradesh, India"
,,"RT @cjwerleman: “You are Muslim, do business in Muslim localities. You guys are doing Corona Jihad. You guys are anti-national and terroris…","अहिंसा परमो धर्म: धर्महिंसा तदैव च:
mein rahu ya na rahu Bharat yeh rehana chahiye
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳  Jai Hind

An Arsenal Fan","New York, USA"
,,"Why do guys fear going 2nd base with a virgin?

Omohtee | Nasty c | Corona virus | TwitterNG",/B.SC Chemistry/ Unibadan alumni / Content creator/Wizkid diehard fan/Data analyst/here for laughs.,"Lagos, Nigeria"
,,"Him: ""Dr Boyce, I heard you said black people can't catch Corona Virus."" 

Me:  ""Please find a quote where I've said something like that."" 

Him:  ""A Guy on youtube said you said it."" 

Me:  ""Exactly.  That's how they control you with lies that fit their fear-based agenda.""",Dr Boyce Watkins - Let's make black America great again,"Chicago, IL"
,,"RT @jameswest2010: Nice reporting about a different kind of corona-peril by 
@will_peischel: 
""CLASSIC BAIT AND SWITCH"" A lawsuit filed by…","Live and work in the upper midwest. Love the weather, the history, the people. Hoping and working for a progressive future.",
,,RT @StaxKenny_: He wasn't been sarcastic. Sighs,In pursuit of happiness,Utopia
World Pakistan IndiaFightsCorona poori Laddu IndiaLeadsCovidWar IndiaMaangeLockdown Lockdownextention LockdownExtended IndiaFightsCoronavirus,,"@Ranjibro1 @JazbaJanon @majorgauravarya While whole #World is fighting Corona and Countries like #Pakistan is producing their own ventilators and suits, meanwhile #IndiaFightsCorona with #poori and #Laddu 
#IndiaLeadsCovidWar 
#IndiaMaangeLockdown 
#Lockdownextention 
#LockdownExtended 
#IndiaFightsCoronavirus https://t.co/eIFK9pEmHQ",No one knows us but we know everyone. we are weapons in global struggle for power. 🇵🇰,
,,@grandpasmurf6 @OCzukay @Saldan460398324 @ClarkeMicah @EdwardArthur5 Well that supports my point that deaths would have to rise above 2200 in order for reported deaths from Corona to be accurate.,"Bath-based, Football, Cricket. On here for fun. I Block all irritants. 😉","Bath, England"
,,RT @NISHIJIBI: @republic @Republic_Bharat @PMOIndia @AskAnshul @HMOIndia Bengal govt has no intension of reducing Corona case. Rather she i…,राष्ट्रहित सर्वोपरी। I m wt I m. Humanity 1st.views r prsnl. Retweets doesnt mean Endorsement. Fake IDs & Trollers plz keep away from this profile.Thank U🙏🇮🇳,India
,,RT @YashwantSinha: All politics is forbidden during Corona times. But it does not apply to BJP and it is free to criticize state govts wher…,"Ex journalist, Ex Univ teacher, Ex Bank Officer, Trade Unionist, Social activist.

Always curious to know more...!!


Religious fanatics are not welcome!!!",India
,,RT @jaboukie: the reason corona wasn’t discovered earlier in the US,Money sittin tall Yao Ming !,573✈️501
,,"RT @PunjabGovtIndia: The Punjab Government led by Chief Minister @capt_amarinder Singh thanks all the citizens, you all are playing an esse…",,
,,@Afooo_afooo Lol. Your Corona virus is soft hearted,Profile Realtor | Investor | CEO @Bmarkproperties | Founder @buildmarketiing | Digital Marketng Strategist | Content Creator ✍ | Bus. Development Executive. 📝,"Lagos, Nigeria"
,,FREE BEAT!: SlimFit – Corona Virus Free Beat https://t.co/Hr5urAUFcs https://t.co/a7PD4Qr4Jd,"#Pro Dj
#Event Dj
#Notyourregular Dj
#Contact - 08160710411",Owerri
,,The feeling of community in the Corona crisis: uncertainty https://t.co/Z9bIwLCe3M,India's first international news journal. Bringing news from around the world. Protecting democracy and promoting free speech.,"नई दिल्ली, भारत"
,,"RT @FARED_ALHOR: The Public Relations and Political Authority in Rukban camp, through a statement on 20 March this year, appealed to the Un…","Since 2011 Dedicated to #endbashar & #putinwarcriminal #SaveSyriasChildren
#FreeSyria + other interests. روح الذئب",Canada 🇨🇦
,,"RT @shannen_balogh: Payments revenues could drop by as much as $210 billion in 2020, according to McKinsey. Here are 10 things payments com…",no chance I’ll do what I’m told,the sun 
,,RT @jaboukie: the reason corona wasn’t discovered earlier in the US,pendek & cute. a movie geek.,"Pendang, Kedah"
,,RT @terrishawxox: Texting someone during the corona virus is so hard like wtf am I menna do? Ask them about their day which I know for a fa…,just be nice #blm #pride,west mids
,,"Corona started from China as virus,. 
Went to Italy as Pandemic,..
Came to Nigeria as Business... wonderful😀😀😁😁 Country.","A Graduate Of History And International Studies University Of Calabar, Calabar. A Politician And A Business Man.
prosperime001@gmail.com meprosper@yahoo.com",Calabar
,,@twitandrewking Fair percentage of my news here lately. No word on Santa Corona?,proceeder,Muskoka
,,"RT @muttonshunter: The spread of Corona virus is based on two factors.

1. How dense the population is.

2. How dense the population is.",Blossoming Into A Badass Woman With More Faith Than Fear. @ChelseaFc 💙💙💙|| Proud Sincerity||,
Corona CoronavirusOutbreak CoronavirusLockdown corona Muslims CoronaVirusUpdates,,"O Allah, protect us because every area is blocked now. Prayer cannot go in the right way. Only you can recover from this situation.
#Corona #CoronavirusOutbreak  #CoronavirusLockdown 
#corona #Muslims #CoronaVirusUpdates https://t.co/UFo7Ey0cKV","☛ I'm a #Web_Designer ☛
#Web_Research & #Data_Entry Expert.I Skilled in #B2BLeadGeneration #DataEntry #EmailFinding #WebResearch #DataMining #VirtualAss",Texsa
Chine China TRON TRX BINANCE BNB BITCOIN BTC,,"Ok @justinsuntron , speak with @cz_binance . ( gates case)
#Chine #China ✊ ( Freedom ) 
#TRON #TRX $TRX 
#BINANCE #BNB $BNB 
#BITCOIN #BTC https://t.co/sIK5ddb6dJ","Crypto-Investor Genius
#Mayotte ( Combani) 
#Grandecomore ( Foumbouni + Salimani Itsandraya )",Singapour
,,RT @actormanojjoshi: I strongly condemn this biased behaviour of @TwitterIndia. How can we allow someone to spread corona virus? Please tel…,"F/B Rt pinned twt/DM. know Nothing but Expert In Everything. Inspired by  Mulla Javed Akhtar

ट्वीट like में. 😎 For F/b DM or Rt pinned tweet.","New Delhi, India"
,,"RT @IAOkowa: If you or anyone you know may have been exposed to the Corona Virus, please contact the Delta State COVID-19 TOLL FREE numbers…","iLoveGod, iMotivate, iInspire, iTweet, iTeach, iManage, iMarket, iCollaborate, iLead, iLearn, iRetweet, iPromote, iSupportLiverpool, iAmVee","Asaba, Nigeria"
,,"RT @RoadAlertsKE: IMPORTANT ⚠️ UPDATE ❗

Makueni County has its own isolation center. This facility was built within one month is now ready…","Official Twitter Account for Road Alerts KE. Safety is Our Priority, in Kenya. 🇰🇪 
#RoadSafety  #FightCOVID19 #News #Adds #GeneralInfo #Alerts ⚠️","Nairobi, Kenya"
,,"RT @yennikwok: This is heart-breaking. An Indonesian frontline nurse died because of coronavirus, but local residents refused to let her bu…",Follow your heart and do everything with kindness.,
OHH_FIGHTS_CORONA IndiaFightsCorona YouthAgainstCorona,,"An Initiative in fight against Corona.
#OHH_FIGHTS_CORONA #IndiaFightsCorona #YouthAgainstCorona https://t.co/GNjRx4BpGY https://t.co/0hVrdyMEjx","we are a group of people who willing to serve for the society and underprivileged people came together with one common motive.
#helping_hands #ohh_family",Nagpur
corona ppploan Lebanon,,"Local city officials not allowing Coronavirus, or the financial troubles of its residents, to get in the way of fixing sidewalks and billing its residents for the work.  Watch tonight at 5:30 on Local12. #corona #ppploan #Lebanon https://t.co/uC2hg2eYUb",Local 12 Reporter,"Cincinnati, OH"
Corona,,RT @RealDLHughley: If you’re black and you don’t wear a mask you can get killed by #Corona! But if you’re black and you do wear a mask you…,"Mom, wife, attorney, voracious reader, proud Georgetown grad, astute observer of history and political nerd. Being a WOC is my superpower!","Long Beach, CA"
,,RT @SouluxeH: I don’t think the collective understand the intensity of this spiritual war that’s happening right now. It’s bigger than the…,✨Goddess✨Intuitive Reader✨Reiki Healer✨,
,,RT @kushal_mehra: It is the 10th of April and the government has not yet announced any fiscal stimulus package for the industry. Just putti…,"Engineer by profession,  compulsive foodie,  Music Lover, Love to travel and meet new people!!  centrists,. RT Not endorsements",
,,RT @jaboukie: the reason corona wasn’t discovered earlier in the US,BOS | PVD | 🪐✨ insta: alexgreene__,"Boston, MA"
,,After Corona ....Thats my first glass..🍻🍻 https://t.co/yEYTiQjxc6,"♡  #C.T.P  .. ♡    
  7 ✋ 8  
 ♥♡  
█║ █║│││",♣♠Hell & Back ♣♠
COVIDー19,,"RT @Ashrafi4ever: message of solidarity with Iran's medical staff, on the front lines in the fight against #COVIDー19  from Seena Saeidian f…",زندانی سیاسی سابق، خواستار ایرانی آزاد.,
,,"RT @narendramodi: Great! 

Need maximum number of people to have Aarogya Setu on their phones. Let’s keep urging citizens to download the A…",#जयश्रीराम #हिन्दु #हिन्दुस्तानी #नमो,"Rewari, India"
,,"RT @officiallyk10: Dear corona,

Kindly note below and be guided.",God can’t bless who you pretend to be || Manchester United 🛑🛑🛑,"London, England"
,,why is rupert grint trending did he get corona,. 14 . they/them .,
Trump Corona,,RT @RealDLHughley: If #Trump was warned in November about #Corona how the hell was he distracted by the impeachment that didn’t began til m…,,
,,"RT @saahilmenghani: 👉Lethal lapse by WEST DELHI's Maharaja Agrasen Hospital
 
👉Corona +ive man dies here on April 4

👉Hospital gives body t…",,
,,@Mad_Rojas Why should you compare corona with murderer... 😂😂😂😂😂,Young thug 🤒🔞🚫 Young Notch 📌📍,Kenya🇰🇪
,,"RT @sadhavi: The Canadian Citizen @akshaykumar is doing far more for his Janambhoomi &amp; Karambhooni than many wealthy Indian Citizens. 

Sha…","Optimistic, Dreamer...",India
,,"RT @Sam_Schulman: Lombardy, which tried to admit everyone with Corona virus to the hospital, has a virus death rate per million 7x higher t…","Kath. Priester, Pfarrer. Kirche, Heilige, Politik, Kultur, Ethik, Humor, Sprachen, Afrika. RT heißt nicht automatisch Zustimmung!
Κύριε Ιησού Χριστέ Ελέησόν με",Oschersleben (Bode)
,,"RT @Somesh_IAS: If 'this person is well known to me' certificate were an effective vaccine against Corona, we wouldn't have much to worry a…",You're either at the table...or on the menu.,Republic Of Texas
,,@finelinezdh Is the Corona bad where u live?,"don't change, every part of you is just right ♥️ SHE/HER",
,,one direction is the only cure for corona and no i will not be taking any questions at this time https://t.co/IowwIHJUG2,"𝔂𝓸𝓾'𝓻𝓮 𝓼𝓸 𝓰𝓸𝓵𝓭𝓮𝓷
18, she/her 💫
hufflepuff 💛
multifandom⚡","Belgrade, Republic of Serbia"
,,RT @madisyn_young03: can corona run it’s course so i can do hood rat shit w my friends?,,
,,WTH?! Corona is destroying all things great. How am I going to annoy @KyleBaileyClub on the text line now?? https://t.co/7TXCIYZ0fd,Let’s leave the world a laughin when our eulogies are read..... Isaiah 40: 28:31.,
TaherShah,,After listening to #TaherShah  Corona be like: https://t.co/EHEbjmUTBw,"IG: zunairs2
Sagittarius
Lahore 🇵🇰","Lahore, Pakistan"
,,"RT @erbmjha: Maharashtra reports 162 Fresh Corona cases. 

Total: 1135

Wish Best CM @OfficeofUT focus on controlling the situation rather…",,
,,Corona vs lockdown ## https://t.co/kTQ3dXXz7c,,
stayhome,,"@SourabhUttreja2 Corona Update in India!

Total Confirmed: 7019
Active Cases: 6086
Total Recovered: 692
Total Deaths: 241
Updated at: 10/04/2020 19:20:25

#stayhome

Get it on WhatsApp: https://t.co/SVSfNKNx5C","Covid19 (Corona) Dashboard: https://t.co/kwiYj7XRWK

Tweet with #Blood, We RT your Tweet.

Every blood donor is a life saver. #ELister",https://covid19.elister.in
Maharashtra BJP,,RT @SuryahSG: I'm 100% sure had #Maharashtra been ruled by #BJP now there would've been hundreds of Op-Eds in National &amp; International Medi…,"Sarcàstic, Taurean, Mangalorean, Amchi!! Please beer with me. 🍺","Cambridge, England"
SaudiArabia,,"RT @JoostReintjes: Most shops closed in #SaudiArabia but supermarkets, groceries, pharmacies open, take-away restaurants open. These photos…",تذكر أن إهمالك لأشياءك القيّمة يعرّضها للتّلف والضّياع.,Riyadh
,,RT @michellemalkin: Translation: Gates wants to foist a corona vaccine on  entire world knowing it will have deleterious side effects on mi…,“I won't stand for that anymore”,
,,"RT @morakcares: Should You Run Facebook Ads During a Crisis? Yes. 
Can i still make sales during this Corona Virus outbreak? Yes (But how)…","Jesus is Lord,Loving Husband,Dotted Dad.","Lagos,Nigeria"
,,"2020: Okay... it's Corona's turn only
Anak Krakatau: Hold my ashes https://t.co/oGI4qeG6Hy",straight up villain,Indonesia
,,@popsyosh34 Never give up JMB fight the corona virus,la moto et moi ds tous nos états !,"Marseillan, France"
,,RT @nicksonr_: corona has proven to me that i can be locked in my house with nothing to do but homework and still not do homework,Carroll College '21,"Helena, MT/Auburn, NY"
,,RT @jaboukie: the reason corona wasn’t discovered earlier in the US,i thought this was a teaching hospital. 1914. 2-ΑΓΑ-18. Vandy '20.,he/him/his
,,didn’t think that corona would stop production due to the corona virus 😢 https://t.co/I4oGSlNrL5,,livin’ life / lovin’ kevin 
,,RT @michellemalkin: Translation: Gates wants to foist a corona vaccine on  entire world knowing it will have deleterious side effects on mi…,"Just one of God’s pilgrims, joyfully painting flowers🌷🌷🌷along The Way ⭐️ Stella Maris guides me to Jesus with every prayer ❤️ Jeremiah 29:11",Arizona and France
ThankYouCoronaWarriors,,"Responding to PM’s call,the country has united in tackling COVID-19. In this battle for humanity’s future,Corona Warriors are at the forefront.Join us in saluting their grit and determination.India will emerge victorious!
#ThankYouCoronaWarriors
Visit now: https://t.co/twauMj6goC https://t.co/QbqI9UUrVk","Member of Parliament, Nizamabad, Telangana | Ranji Cricketer | Entrepreneur | Philanthropist","Nizamabad, India"
,,Corona Virus Agenda Exposed by Leading Doctor - YouTube https://t.co/omNGguoKIO,Boutique brokerage serving the community for over 18 yrs. We are known for our mantra Affordable Luxury & Changing Lifestyles!,"Fort Greene, Brooklyn"
,,RT @Teddix17: When wifey is more dangerous than Corona https://t.co/HJXlXcTHe7,Ngeke ngife until I die 💛 Dala kufets 🤞🏾,A Jali from a lali
,,Serbian students return home after their campuses close due to corona virus. Air Serbia and Serbian Government flew 236 students for free across the ocean. https://t.co/qVeizYq0nh,,
,,"It should be reduced to almost zero, apart from absolutely essential job placements that are being filled, until we get ourselves sorted out again. Q https://t.co/kzZZesEiWS","Will suffer fools only so far, I welcome people who embrace our history & culture but have no truck with those who come here to hate us saying we must change.","East, England"
,,RT @BankyW: So for the State Governments that have suspended isolation &amp; social distancing for Easter... do they have an agreement with the…,A late bloomer,
,,RT @KurtSchlichter: Side with America just once. Just once.,"Patriotism is supporting your country all the time, and your government when it deserves it.   Mark Twain",Minnesota  USA
,,"RT @TellyTalkIndia: .@sidharth_shukla shared a photo to thank healthcare workers, police officials and NGO workers

https://t.co/jiveU5ck6m",Shitposting 24x7🙇,"Varanasi, India"
,,"RT @EvaKBartlett: I know I've overlooked a shitload, I'm sorry https://t.co/ymcefxYeXR","Don't believe anything politicians or establishment media tell you. 
""Paranoia is now the only sensible, sane, healthy condition""

RTnot necessarily endorsement",Australia
,,RT @CarolineVen: Fully agree! But the deficits should serve the right measures: investing in a more resilient health system and well chosen…,❤️time ❤️the sound of silence / need change / Elon is an artist,
,,is india the only country which has responded to corona virus with islamophobia?,"Up against Hate mongers, communalist and sold out media!","Varanasi, India"
BestCMOfTheWorld,,"RT @narendramodi177: Who is Handling the State Better in Corona epide mics? #BestCMOfTheWorld

RT for                             Likes for…",Tweets are personal.Retweets aren't endorsement.,"Jammu, Jammu And Kashmir"
CoronaVirus,,"RT @ShobhaBJP: #CoronaVirus infections would have crossed 8.20 lakh in India by 15 April if there was no lockdown here: ICMR Research.

The…","Dharmo Rakshati Rakshitah, State Secretary in Intellectual Cell, Tamil Nadu BJP",
,,RT @tanwer_m: One boy from my village who studies in Jamia had visited Humayun Tomb on March 14 received a call from officials for corona t…,Bio~Just Hate this Subject,New Delhi
,,RT @bonecarrier: Summary of cops during corona: https://t.co/0bhHWin5ZE,BLM🖤,
,,This corona got me like “ imma need like 6ft or get stomped out with 6 feet” or whatever tf Big Sean said 😭 https://t.co/BN5feS2HRN,Part-time Comedian Full-time Activist #Blacklivesmatter #EndSARS,"Los Angeles, CA"
,,It was a noble action done at the wrong time and in the wrong way https://t.co/U5Skzm9RVG,Former Daily Nation writer| Kericho County|Christian|Man United FC no 1 fan|Minding my business|| Retweets are not endorsements,"Kericho, Kenya"
,,"@NeilClark66 The state will inevitably become the property of, and run by the central banks. Notice during corona how the BoE and the Fed are bankrolling government projects. The police will become the enforcers of fiscal security and debt collection. Not a police state, but a usurious one.",,∞
,,"RT @cjwerleman: “You are Muslim, do business in Muslim localities. You guys are doing Corona Jihad. You guys are anti-national and terroris…",sincerity is our demand,pakistan🇵🇰
,,"RT @muttonshunter: The spread of Corona virus is based on two factors.

1. How dense the population is.

2. How dense the population is.",Human. Vicenarian. Sardonic. #LFC #YNWA. I follow back more often than not.,Nigeria
,,"RT @agniveer: Dharma won't stop reaching it's children in crisis. No child is alone in this fight against Corona, we at Agniveer are doing…",,Dhanbad 
