hashtags,place,text,user_description,user_location
,,Animal rescue sues to reopen L.A. shelters closed during pandemic https://t.co/NGLz6VF5bx https://t.co/Csx8T0kEC6,"Mastermind. Powerhouse. Breaking News in Hot Topics, TV, Current Events, Music, and Global Business & Finance.",
,,"RT @NYGovCuomo: Yesterday, New York conducted nearly 100,000 COVID tests — a new record.

Remember: Any New Yorker can get a test.

Get tes…","I am convinced Health, Humor and Happiness are contagious!","San Diego, Ca"
,,RT @ashutoshaisa: Students may risk their lives and lose the academic year as is it once they catch the infection. Travelling for the exams…,begging elon musk for bitcoin every day.,
,,RT @RealDeniseWelch: Piers Morgan tweeting that ‘this pandemic has barely started’ is utterly disgraceful. Has he no respect for the mental…,🐥👩‍💼🌞🧚‍♀️🧘‍♀️🌻🔮🤦‍♀️🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇸😖🤔🤕✍️🤯🌂,
,,RT @NNUBonnie: Our patients rely on the USPS for their lifesaving medications. An attack against the Postal Service is an attack against ou…,"Me in 5 words: Mum, Wife, Friend, Irish, STEMinist",Tvitterland
Socialemotionallearning SEL,,"RT @SummitSpark: #Socialemotionallearning has always been important, and it is even more amid the pandemic. #SEL is also a key part of #equ…",We connect families with free and low-cost expanded learning opportunities that support success in school and in life.,"San Mateo, CA"
,,"RT @borahaejeonjk: Jungkook: ""Make sure to wear a mask and take care. Hope we can see each other soon."" https://t.co/YD1XcoGT8W",bts best boys,bts world ♡ she/her
,,"RT @BuzzPatterson: Joe Biden proposed a National Wear a Mask mandate starting in January 2021.

Why would we still be doing this then?",,
,,RT @KellyIpsosMORI: Almost half of working mums believe the pandemic will have a negative impact on their mental health over the next 12 mo…,Ipsos MORI is a leading market research company in the UK and Ireland. Follow us for latest #MRX and #NewMR news and updates.,United Kingdom
,,RT @IACAbhi: Pandemic is going on and our government is planning to conduct exams. Millions of students can get affected because of this ex…,Postpone nert,
,,"RT @MusicalOh: Just learned my neighbor,a trump supporter,passed away from Covid symptoms yesterday. His wife took down the Trump sign toda…",#TeamOlitz. @WallOfMoms,Seattle
,,bruh i really liked the society wtf i really was looking forward to that second season https://t.co/KtHPXNCIrl,Just here to RANT bc I love things,she/her
,,"RT @AFP: Hong Kong will offer a free coronavirus test to all 7.5 million residents next month, the city's leader said Friday, but it was un…",,
,,"RT @News4SA: HONORING CAPT. ANDERSON: The Converse Fire Department escorts the body of Capt. Bryant Anderson, who died this week after a ba…",LOTS of NEWS 24/7 MANY views SO WE KNOW WHAT'S GOING ON! #Commentator #Journalism #Movies #Music #iLoveToLearn #FakeComedian #Coach #Artist #LoveWf,USA
,,"RT @BangoBilly: @BusyDrT THE WORLDS TOUGHEST LOCKDOWN 
                        =has=
THE WORLD'S HIGHEST COVID-19 death toll.

   Lockdown:…","Happily married, 3 amazing children and 4 beautiful grandchildren. I'm A Chaplian and love Jesus. Apart of the Family. WWG1WGA. 🕊️💖","Port Macquarie, New South Wale"
,,"RT @FrankCWinn: kEmp“I will tell you that the media only focuses on the bad numbers. They never focus on the good numbers.” There are no ""g…","Life-long, fierce Democrat. #Resist #ReuniteTheChildrenNow #VoteTheBumsOut2020 #VoteBLUEAlways Love history, music, politics, culture, economics, literature.",Chicago
,,"RT @PublicCounsel: We are excited to be part of this partnership with the @MayorOfLA, @CityAttorneyLA &amp; @BetTzedek to further provide free…",,
,,"My mom pretty much doesn't give a shit about covid, doesn't wear a mask, and basically takes no precautions. This is the text I got from her church, that I used to attend. https://t.co/aOKdTPbVaN","Anyways. Hey. My name is Christina. I'm a hippy at heart. I love coffee, nature, and 420 friendly. Usually pretty laid back but easily talked into adventure.",USA
ProtestAgainstExamsInCOVID,,"RT @AfghanAhmadKha1: #ProtestAgainstExamsInCOVID
Gov needs to act now they have to realise that ....""WE ARE LIFE""
They have to realise that…",student at kota,
happyganeshchaturthi ganpatifestival celebrations stayhomestaysafe pravarshadairy,,"Pravarsha Dairy wishes you all A ""HAPPY GANESH CHATURTHI""

Let bappa remove all the negativity around us and spread the joy.

Stay Home Stay Safe

#happyganeshchaturthi #ganpatifestival #celebrations #stayhomestaysafe  #pravarshadairy https://t.co/2DZyciRJiA",REINVENTING QUALITY,"Hyderabad, Telangana, India."
,,"RT @abc3340: 'We're all in this together.': U.S. Surgeon General visits Hoover for expanded COVID tests

https://t.co/O19nshrhbc",,"Winfield, al"
wearamask freedom mask america merica covid coronavirius biden2020 VoteTrumpOut2020,,"RT @FameVienna: ""Freedom"" my ASS! 😷 #wearamask #freedom #mask #america #merica #covid #coronavirius #biden2020 💙🇺🇸

#VoteTrumpOut2020 👉🇺🇸🚪…",Meglio da sola che in tre 👌 BLM ✊🏿 Biden Harris 2020,
BTS BTS_Dynamite BTSARMY WearAMask,,"RT @DrTedros: Thank you, #BTS for the uplifting #BTS_Dynamite and for reminding the #BTSARMY and the rest of us to #WearAMask and take care…",,
,,"RT @rideox4: A further insight into 'The View From Halfway Down', @Andybebop talks about how the record came about, RIDE &amp; the very much mi…",Since April 1990. Keeping Ride @rideox4 fans in touch with the band and each other...,Oxford
,,End of 2020 I'll be dead inside. https://t.co/fhYzi6JXFu,Happy to be here. My opinions are not important.,
,,"RT @codupont: Great dig
@Mareq16 check it. https://t.co/0Kdo3rvo7Z","Ticked off Grandma , bout to let my Christian Irish mouth go! Get er done Don ,show them only God Rules . 🙏🇱🇷✝️☮️#Trump 2020 #Maga #Indigo seed",
,,"RT @bryaneward: My Dad tested positive for COVID two weeks ago, last night he passed away. This disease is serious, I wish more people trea…",They/Them 🏳️‍🌈 #AbolishIce #BlackLivesMatter #ProtectTransLives #ACAB Avi by: @vargsace✨✨✨,
PostponeJEE_NEETSept,,"RT @TheQuint: Popular YouTuber @CarryMinati backs students who want NTA to #PostponeJEE_NEETSept. Says, demand by students a ""genuine call""…",,
,,"RT @JoeBiden: Donald Trump is not responsible for COVID-19 — but he does bear full responsibility for the failed national response. 

We've…",Almost entirely retweets. Meme guy. IT Person. 26. Gaming. Edm. Metal. Weightlifting. Anime. And somehow @kaycielange is still dating me 🤘🏻Go Sabres.,
,,"@BrianaOconnelly Yeah, sure bet Mike. Tell that to the loved ones of the 176k+ who’ve died from covid.
Mike has his head so far up 🤡 ass that he’s lost track of reality.","Designer, health advocate coach, Magic & Monkey’s mom","Bel Air, Los Angeles"
Cancer COVID19,,📋 @BPOSUK survey reports that psychosocial needs of people affected by #Cancer are not being adequately met due to the disruption in services caused by #COVID19. https://t.co/wiohhxaNEk,The National Cancer Research Institute (NCRI) is a UK-wide partnership between cancer research funders that promotes collaboration in cancer research.,United Kingdom
,,RT @AISA_tweets: Look at the glaring digital divide. Modi govt is using the on-going pandemic to only increase this. This is shameful. Is t…,Music,
,,"RT @saundees21: Let me be very clear to the Twatter Trolls asking where I work as a nurse to ""report"" me for speaking the truth about covid…",Jesus is King. Conservative Patriot #StopTheSteal #StandWithTrump,"Idaho, USA"
,,"More testing DOES NOT mean more cases.  I watch this daily, let's continue to bear down and be strong NYC! https://t.co/awsuhchk0T","Physician Scientist/MSKCC.  All views expressed here are my own & do not represent my employer. COI
https://t.co/glgQBxi8Th",
,,RT @ShaneRWatson33: My 7-Day room bound quarantine here in Dubai has just started. It’s so cool to be here to get into the preparation for…,,
,,"📷 It never stops amazing me how quickly a child will adapt to a new situation. My 3 yr old, Jax, has embraced life with a mask rather quickly, even reminding us to wear ours when we leave the house. He thinks we are all superhero’s... https://t.co/PYxLL0fCwx","Photographer at NASA Glenn Research Center , CO-Owner of Shutter35 Studio. contact to collaborate. Jef@shutter35.com https://t.co/LIQIHrWxJP for portfolio",
RentalAssistance,,"RT @CAFHA: DEADLINE EXTENDED! Are you struggling to pay your rent due to COVID-19?

@ILHousing developed emergency #RentalAssistance to sup…",Consultant & adjunct instructor. I love hanging out with people foolish enough to think they can change the world. A few of them might. Views are my own. 26.2,"Park Forest, IL"
,,"@DomFlanaganC300 I am trying as much as possible to overcome the drastic effects of coronavirus in rural Nepal,People are doing all sorts of things to save and get some money(like child marriage,not allowing kids to go to school) if possible,PLEASE HELP
https://t.co/XZq9pGpNBk https://t.co/Di5DdrAHgC","Bird Of Passage 🎏The more remote i go, The more humane and friendly people i come across 🌎 🍂Works as "" Hope "" for the Hinterlands of Nepal 👨‍👩‍👧‍👧 🏕",India ∞ Nepal
,,Covid-19 free😎 https://t.co/OSdTTSe4o5,"I believe the word of God and that's my value system.
Engr, Serial Entrepreneur & Drone Guy
👨🏽‍🎓LMU 👨🏾‍🎓NYU |
Founder @siteatofficial
IG:@theofficialmarto","New York, USA"
,,RT @taiylersimone: REQUIRED TEXTBOOKS??? IN A PANDEMIC???? You better send us a pdf link Professor Moneybags,Sufro delirios de persecución.,"Bayamón, USA"
,,"@NokkonWud @Ealvarezfight Ok. Atleast it’s dropping, I was sick in January and maybe was the flu idk, was bad though. Then in February they announced the whole thing. So I’m keeping optimistic. Just curious, if they haven’t tested yet how can those numbers count? 
https://t.co/FRAojlhXGU","Gentleman, scholar. Golf, snowboarding, nature preservation, Texan. Artist/Painter, carpenter, fisherman. #solar #UFC #trophytruckslowriders. twitter2015",A state of Zen. A new level. 
,,RT @ohayeitsskye: Just lost my day job for COVID-related reasons. Please fire any relevant job vacancies my way - 4 years experience in dig…,"Freelance music journalist and contributor at @Gigwise, @NewNoiseMags,@theskinnymag,@Substream, @godisinthetv, Email; markmcconville1990@hotmail.co.uk","Carluke, Scotland"
,,"RT @RNRugby: The Re-emergence of RN Rugby post the COVID-19 Pandemic.

Having won four of the last five IS competitions, the RN U23s squad…",Royal Navy (Rtd) Husband and Father⚓️🏉😀,"Portsmouth, England"
,,RT @ShaneRWatson33: My 7-Day room bound quarantine here in Dubai has just started. It’s so cool to be here to get into the preparation for…,உயிர் ரசிகன்❤️ || #தளபதி || 💜|| #தோனி|| lover with || #Rashmika || 💟 || #Virat || My backup I'd:👉@Prince_TVFC_2 👈,"Dindigul, India"
ConsciousEvolution podcasts AccidentalGods Spirituality Fridaymorning FridayFeeling FridayThoughts COVID,,"What is #ConsciousEvolution, why does it matter - and (crucially) how do we get there? 

Answers from me this week, in one of our solo #podcasts 

https://t.co/3Jc7fLtjbz

#AccidentalGods
#Spirituality
#Fridaymorning 
#FridayFeeling
#FridayThoughts 
#COVID",Podcaster: Accidental Gods - working for Conscious Evolution of humanity. Author: Treachery of Spies & Boudica: Dreaming. Trainee homeopath. Vet. #LGBT #XR,"Ludlow, Shropshire"
,,"RT @taebokkiii: US Armys are waking up, Europe is coming home from work/school, Africa too and Middle East. The views freeze since many arm…",,
,,"RT @DonaldJTrumpJr: It’s not about corona, it’s about control. Democrats don’t care about destroying the economy your job or your livelihoo…","Proud Mexican-American 🇺🇸🇲🇽Supporter of #MAGA for the future 🙏🇺🇸God Bless President Trump ✝️ ❤️ 🇺🇸 Q🕊️🌴🌊🌞 #SaveTheChildrenWorldwide
🇺🇸🕊️❤️✌️",So. CA to So. FL 🇺🇸🇺🇸🌏☮️❤
,,Coronavirus: New novel for stay-at-home students to be released https://t.co/KKWnsZ3OLw,"Next Tv Ghana, is a Digital Television, located at Tuba in the Ga South Municipal Assembly in the Greater Accra Region.",Greater - Accra
,,NJ colleges prep dining halls for fall semester amid coronavirus https://t.co/WkJTywyEOy,"We are the latest source of news and updtes - complied from the best sources on the internet, and offline",
,,"RT @Swamy39: Since the number of new COVID 19 cases has soared to 70, 000 per day, it is in the balance of public interest that Education M…",,"Uttar Pradesh, India"
,,"RT @scottsantens: 37 million jobs times $40k per job is $1.5 trillion a year that's not only not being earned, but not being spent. Thus in…",#yanggang #Humanityfirst #MoveHumanityForward,"Henderson, NV"
,,RT @landryguillen: you can’t give me ONE good reason why these workers don’t deserve significant increases in their wages. PLUS real benefi…,,she/her
,,"RT @NFUtweets: ""The entire economy is now aiming to build back better, to build back greener. We have the capacity to do much more. We cann…","Representing 4,500 smaller businesses in Shropshire, Herefordshire & Worcestershire Tweeting business info news & support in the area @FSB_Voice @FSB_policy","Worcester, England"
,,RT @AlArabiya_Eng: South Korean boy band BTS say they hope their new digital single “Dynamite” refreshes fans and helps them recharge their…,"#VMIN; bangtan, bangtan, bang bangtan💜",
ProtestAgainstExamsInCOVID,,RT @pankhuripathak: I support #ProtestAgainstExamsInCOVID . Does it make sense that educational institutions were shut down as soon as the…,Student,
,,"RT @IRF_Ambassador: We are joining some of our IRF partner nations in calling upon governments, elected and appointed officials, and religi…",,
,,RT @jijoy_matt: BJP Leader Chandgiram Yadav's awesome dance performance held in a Mandir without following the Covid-19 rules. This was per…,"Humanist, make peace no war. RTs not endorsements",
BTS BTS_Dynamite BTSARMY WearAMask,,"RT @DrTedros: Thank you, #BTS for the uplifting #BTS_Dynamite and for reminding the #BTSARMY and the rest of us to #WearAMask and take care…","21↑ / “ah my face very handsome이네” stan but ot7 softie! / 071307141123 🇯🇵 1026 🇰🇷 / 日本語OK! / i may not be with them everyday, but i do love them.",海外出身JP住み / 本垢あり
,,"RT @ashutoshaisa: Is Modi govt planning to admit students in hospitals by conducting exams during pandemic?

When lockdown is being declare…",Mb ante maku pranam,
,,"RT @ASlavitt: BREAKING: White House takes away FDA authority to regulate COVID tests. It’s August, de-regulating &amp; politically meddling are…","Always do the right thing, have character, be bold, lead, have compassion, fight for those who can’t, be authentic, fist in the air in the land of hypocrisy!","Carlsbad, CA"
,,RT @faragassop: Students would not be in a position to spread COVID in a community that has a very high retiree population if William and M…,"Theatre Student 🎭 W&M 21, BLM ✊🏻 being of raw sexual energy. This account is run by my legal guardian (mom/dad)","Williamsburg, VA"
COVID19 JaCovid19 Jamaica,,"In the last 24 hours, another person has died of Covid-19. 56 new cases, bringing total to 1346 now. 471 active cases. 7 people moderately ill &amp; 4 people critically ill. 
#COVID19 #JaCovid19 #Jamaica","resisting the call to silence/taking the next right step...teacher at heart, human rights defender, can't help but read     RT ≠ endorsement",
,"South East, England",@saunda69 Thanks Adrian !  We both went to Aegean Airlines but made redundant again in April due COVID  grrrr,"Airbus A330 /A321 Captain. Flying family, both my kids are airline pilots too ✈️",Godstone Surrey UK 
,,@MishaHerwin @JenniSpangler1 @KTScribbles @RosieTravers @karen_king The Covid effect? Lot of people are having the same problem.,"Award winning writer of  #crime, #folkhorror and #supernatural #fiction Reiki Master and cat herder",UK
,,"RT @INCShauryaveer: Why govt wants to conduct exams in this time of pandemic and flood like situation in most of the states!!

Govt should…",Fly too high,
,,"RT @naveenganglani: The UST players went to Sorsogon in June for a “bubble”

Lately the players were “drained” mentally being away from the…",🦂🌙,Bethesda Terrace 
,,RT @AbhiruchiReds: I wonder what will come first - a vaccine for coronavirus or a new Manchester United signing.,|| God || Ronaldo || Wizkid || Man u ||Music || Introvert || ♓ ||,"Lagos, Nigeria"
,,"RT @imVkohli: Be alert, attentive and aware to combat the threat posed by the Covid 19. We, as responsible citizens, need to adhere to the…",Coming..........,
WAP WAPParty,,"@iamcardib I always miss things like this! I could have so used the help, as the hubby and I both are at home due to pandemic and have kids. :( maybe ill catch it next time. @iamcardib #WAP #WAPParty $PackerGurl4","I am a mom and a wife!
$PackerGurl4",
,,"RT @FaheemYounus: Treating COVID at home:

Nasal congestion - Oxymetazoline 0.05 % nasal spray/vicks steam inhalation

Sore throat - salt w…",Lawyer. occasionally writer. stock market enthu. meme artist 🎨 views are personal,"Mumbai, India"
,,RT @haruharu_w_bts: 🐥we talked a lot about how we were going through a hard time &lt;bc of covid&gt; but now we were &lt;just&gt; talking about how it’…,,
,,Really important https://t.co/4NJe2KzKMD,Proud liberal Trying in my own small way to help fix this world. MAGA and alt Right will be blocked bc you can’t fix stupid,"Pennsylvania, USA"
,,RT @rollinrabbits: working from home https://t.co/BXEACCNEoG,,
,,"Moderated a @FollowCII session with Mr Nilesh Shah MD Kotak Asset Management Co. on the topic of ""India Outlook post COVID"" and got to hear some incisive insights on current situation and future prognosis @CIIEvents @AISECTIndia @CII4WR https://t.co/L4ytE2ETN2","Director, AISECT | Social Enterprise | Skills | Higher Education | Financial Inclusion | Startups | Incubation | Rural India | Music | Literature | Sports","Bhopal, MP"
COVID19,,RT @AndhraPradeshCM: Hon'ble CM @ysjagan held a meeting to review the #COVID19 situation in AP; he directed officials to increase the effic…,be positive,"Tuni, India"
,,"RT @ASlavitt: BREAKING: White House takes away FDA authority to regulate COVID tests. It’s August, de-regulating &amp; politically meddling are…","Unlike traitors, I never forgot my Oath to U.S. Constitution; I opine like Resistor I am. https://t.co/luIqQtgzrg  #VeteransAgainstTrump 
#CaptainMama
#GracefullyGlobal",
PlasmaTherapy COVID19,,"US Food and Drug Administration Halts Approval for #PlasmaTherapy to Treat #COVID19: Report
https://t.co/IQ3hw3CtHu","https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India"
,,RT @jagdishshetty: Dr Subramanian @Swamy39 has raised the issue of postponement of NEET/ JEE &amp; other similar Entrance Exams with the UNION…,,
COVID19,,RT @CivilBeat: The number of people affected by #COVID19 in long term care settings has quadrupled in less than a month. https://t.co/XvNAy…,"Promoting sustainability in North Kohala. RTs are for information only, not necessarily endorsements.",North Kohala
,,"RT @aginnt: Similar to the US, the UK had the admitted ""with/from"" COVID issue that made the pandemic look worse than it actually was.

""It…","knitter,spinner, gardener, happiest with my husband. My other names are Mom & Grammy.",
ProtestAgainstExamsInCOVID,,RT @nsaibalaji: Listen to the student who is in #ProtestAgainstExamsInCOVID demanding Modi govt to listen to students and why it should not…,,
,,"@_kgracexo That’s unfortunate. If it’s something we all know, then we all should be able to vocalize and/or express what it is that’s lacking and how it should be provided. If we need protection from bullets, wear bulletproof vest. Want protection from sickness, wear a mask. Same principle","live life, crack jokes, and read books | Hoop. Sneakers. Music. Innovation | DMG | “gotta step it up I need houses in the hills” 🐍💙🏁","공연 시작 , AZ"
,,RT @paulsperry_: BREAKING: Per-capita American deaths from the Chinese coronavirus (537/million people in US) are still less than the 1957-…,"If we lose freedom here, there is no place to escape to. This is the last stand on Earth. – Ronald Reagan","Miami, FL"
,,Trump administration bars FDA review of some coronavirus tests https://t.co/TkEpOvRgrY,Artist. Democrat. Animal Lover. Nazi hater. Grounded dreamer: works for me! Restore our democracy is our duty. Proud member of the Resistance.,los angeles
,,RT @Sassygirl171717: Was going to buy produce today... Dont think so now...@sproutsfm,,
PostponeJEE_NEETinCovid PostponeJEE_NEETSept PMOIndia PostponeJEE_NEETinSept PMModi,,RT @BarunGu31007063: #PostponeJEE_NEETinCovid #PostponeJEE_NEETSept #PMOIndia #PostponeJEE_NEETinSept #HRDminister#HRDMinistry #PMModi #Sub…,BEliEVE iN KARMA😻,
COVID19,,RT @DrZweliMkhize: #COVID19 Statistics in SA as at 21 August. https://t.co/4t09HDOZPR,I am in the World to Change the World through sustainable Social Impact.,"Centurion, Gauteng"
ProtestAgainstExamsInCOVID,,"RT @UmarKhalidJNU: Absolutely. 
#ProtestAgainstExamsInCOVID",I am simple boy with lot of personality,
,,RT @haruharu_w_bts: 🐰everyone it’s been awhile! we had fun making it. enjoy the song as much as you can! in sept our movie will be released…,𝔹𝕋𝕊 | 𝕊𝕋ℝ𝔸𝕐 𝕂𝕀𝔻𝕊 | 𝔾𝕆𝕋𝟟 | 𝔻𝔸𝕐𝟞 | 𝕋ℍ𝔼 ℝ𝕆𝕊𝔼 | 𝕀𝕂𝕆ℕ | 𝕊𝔼𝕍𝔼ℕ𝕋𝔼𝔼ℕ | 𝕋𝕏𝕋 | 𝕀𝕋ℤ𝕐,she/her
,,"RT @benshapiro: Last night, Joe Biden promised to:
1. End covid;
2. Prevent all threats, seen and unseen;
3. End racism;
4. Never give you…",Genuine,
,,"RT @stourportkicks: Yes At LONG last we are back tonight Little Warriors 4.30-5.15 with Matt, Warriors Future Champions 5.30-6.15 then Adul…",,
,,"RT @LaylaMoran: We were promised an oven-ready deal. Instead the govt is serving up a cold, no deal Brexit that threatens jobs and medicine…","PR messiah. Once a journo with words in: Rolling Stone, Edge, Gamesradar, OXM, Digital Spy, IBTimes, LadBible. MCFC, proud European, proud Lib Dem 🏳️‍🌈🇪🇺","Manchester, England"
,,"Sharon Stone's emotional plea for voters to back Biden as she slams Montana's coronavirus record 

- YouTube https://t.co/UKpoQo2oiV",Critical Thinking is an essential power tool to forensically deconstruct propaganda & media bias. Cheddar Man says it all. #CEDAW,
,,Power or Prophecy https://t.co/m0mruTiQOd,I am a remnant of God.,
VoteOutTrump,,"@AkelaCooper 2020 Voting Checklist:
- 2 Masks
- Hand Sanitizer
- Raincoat if raining
- Bottled water
- Snacks
- DON'T GO ALONE!
- Cellphone + extra battery
- Blk/blue pen
- ID, phone bill, rent/mortgage bill
- Positivity
- Determination
- Tweet that you're @ the voting location!
#VoteOutTrump https://t.co/1yhthF040n",Fmr Chef/Music Producer ASCAP Fmr GOPer I'll always♥NY! Followed by @GretaThunberg @TheMarkHenry @Glo_Reuben @DonnaImamTX #BeSafe😷 #ProVeterans,GA NYC TX CA
,,"RT @GOPLeader: Speaker Pelosi is calling Congress back this weekend not to help millions of Americans struggling during the pandemic, but t…",Christian and American patriot and law-abiding citizen looking for the truth that is NOT in main stream media.  #WWG1WGA #PATRIOTFIGHT #MAGA,
,,No and no. https://t.co/0mPiPXFO9V,,South Florida 
,,"RT @sazzygram3: According to Pence on GMA, Trump has defeated Covid &amp; revived the economy.
175,000 dead Americans &amp; 1.3 million new unemplo…","widower, father, grandfather great grandfather retired structural engineer. Oklahoma State Architecture Engineering grad.","Tulsa, OK"
,,RT @thehill: New study confirms that female-led countries fared better against coronavirus https://t.co/1RIuqBJnOQ https://t.co/S4UlDGEbng,Health Care for ALL Oregon is working for a health care system where every Oregonian gets the care they need when they need it. #singlepayer #medicareforall,"1443 SE 122nd, Portland, OR"
,,@ReddieFerdie Thanks bb huhu started buying some skincare items nung lockdown 😩,Inhinyero | Lisztomaniac,
,,RT @CraigJGill: The University of North Carolina at Chapel Hill had 91 COVID-19 cases on Wednesday. The entire nation of Scotland had 77.,🇳🇬 | ECU Alum | ΑΚΨ | IG:greatest_african | Host of: @seesawpodcast,"Lagos, Nigeria"
BTS BTS_Dynamite BTSARMY WearAMask,,"RT @DrTedros: Thank you, #BTS for the uplifting #BTS_Dynamite and for reminding the #BTSARMY and the rest of us to #WearAMask and take care…","There's a person in Korea, in the city of Seoul, who understands me💜 @bts_twt Fan Account!!","Kolkata, India"
,,RT @choi_bts2: SG:I often wonder if anyone can be this close &amp; comfortable with their friends. We've been friends for 10years and we know p…,BLM | 🇨🇦 | fan acc for BTS,she/her 
,,"RT @SpiritOfCongres: Our PM &amp; his cabinet are not ready for the parliament session during covid19 pandemic.

But they want students to atte…",.,
,,"RT @exjon: If you enjoyed this year, vote for Joe Biden who will mandate masks and shut down the entire country beginning January 2021.","Shake with ice until well chilled y’all. Also, for when this place finally sinks, my lifeboat is over on Parler #tiki #cocktailoclock #airstream #avgeek #sailer",barely Raleighish
ProtestAgainstExamsInCOVID,,"RT @Vijayraajesh99: #ProtestAgainstExamsInCOVID
And you expect us to wear a mask for 3hrs straight while writing an exam in a crowded room,…",hindu,
,,"RT @Joseph_Morong: Who’s bugging you? Don’t surrender Aunt Julie. That’s a character. Unless of course.... but no, don’t surrender Aunt Jul…",restless,PH
