hashtags,place,text,user_description,user_location
,,"RT @moorehn: i was waiting for an Uber and a man i don't know walked up to me and tried to touch me and i just yelled ""never touch a woman…",,
,,RT @jeanster3: COVID in Trump’s lungs after he called it a hoax and mask shamed https://t.co/fSKmq5ZsHA,I am not perfect but I am Jamaican... So close enough. 🇯🇲,"Lauderhill, FL"
CCP ChinaVirus,,RT @SolomonYue: We make #CCP fascist China pay for #ChinaVirus bioattack on America! We also pray for 1st lady &amp; President Trump speedy rec…,"Seeing glory of Hong Kong soon
林柒禍港
遺臭萬年",Hell
,,RT @rinasawahpadi: STOP SAYING ‘KITA’ KING THIS IS A GROUP ASSIGNMENT AND WE KNOW WHO’S NOT DOING THE WORK !!!!!,"You like bad boys? Good, ’cause I’m bad at everything. *winks with both eyes closed*",+60
,,RT @itsamandarg: trump supporters demanding we sympathize with trump now that he tested positive for covid... didn’t see any sympathy when…,be kind,the edge
,,RT @Rickenrocker360: If Trump dies of corona everything goes back in time to March like we beat jumanji,Just relax || Everything will be fine || TXST,"Dallas, TX"
,,"@taniapdx Yes, and a person from Britain just posted that after BoJo recovered from Covid-19, his popularity improved and he was able to push through some really terrible policies. Let's hope this is not a ploy, intended to soften his ugly cruel image. His numbers are down. Ugh.","""I have no mercy or compassion in me for a society that will crush people, and then penalize them for not being able to stand up under the weight."" #MalcolmX","Not voting for Biden, or Trump"
,,"@DeAnna4Congress Republicans openly disdaining masks and social distancing pretty much explains it.

But you already learned that on our way toward 210,000 deaths, and are pretending that the president and First Lady didn't just attend a public debate unmasked, knowing they were carriers.","99.999999999999% empty space.
Opinions are wrong.",
,,"RT @morganfmckay: Cuomo: ""We are tracking the hot spots...and they are a significant problem."" 
Orange, Rockland, NYC, and small parts of N…",Writing about NY politics & COVID-19 for City & State magazine,"New York, NY"
,,RT @notThreat3x: Trump getting COVID right after making fun of Biden for wearing masks is so 2020,ig: jessfellerman & tiktok: jess.fellerman (she/her),
,,RT @stanojb: The President of Notre Dame tested positive for COVID.  He was at the White House for the nomination ceremony a week ago.  Thi…,Red wine. Britney Spears. Anti-Trump.,"Chicago, IL"
,,RT @iamcardib: “BET YOU WANNA” wear a mask now 😩😩😩,,"New York, NY"
DimwitSon Covid,,"@EricTrump It’s “rallies,” #DimwitSon. Also: you’re not being censored. FB doesn’t have to let lie-fests go on on its hideous platform. Now, go get a #Covid test.",PRESIDENT JOE BIDEN. VICE PRESIDENT KAMALA HARRIS. #JusticeJusticeWeMustPursue #WearADamnedMask,Red Sox Nation
,,RT @Wale: Throw some Clorox on it,Aviation Mechanic. Explorer. Sugar go in your grits and rice and nothing else. Founder/CEO of Come Get Your Blessing Car Wash #CGYBCW. Also...aliens.,"256 to 251, in between🚗💨"
,,RT @samlymatters: I like the presidents who don’t get COVID,"he/him 

Pokemon smash master/hax slashing dasher

Bernie Sanders was robbed by the Democratic National Cult 

THE REVOLUTION WILL BE LIVE STREAMED","Grub, Deutschland"
,,"RT @bIondiewasabi: -full moon
-trump got covid
-new 21 savage album
-october 1st

maybe these astrology girls are onto something 🧐",y’all corny for not liking soup.,"Ashtabula, OH"
,,"RT @TheAVClub: Former reality TV host tests positive for COVID-19
https://t.co/x3Eyu02fXl",999 @fcporto,
,,"RT @DepSecHargan: When you get a vaccine, your body’s immune system is primed to recognize &amp; attack a specific pathogen if it tries to inva…","SERIAL! A Force for good!! MADE TO STRIFE!! NEVER ENOUGH TO THE TOP!!!   ✌
Real Madrid, A$AP GANG.",GLOBAL/THE STREETS 
,,"RT @FLOTUS: As too many Americans have done this year, @potus &amp; I are quarantining at home after testing positive for COVID-19. We are feel…","@realDonaldTrump Supporter 🚂🚂🚂
#TrumpPence2020  #MAGA, 🌸 Daughter, Sister, 🐶Animal Lover,🐾😸, Aunt 🐅 Cat Mom, Biologist🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",United States of America
,,"RT @weijia: .@cbsnews has learned Hope Hicks tested negative for COVID-19 Wednesday morning, so she boarded AF1. She developed symptoms dur…",please psychoanalyse me,someplace ow ow
,,"RT @RealEricCarmen: I'm just gonna sit back, now,  and watch the ""tolerant left"" spew all of their hate-filled tweets all over my timeline,…",,atlanta
,,"RT @ClaraJeffery: Reminder that when we first reported that Stephen Miller's grandmother died of  COVID,  he denied it, despite  her kids s…","Proud Democrat, member of the resistance since the ‘60’s. Enjoy playing with grandkids and love my family. And of course, love the beach! World News Politics","Florida, USA"
,,RT @itsamandarg: trump supporters demanding we sympathize with trump now that he tested positive for covid... didn’t see any sympathy when…,♎️•Raver 🤩•Flow artist ✨•Inspiring Tat artist💉•Animal lover❣️•Pitbull Owner 🐾#DontHateMyBreed•Mom👩‍👧•Anime🍥•EDCO Fam☮️•YS💘,Konohagakure
,,"@HiraethResists Not a tally. But, Democrats, following the right protocols are obviously fairing better than Republicans. Covid doesn’t care if you believe in science or not. 👍🏻😷

https://t.co/SlK4acPKhm",#BidenHarris2020 😷 #BlueWave2020 #TrumpPrison2021. Sane & ethical politics. #Resister #CountAllTheVotes 🇺🇸 #FBR,"Ohio, USA"
Biden,,#Biden Campaign Temporarily Halts Negative Ads Following Trump’s COVID-19 Diagnosis https://t.co/663qX7pBYR https://t.co/ECqinE1tDf,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.","√α. в૯α૮ђ, √¡૨g¡ท¡α"
,,"I mean, if I'm wrong I will gladly eat my own words. But remember how Boris got almost killed by covid and he suddenly was popular again? He's probably hoping something similar happens here.","Hi there, I'm Edward Tank. 
Pronouns: He/Him
Preference:Bi-Pan

Oh and before I forget: Fuck Off Nazis",
,,"@MysticManifest9 @Roux1910 @TrentCapelli @JoeBiden Sure. At most 9,000 people died in nursing homes. 1/3rd of which would have normally passed away. 
But Trump's delays and incompetent action caused 85% of Covid deaths. Of 204,000 dead, he has caused 173,000.
 https://t.co/H0jZ7J55iU","Advocate of critical thinking and of efficient, and effective government. In the US, both need work. (location 'set' to Germany to auto-block trolls) #resister",Germany
,,I'm still skeptical that the tests are detecting positive coronavirus that causes COVID-19. But who really cares at this point?,Downloading ...,Coconino County
,,RT @Ethnography911: It’s kind of interesting to see people returning to distinctions between quarantine and isolation. Some of the definiti…,"Hell is empty, and all the devils are here",California
,,RT @DragonflyJonez: But that debate in a few weeks... Don't be a bitch man get that shit zoomin on Zoom. Your weak ass talked all that shit…,,
,,"RT @PinYoungActress: Thom Tillis and Mike Lee, both positive for COVID, say they will quarantine for only 10 days instead of the mandated 1…",I've learned that u shouldn't go through life w/ a catchers mitt on both hands. You need to be able to throw something back.Maya A. Writer. Wife. Mom.  #INFJ ♏,"Brooklyn, NY from Queens"
OctoberSurprise,,"@maddow I agree BUT given who he is we must consider:
He says he has Covid-19.
Instant sympathy.
No more debates.
Will ‘work for the people’ throughout.
Patriotic fervour generated for his ‘recovery’. 
Full ‘recovery’ showing the ‘strength’ of this 74yr old obese man. 
#OctoberSurprise?","#TrumpLiesPeopleDie
#ConcentrationCampsForKids
#CrimesAgainstHumanity
#IndictIncarcerateTrump
#VoteBiden #BlueWave2020
#ShePersisted #Desiderata",
,,RT @antikirsten: I love the idea that wishing death on one person is more violent than denying millions healthcare during a pandemic,"hey I'm Howell | they/them | 25 | butch lesbian | occasional cosplayer | okay pokemon tcg player | kinda a furry |
icon by @lezardbrained | priv: @stinkylesbeen",
,,B R U H https://t.co/3pU5BT6ZnC,jake | trash heap | 16 | bi | he/him | single | idiot gamer | discord: Jakerp#3135 | dms are always open!,"New Jersey, USA"
,,I was way more inspired by Rod Tidwell's thumbs up. https://t.co/QUTQrTXj46,@CarGurus Sales Lead- @celtics @autotrader Alum. Sports Fan. #bennydela Fan. Jack of all trades for Arsenal Cannons. Tweets are my own.,Boston
,,RT @Frenchesque: @JuddApatow Does he have Covid-19? Because there's no proof of that whatsoever.  We have his tweet. That's it.,#BlackLivesMatter #MurdochRoyalCommission #FederalICACNOW #TrumpGoneScottyNext,"Melbourne, Australia"
,,RT @watercutter11: Don't Be a Jerk about Trump Getting Covid https://t.co/v3BX1Mfpr8 FUCK THIS SHIT! https://t.co/aJ9yEE9HtU,"NEVER A REPUBLICAN
Straight Democratic Voter. 
No Lists, No Porn, No Trumpsters, No sellers!
Will BLOCK on site!

She/Married for many decades.",
,,I have never been a coffee person. But ever since the quarantine started I have been drinking iced cold brew caramel latte religiously.,"An Idiot whos shouting her thoughts into the void, otherwise she will be crushed by them.",Germany
,,RT @jonharringtonuk: During Lockdown I compiled and annotated this 3 CD Mod inspired box set with John Reed for @CherryRedGroup. Great desi…,The last thing on my mind... Curated by @Jam_Wilk alongside @Fifties_Music @Seventies_Music @Eighties_Music @Nineties_Music & @NoughtiesToNow,London via Salford
,,"Pure evil. Plus @PressSec held a presser yesterday knwing about HiIcks, said nothing to the reporters &amp; did not wear a mask. https://t.co/tSuAw6RJGc","#resistance Country over party #BlueWave2020. trump laundered $$ for Putin. Fed Soc/Barr are EVIL, McConnell bought by Koch. OAN is Putin funded",
,,"RT @YourAnonCentral: Covid19, stand back and standby.","•EastCoast Baby, WestCoast child, PNW Otter💁🏾‍♀️

•Whatever I post is whatever I like, enjoy it or leave!😎

Team Aries!😜","Washington, USA"
,,RT @aravosis: This is incredible commentary from Fox News’ Chris Wallace about Trump’s coronavirus prognosis. Just wait for it. https://t.c…,Army veteran. Worried about what's going to happen to our democracy.  I'm surviving Mets breast cancer-12 years.  Still strong. Need to get thru this President!,United States
,,"@golfman716 @TDavenport_NFL I mean teams like the Marlins had to take 2-3 weeks off to clear the Coronavirus, so I'm not surprised the Titans would have to cancel 2 weeks in a row.  Are you upset that happened? Just Wondering!",Just your  average man about town.,
,,"RT @HowleyReporter: President Trump looks perfectly fine in the video he just tweeted, and annoyed that he has to go through the motions be…","In God We Trust, Love America, the flag & Constitution, #45 Best ever President Trump #MAGA #KAG 
No DMs !",
,,RT @chrislhayes: I'm sorry but this is outrageous https://t.co/ZxQT0xYfH7,"#BidenHarris2020 #NoElectoralCollege #SmartPeopleWearMASKS, #AdoptDontShop #MeToo #GunReform #ImpeachBARR #BlackLivesMatter #MarchForOurLives #PaperBallots2020","Louisiana, USA"
,,No I'm going to see him in Tucson on Monday Trump 20/20 https://t.co/Exa1J1a9zS,Life,
,,RT @ShamsCharania: President Donald Trump and the First Lady have tested positive for coronavirus.,"#Blacklivesmatter
#EndSARS","Ile-de-France, France"
,,RT @oxminaox: TRUMP TESTED POSITIVE FOR COVID DAYS AFTER MAKING FUN OF BIDEN FOR WEARING “THE BIGGEST MASK HES EVER SEEN” OMFG!!!!,"Horacio's girl,1223. ❤",
,,"RT @ScottyKBF: Locals rally around Middlesbrough mayor @Tees_Issues' defiance of lockdown rules.

This rebellion may be quickly crushed, bu…",All views are my own. Retweet is not necessarily an endorsement. (It might be a twitchy finger). I rather like the truth.,"Bangor, Northern Ireland"
,,RT @kylegriffin1: Breaking WaPo: Supreme Court nominee Amy Coney Barrett was diagnosed with the coronavirus earlier this year but has since…,Saving our country from imploding one tweet at a time. Volunteer & vote.❤️📚#GoBison #InvisibleDisability #ChronicPain #DemCastWI #DemCastAZ #DemCastGA #Fresh,"Bismarck, North Dakota"
,,"If Turnip had not have tested, he wouldn't have had Covid. (Using his own train of thought).",Owner of store110 & creator of Wihzbang comedy,Mars
TrumpHasCovid,,RT @scruched: “He swore on his life Covid was a hoax so I had to pack him up” #TrumpHasCovid https://t.co/K2QO6u89y7,,Heaven 
,,"RT @Mikel_Jollett: NOW THAT THE PRESIDENT HAS IT, it's called the ""coronavirus"" not the ""China-virus.""

NOW THAT THE PRESIDENT HAS IT, it's…",Father. Husband. Combat Marine. Dirty mouth and a bad disposition. #VetsAgainstTrump,
TrumpHasCovid TrumpCovid,,"RT @traecrowder: Liberal Redneck - Trump Caught COVID
(Twitter Version)

#TrumpHasCovid #TrumpCovid https://t.co/4Jn2QnQW9j",Hoping for a fully conscious 🌎 world! Filled with 💕 Love...,
ListenToScience StaySafe,,RT @angelafortexas: Wear your mask! Wash your hands! Leave 6 feet between you and your neighbor! #ListenToScience #StaySafe https://t.co/76…,"Concerned citizen. Eternal optimist. Believer in people. Registered Nurse.
#JoeBiden2020
#GunSenseMajority #BlackLivesMatter
#FreeThemAll
#SayHerName","Dallas, TX"
,,"RT @jonfavs: Trump and Republicans held a mask-less, crowded, superspreader event at the White House in order to jam through a Supreme Cour…",,
,,RT @D_1andOnly_: Trump ain’t slick. He gon take the vaccine and say it cured him and dish that shit out to America like we some fools lol,PHSC T&F ‘18 🐯🏃🏾‍♀️ PCC T&F 🏃🏾‍♀️ #jucoproduct 💙 #RIPBALLY #LLN9 #LLPULLIE  #0807 👼🏾🐶,on a track
,,"RT @RealMiniAOC: He beat establishment Republicans.
He beat the media.
He beat the Democrats and Hillary Clinton.
He beat impeachment.
He w…","Official watering hole for deplorable, tiara-seeking posters on BOTW.

Moderator @dennispaine 
Marine Vet, NRA Mbr, Mensan, Patriot, Retired . . .and loving it!",
,,As soon as Melania  said she hates Christmas she comes down with covid. I don’t think it’s a coincidence,Reds. Bengals. Xavier. You don’t have to be the fastest just don’t be the slowest trying to get back in shape. sorry not more inspirational,cincinnati
,,Taking a break from my phone which I will never do again I’ve learned my lesson nice try The Social Dilemma https://t.co/OV3TfNOKOP,I’m your new best friend. Get my book: https://t.co/5Rk3e3ynia Listen to my podcasts ALISON ROSEN IS YOUR NEW BEST FRIEND @ariynbf and @CHILDISHpod.,CA
,,RT @tyreseee_: trump getting Covid on the first of October during a full moon??? the witch girls are not SLICKKKK,ucla ‘23,met taylor 8.23.19
,,RT @MattStehman: COVID19 is the only thing Trump has ever acquired in life by actually earning it,It didn’t have to get this bad.,
,,RT @thewire_in: Estimates by the Right to Food Campaign show that a disruption in anganwadi services has deprived 6.4 crore children of the…,रिटायर्ड स्टेशन मास्टर,"Sabarmati, Ahmadabad City"
,,RT @anaxtasiya: thank’s COVID 🥳,Snap: rcgouveia098,Portugal
,,RT @sarahlugor: i better see u injecting that bleach you suggested a few months ago!! prove it works!!,Belieber forever ♡ Black Pink ♡ Thankful for everyday and every moment,"Australia, Melbourne"
,,"RT @realDonaldTrump: Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We…","Sojourner. Student. Aspiring Anti-Racist. Work in Progress. @globalymca DEI. He/Him/His. @TylerClementi, @howardbrownhc & @ChicagoFair Board. Views are my own.",...Hawaii.New York.Chicago...
,,"@nader_haidar @PressTV I mentioned it is an autocracy. Doing debt trap with small countries, Covid reached everywhere but not big chinese cities, they copy US/Russia Weapons, in IN fuel Naxal movements, hv banned all most non chinese platform on internet. Vch kind of development it is? U move to China",,
,,"@tribelaw Don’t be naive. Where is a Fauci confirmation? Trump lies about EVERYTHING.  Trump campaign is asking for donations because of covid19 claim!  He will be sucking airtime for his Covid watch, not Russian compromise, a derailed Post Office, voter suppression, white supremacy, lies",,"Ojai, CA"
,,@itvnews I would rather get Covid than Flu given the choice.,"Life is a flowing river of infinite peace, love, harmony and insight - glow and you will be found.",UK
,,RT @healthgovau: It’s normal to have ups and downs and it is important to talk about how you’re feeling with family and friends. If you wan…,"BA Education. F/T Carer. I don’t look at life through the rear vision mirror. Interested in music, art, movies and politics - I give credit where credit is due.",Western Australia
,,RT @l_stone: Social circles are officially “paused”: Ontario is now advising that all people “allow close contact only with people living i…,,
,,what a headline 😂😂 https://t.co/N6ylYLPWUy,"ᴵ ˢᵃⁱᵈ ʷʰᵃᵗ ᴵ ˢᵃⁱᵈ ᵃⁿᵈ ᴵ'ˡˡ ˢᵃʸ ⁱᵗ ᵃᵍᵃⁱⁿ
#blacklivesmatter
https://t.co/9WkYK76Sxe",here and there
,,"@elisaperego78 @ConsumedCovid @Cov19longtail @soltysik_rob @preshitorian @Outlier1952 @CovidTooo @carlywelton @Dr2NisreenAlwan @bmj_latest @felicitycallard @LaurieStras @keyeri This is the challenge for ME-ME/CFS-CFS research. In not identifying the start, patients have been lumped together based on chronic symptoms. COVID provides an opportunity to look at the disease process from onset, track development, and see what range of chronic patterns result.",,
,,"RT @VoLinxx: Do you know anyone personally who has contracted COVID-19? Without names, please. Just Yes or No.",,
,,RT @Rickenrocker360: If Trump dies of corona everything goes back in time to March like we beat jumanji,"I like drawing Shadowhunters fanart ^^ and keeping connected with the world (politics, triumphs, nonviolent social change, the works).",
,,"RT @MothershipSG: Trump &amp; First Lady get Covid-19
https://t.co/LyAlUain7a https://t.co/3nobORkN27",,On the world map
,,"RT @13sarahmurphy: Just so we’re clear:
Tories and Tory relatives breaking Covid rules - the matter is closed.
Opposition breaking Covid ru…",,
,,pls share [Covid Update] Coronavirus: Belgrade protesters storm Serb parliament over curfew - BBC News - https://t.co/3fRzprhEaB https://t.co/SUHcMFchKN,"Husband of April, Daddy of Chichoy & Mati, Roman Catholic, Filipino, https://t.co/75ESShxjYl, CFC Cavite, KofC Langkaan, UP Vanguard, QPS Torpedo, online marketer.",Philippines
,,"RT @GovTimWalz: Having just surpassed 100,000 COVID-19 cases, Minnesotans know firsthand that this virus is serious. Gwen and I send our pr…","Humbled Alumni of THE Ohio State University; Keeping the ""Student"" in Student-Athlete; Embracing The Grind I'm Blessed With; Living B1G...All Day...Everyday","Minneapolis, MN"
,,"RT @FLOTUS: As too many Americans have done this year, @potus &amp; I are quarantining at home after testing positive for COVID-19. We are feel…",🇺🇸🇨🇦,
,,"RT @mspdcali: OMG...Dr. Vin Gupta who’s on MSNBC,  is associated with Biden’s Campaign! Of course he’s attacking Trump!🤦‍♀️

“No masking, n…","Social Media, MSM are providing cover for #TaintedElection
Social Media will Protect Joe Biden
Suppress your tweets... ban..",
,,"RT @DiscussingFilm: ‘Home Alone 2: Lost In New York’ star Donald Trump has tested positive for COVID-19.

(Source: @realDonaldTrump) https:…",| Lvl.18 | BLM | ACAB | Gaming 24/7 |,She/They
,,"RT @MariannaNBCNews: I witnessed a Cleveland Clinic doctor remind Trump's guests to wear a mask, even offering them surgical ones on the of…",.,
,,@sam_vinograd Not hard to wear a mask,"Nigel Roff. Osteopath for 25 years plus, and hack runner. No specialisations, I just treat people and their nervous systems","Melbourne, Australia"
,,RT @iamcardib: “BET YOU WANNA” wear a mask now 😩😩😩,"I LOVE:
❤BLACKPINK 
❤TREASURE
❤IKON
❗TOTALY DESPITE TOXIC FANS❗
🇲🇾",Malaysia
,,"This was not fully correct, but if we are being honest we were all wilding today, so I’ll take... 2% responsibility. There are 10 Dems and 12 Repubs on judiciary, so losing one isn’t enough. 

Unrelatedly, Thom Tillis sits on Judiciary and just tested positive for Covid.",Named Official Dance Captain of All Boston Gay Nightlife by The Boston Globe. Let's have some fun.,Boston
,,RT @sarahlugor: i better see u injecting that bleach you suggested a few months ago!! prove it works!!,twenty // cmj// $princesspaytonj // she/her,dead 
,,RT @carolecadwalla: A reminder to all Americans that the net effect of our prime minister catching COVID-19 was that it prompted a surge of…,"|Successville, Ct.| In God We Trust| SCSU Alum",
,,"@beyouonlybetter @realDonaldTrump @FLOTUS I'm absolutely in agreement with you, Donald Trump was disgustingly wreckless and vile not taking the China Virus seriously

Large crowds no mask and social distancing. Suppression of the experts.

Fake news...","""Speak softly and carry a BigStick""","Boston, Massachusetts "
,,RT @jayo_gee: Seeing other countries enjoying themselves because they took COVID seriously from the jump.,"brooklyn born, VA raised, guyana at heart 🇬🇾✨",Under the Sea 
,,"RT @eclecticbrotha: Crouching Tyrant, Hidden Pandemic™®","Former public defender, single parent, advocate,Democrat, baker, bicyclist, Jew. Tired. Don’t like name-calling. #BlackLivesMatter #Biden-Harris 🇺🇸🗽🌻","Philadelphia, PA"
,,"RT @f15teen15: TLDR : I stayed in a hotel cause I was afraid of infecting my family. The rest of you I came in contact with, it's ok you ar…",🇲🇾| dah dewasa sikit, Melaka
,,"Biden switching to N95 masks, it looks like.  Probably a smart move. https://t.co/6J1cK3rVUX","what? hello, is this thing on....","Utah, USA"
,,@lizpere75 @tippetytop @GeoffNorcott Even CNN debunked the COVID-19 hoax hoax. You should know better https://t.co/z5AHFTPot5,,
,,"RT @mehdirhasan: To those of you demanding no one criticize or say anything insensitive about Trump today, just posting this for no reason…",🌵Phoenician & Proud Progressive 💙AZBlue 🌊 FullSpeedAhead🚀 💙#BidenHarris2020💙#GoodTrouble,"Phoenix, AZ"
,,RT @UglyGhostJake: imagine going online and earnestly pleading for people you hardly know to be respectful about trump getting covid,22 // he/him// drums for @sunstainedband & @mi_amor_band,"Cranston, RI"
,,RT @StefanoChase: Suddenly it’s the Coronavirus and not the China Virus. Suddenly we’re all in this together. Suddenly the Republican party…,•18🦋• •nca national champ 📣 • nvc 📚•#flyhigh82🕊 •💙 IG: oh_itznaattaasha• #blacklivesmatter john 15;16,taking a nap
,,RT @ABC: Former Pres. Barack Obama on Pres. Trump and first lady Melania Trump testing positive for COVID-19. https://t.co/uaCsD7CUMQ https…,"Teacher, marine biologist, scientist, diver, author. Blues (the music) freak, desert & dog lover. Resistor.  Dump The Trump Train.","Santa Fe, NM"
,,RT @ABC: At least 5 people tested positive for COVID-19 after attending the official SCOTUS nomination ceremony at the White House Rose Gar…,,
,,RT @BernerSanders: Just a reminder that we are paying for Trump’s healthcare as he gets COVID treatment. All while he doesn’t pay taxes. Ye…,Professor Emeritus,"Tallahassee, FL"
,,"RT @MMFlint: So Now Trump Has Earned Your Trust? A Note of Covid Caution from Michael Moore... 

https://t.co/6t3ZFa11io https://t.co/Qx3OU…","The planet does not need more successful people.
The planet desperately needs more peacemakers, healers, restorers,(...) and lovers of all kinds. Dalai Lama",
,,RT @Hideki_Naganuma: SHUT UP AND WASH YOUR HANDS AND WEAR A MASK!,Please be good to each other | pfp: @HalosTWM,Radd: Shadow Legends
,,RT @BNODesk: BREAKING: Republican U.S. Senator Thom Tillis has tested positive for coronavirus,#maga,"Albuquerque, NM"
,,"RT @CoriBush: President Trump will not receive any medical bills for his COVID-19 treatment. 

Neither should any of us.","B.S. Chemical Engineering -
M.A. Criminology and Criminal Justice -
PhD student, UMSL CCJ -

Black Lives Matter. Let's build a more compassionate world.","St.Louis, MO"
RT,,"#RT Read our daily summary for more updates: 
https://t.co/JOxWzkgCsb https://t.co/intc14qS3B","Biomedical scientist, Diver, Curious.

Tweets tagged RT are auto-tweets.",UK
,,RT @JadaBrevett: “Home Alone 2: Lost In New York star.” I’m cRYING,"23
♊
IG: indiamarie14",Cincinnati
,,RT @pastorlocke: How amazing that @realDonaldTrump will beat Covid and Biden just weeks apart. God bless you Mr. President.,,
,,"RT @TerryMcAuliffe: While Dorothy and I wish the President and First Lady a speedy recovery, Donald Trump must immediately stop holding sup…",Entertainment trivia wiz. Tv & movie connoisseur. Occasional video game player. Semi-retired bookworm. All-around geek gal. Live long & the truth is out there!,
AmyComeyBarrett RoseGarden SuperSpreaderEvent,,RT @jonothar: #AmyComeyBarrett #RoseGarden travesty = #SuperSpreaderEvent!!!!https://t.co/NQsSbPi0Qf,Science/fantasy/scifi/horror tips for uncertain future!,"California, USA"
,,RT @_JessicaDavies: RELEASE HIS TAXES AND HIS COVID RESULTS 🗣🗣🗣,Photographer from London. https://t.co/kTkjrIenpA. INSTAGRAM: https://t.co/DFcHObYYik,"London, England"
,,"RT @ChrisJansing: Just moments before the first presidential debate, a Cleveland Clinic doctor’s attempt to get Trump’s guests to wear mask…",,
,,I refuse. https://t.co/Xjsr0PDFGJ,"I just turned 2, I’m Akc, I hope to make my owner proud of my first litter, pig ear enthusiast.",
,,"RT @DiscussingFilm: ‘Home Alone 2: Lost In New York’ star Donald Trump has tested positive for COVID-19.

(Source: @realDonaldTrump) https:…","she/her || eat the rich, fasci appesi, acab || ♒️🏳️‍🌈 (side: @frant2_)",
,,"RT @MBuhari: I wish US President, Donald Trump and his wife, Melania, quick and full recovery from Covid-19.",3 REASONS AM HERE| https://t.co/1JKQtZnFeF LEARN | https://t.co/cgOYmfztnV BE INFORMED | https://t.co/jrOkBxCx6e MINGLE COS AM SINGLE. I follow back ASAP,"Yenagoa, Nigeria"
,,RT @snootid: niggas really waitin for 2021 as if corona expires December 31st,I like playing beyblades with my family,
,,RT @DHSWI: Wear a mask to protect the vulnerable people in your life,,
,,"RT @Unfreakin: “It Affects Virtually Nobody”: The Three Weeks of Denial Leading Up To @realdonaldtrump’s Diagnosis
It was even worse than y…","#BidenMyTime for the #BidenDOJ! #FBR. Here are some fun (sad!) Anti-Dotard, NC17-rated tweets...",USA!  USA!  USA!
,,@JohnBarrowman I am a republican but I wear a mask. I don’t believe all the views of the Republican Party. All mask are not 100% full proof but they do help.,,Mississippi
,,You did this!! How dare you 😡 https://t.co/7DfNGHDRXM,"libs r the reason why monkeys throw their poo. Conservative,USA proud, pro-life, 2A, MAGA.🇵🇷 ""liberals r 2 stupid 2 know how dumb they really are"" is my quote",The right side of sanity 
COVID19 TrumpHasCovid PrayForTrump COVIDCaughtTrump,,"#COVID19
#TrumpHasCovid
#PrayForTrump
#COVIDCaughtTrump

That what happens when you through an Arabic word to your opponent, it is a curse! https://t.co/1oJ5AlgEKe","💜⚪️🖤
 #StopEnslavingSaudiWomen",nowhere
,,RT @bencjenkins: You think Trump getting Covid is funny? Okay cool. Laugh it up. What if the kind he got is a rare sort that makes you shit…,Pie Enthusiast,
,,"@JuddApatow @MeidasTouch It's starting to be, you know who is an evil Republican by whether they spread covid or not.",,
coronavirus,,"RT @ChrisDJackson: 🚨 BREAKING @JoeBiden has received his #coronavirus test, and is waiting on the results to determine whether or not he wi…",just here to waist time and... too lazy for much else.,
,,MF looks fine to me 🤔 https://t.co/bivMoU5fsQ,"Snapchat 👻 : dannyxmack
#LakeShow





































    Antisocial Extrovert",Lost n the dark corner of time
,,RT @BFriedmanDC: Trump demanded COVID-19 not be used as an excuse for shutting down the economy or closing schools. I feel certain he would…,,
,,"RT @AskAnshul: Updates:

1. Private lab in Kerala's Malappuram issued fake COVID-19 negative certificates, fraudulently earns Rs 45 lakh.…",आस्तिक & Sarcastic,New Delhi
,,RT @PISCESSSBBY: they don’t miss https://t.co/zr4Jh3fjsp,yo hago lo que me de la gana,LA
,,"RT @BarbRockwellXO: Alright but I have a theory
Lana LOVES to get dragged
Think about it, she said in the cover for Interview mag that don’…",the study of angels. IN IT,the waterfall in your dreams
climatestrike,,"RT @GretaThunberg: School strike week 111.
If you strike, remember to keep social distance and follow COVID-19 restrictions.
#climatestrike…","Galway girl - passionate about Climate fixes, family, friends, local Community, Cycling, STEAM, a little singing, Scouting, books & Age Action",Ireland
,,"A real white supremacist, fascist dictator would have lined up all corona virus victims and just gassed them. Man Trump is a horrible fascist dictator.","Jeremiah 17:9, Welcome to the world, where dreams become nightmares.",United States
,,@thebr0keb0i I wouldn’t feel bad if any of the people/family in the administration contracted the virus after they downplayed it all these months.  Don’t wear a mask....suffer the consequences.,"Wife, Mom, Grandma, Dog Lover, Proud Democrat and Twitter Addict 🌵🌵🌵 ☮️ 🚫DM’S #VoteBlueNoMatterWho 🌊🌊🌊🌊🌊🌊🌊🌊 #FBR #NastyWoman 🚫Lists",
,,RT @marco_alonzo59: Trump got Covid and y’all are celebrating???...THATS SICKENING.  At least have some decency and throw a party for it???…,"You're unique just like everyone else.

I love batman one of the most important things to know about me. #tamu20 Edcouch Elsa graduate!",
,,RT @sarahlugor: i better see u injecting that bleach you suggested a few months ago!! prove it works!!,zta♛ | fdufh '21 | #BLM,
